ID	CATEGORY	ENGLISH	PART_OF_SPEECH	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS
Hale-1973-1798-1518	Role_and_Social_Structure-172	persecute	v	11b3.15		
Hale-1973-1798-1519	Role_and_Social_Structure-173	torture	v	11b3.16	1952	TORTURE
Hale-1973-1798-1520	Role_and_Social_Structure-174	release	v	11b3.17	1095	LET GO OR SET FREE
Hale-1973-1798-1521	Role_and_Social_Structure-175	flee	v	11b3.18	956	FLEE
Hale-1973-1798-1522	Role_and_Social_Structure-176	escape	v	11b3.19	1615	ESCAPE
Hale-1973-1798-1523	Role_and_Social_Structure-177	avenge	v	11b3.20		
Hale-1973-1798-1524	Role_and_Social_Structure-178	file a case	v	11b3.21		
Hale-1973-1798-1525	Role_and_Social_Structure-179	give final judgement	v	11b3.22		
Hale-1973-1798-1526	Attributes-1	young	adj	12a.01	1207	YOUNG
Hale-1973-1798-1527	Attributes-2	aged	adj	12a.02	2112	OLD (AGED)
Hale-1973-1798-1528	Attributes-3	experienced	adj	12a.03	2218	EXPERIENCED
Hale-1973-1798-1529	Attributes-4	strong	adj	12a.04	785	STRONG
Hale-1973-1798-1530	Attributes-5	weak	adj	12a.05	1601	WEAK
Hale-1973-1798-1531	Attributes-6	violent	adj	12a.06		
Hale-1973-1798-1532	Attributes-7	gentle	adj	12a.07	1954	GENTLE
Hale-1973-1798-1533	Attributes-8	alive	adj	12a.08	1422	BE ALIVE
Hale-1973-1798-1534	Attributes-9	dead	adj	12a.09	1625	DEAD
Hale-1973-1798-1535	Attributes-10	numb	adj	12a.10		
Hale-1973-1798-1536	Attributes-11	blind	adj	12a.11	1653	BLIND
Hale-1973-1798-1537	Attributes-12	deaf	adj	12a.12	996	DEAF
Hale-1973-1798-1538	Attributes-13	curious	adj	12a.13	3633	CURIOUS
Hale-1973-1798-1539	Attributes-14	attentive	adj	12a.14	1908	ATTENTIVE
Hale-1973-1798-1540	Attributes-15	careful	adj	12a.15	2758	CAREFUL
Hale-1973-1798-1541	Attributes-16	careless	adj	12a.16		
Hale-1973-1798-1542	Attributes-17	intelligent	adj	12a.17	2530	SMART
Hale-1973-1798-1543	Attributes-18	ignorant	adj	12a.18	2651	BE IGNORANT
Hale-1973-1798-1544	Attributes-19	clever (hands)	adj	12a.19		
Hale-1973-1798-1545	Attributes-20	clever (head)	adj	12a.20	1310	CLEVER
Hale-1973-1798-1546	Attributes-21	foolish	adj	12a.21	1518	STUPID
Hale-1973-1798-1547	Attributes-22	insane	adj	12a.22	1899	MAD
Hale-1973-1798-1548	Attributes-23	good	adj	12a.23	1035	GOOD
Hale-1973-1798-1549	Attributes-24	evil	adj	12a.24	45	EVIL
Hale-1973-1798-1550	Attributes-25	healthy	adj	12a.25	1364	HEALTHY
Hale-1973-1798-1551	Attributes-26	sick	adj	12a.26	1847	SICK
Hale-1973-1798-1552	Attributes-27	busy	adj	12a.27	2755	BUSY
Hale-1973-1798-1553	Attributes-28	lazy	adj	12a.28	1564	LAZY
Hale-1973-1798-1554	Attributes-29	tired	adj	12a.29	1757	TIRED
Hale-1973-1798-1555	Attributes-30	skillful	adj	12a.30		
Hale-1973-1798-1556	Attributes-31	clumsy	adj	12a.31		
Hale-1973-1798-1557	Attributes-32	rich	adj	12a.32	712	RICH
Hale-1973-1798-1558	Attributes-33	poor	adj	12a.33	1674	POOR
Hale-1973-1798-1559	Attributes-34	fat	adj	12a.34	1279	FAT (OBESE)
Hale-1973-1798-1560	Attributes-35	stout	adj	12a.35		
Hale-1973-1798-1561	Attributes-36	slender	adj	12a.36		
Hale-1973-1798-1562	Attributes-37	severe	adj	12a.37	419	SEVERE
Hale-1973-1798-1563	Attributes-38	lenient	adj	12a.38		
Hale-1973-1798-1564	Attributes-39	obedient	adj	12a.39		
Hale-1973-1798-1565	Attributes-40	generous	adj	12a.40	3632	GENEROUS
Hale-1973-1798-1566	Attributes-41	stingy	adj	12a.41	1774	STINGY
Hale-1973-1798-1567	Attributes-42	content	adj	12a.42		
Hale-1973-1798-1568	Attributes-43	discontent	adj	12a.43		
Hale-1973-1798-1569	Attributes-44	happy	adj	12a.44	1495	HAPPY
Hale-1973-1798-1570	Attributes-45	sad	adj	12a.45	699	SAD
Hale-1973-1798-1571	Attributes-46	funny	adj	12a.46	1976	MERRY
Hale-1973-1798-1572	Attributes-47	boring	adj	12a.47	905	BORING
Hale-1973-1798-1573	Attributes-48	pretty	adj	12a.48	2410	GOOD-LOOKING
Hale-1973-1798-1574	Attributes-49	ugly	adj	12a.49	1548	UGLY
Hale-1973-1798-1575	Attributes-50	brave	adj	12a.50	3	BRAVE
Hale-1973-1798-1576	Attributes-51	fearful	adj	12a.51	528	DREADFUL
Hale-1973-1798-1577	Attributes-52	cowardly	adj	12a.52	3812	COWARDLY
Hale-1973-1798-1578	Attributes-53	cautious	adj	12a.53		
Hale-1973-1798-1579	Attributes-54	proud	adj	12a.54	174	PROUD
Hale-1973-1798-1580	Attributes-55	humble	adj	12a.55		
Hale-1973-1798-1581	Attributes-56	modest	adj	12a.56		
Hale-1973-1798-1582	Attributes-57	insulent	adj	12a.57	91	INSOLENT
Hale-1973-1798-1583	Attributes-58	friendly	adj	12a.58		
Hale-1973-1798-1584	Attributes-59	unfriendly	adj	12a.59		
Hale-1973-1798-1585	Attributes-60	polite	adj	12a.60	583	KIND OR POLITE
Hale-1973-1798-1586	Attributes-61	rude	adj	12a.61	1412	RUDE
Hale-1973-1798-1587	Attributes-62	kind	adj	12a.62	583	KIND OR POLITE
Hale-1973-1798-1588	Attributes-63	cruel	adj	12a.63	500	CRUEL
Hale-1973-1798-1589	Attributes-64	jealous	adj	12a.64	2821	JEALOUS
Hale-1973-1798-1590	Attributes-65	envious	adj	12a.65		
Hale-1973-1798-1591	Attributes-66	drunk	adj	12a.66	1463	DRUNK
Hale-1973-1798-1592	Attributes-67	guilty	adj	12a.67	1682	GUILTY
Hale-1973-1798-1593	Attributes-68	sacred	adj	12a.68	1702	HOLY
Hale-1973-1798-1594	Attributes-69	attractive	adj	12a.69	2410	GOOD-LOOKING
Hale-1973-1798-1595	Attributes-70	repulsive	adj	12a.70		
Hale-1973-1798-1596	Attributes-71	tight	adj	12b.01	3053	TIGHT
Hale-1973-1798-1597	Attributes-72	loose	adj	12b.02	2506	LOOSE
Hale-1973-1798-1598	Attributes-73	heavy	adj	12b.03	1210	HEAVY
Hale-1973-1798-1599	Attributes-74	light	adj	12b.04	1052	LIGHT (WEIGHT)
Hale-1973-1798-1600	Attributes-75	thick (density)	adj	12b.05	2239	DENSE
Hale-1973-1798-1601	Attributes-76	thin (density)	adj	12b.06	2306	THIN (OF LEAF AND CLOTH)
Hale-1973-1798-1602	Attributes-77	hard	adj	12b.07	1884	HARD
Hale-1973-1798-1603	Attributes-78	soft	adj	12b.08	1856	SOFT
Hale-1973-1798-1604	Attributes-79	elastic	adj	12b.09		
Hale-1973-1798-1605	Attributes-80	inelastic	adj	12b.10		
Hale-1973-1798-1606	Attributes-81	flexible	adj	12b.11	1691	FLEXIBLE
Hale-1973-1798-1607	Attributes-82	brittle	adj	12b.12		
Hale-1973-1798-1608	Attributes-83	slick	adj	12b.13		
Hale-1973-1798-1609	Attributes-84	sticky	adj	12b.14	3703	STICKY
Hale-1973-1798-1610	Attributes-85	greasy	adj	12b.15	955	GREASY
Hale-1973-1798-1611	Attributes-86	damp	adj	12b.16	2998	DAMP
Hale-1973-1798-1612	Attributes-87	wet	adj	12b.17	1726	WET
Hale-1973-1798-1613	Attributes-88	pleasant	adj	12b.18		
Hale-1973-1798-1614	Attributes-89	painful	adj	12b.19	1129	PAINFUL
Hale-1973-1798-1615	Attributes-90	savory	adj	12b.20		
Hale-1973-1798-1616	Attributes-91	unsavory	adj	12b.21		
Hale-1973-1798-1617	Attributes-92	sweet	adj	12b.22	717	SWEET
Hale-1973-1798-1618	Attributes-93	hot, spicy	adj	12b.23	544	SPICY
Hale-1973-1798-1619	Attributes-94	sour	adj	12b.24	1906	SOUR
Hale-1973-1798-1620	Attributes-95	bitter	adj	12b.25	887	BITTER
Hale-1973-1798-1621	Attributes-96	salty	adj	12b.26	1091	SALTY
Hale-1973-1798-1622	Attributes-97	fragrant	adj	12b.27	376	FRAGRANT
Hale-1973-1798-1623	Attributes-98	fetid	adj	12b.28	42	STINKING
Hale-1973-1798-1624	Attributes-99	loud	adj	12b.29	377	LOUD
Hale-1973-1798-1625	Attributes-100	soft	adj	12b.30		
Hale-1973-1798-1626	Attributes-101	high pitch	adj	12b.31		
Hale-1973-1798-1627	Attributes-102	low pitch	adj	12b.32		
Hale-1973-1798-1628	Attributes-103	bright	adj	12b.33	679	BRIGHT
Hale-1973-1798-1629	Attributes-104	dark	adj	12b.34	706	DARK
Hale-1973-1798-1630	Attributes-105	blue	adj	12b.35	837	BLUE
Hale-1973-1798-1631	Attributes-106	brown	adj	12b.36	2409	BROWN
Hale-1973-1798-1632	Attributes-107	variegated	adj	12b.37		
Hale-1973-1798-1633	Attributes-108	faded	adj	12b.38		
Hale-1973-1798-1634	Attributes-109	spotted	adj	12b.39		
Hale-1973-1798-1635	Attributes-110	striped	adj	12b.40		
Hale-1973-1798-1636	Attributes-111	right	adj	12b.41	1725	CORRECT (RIGHT)
Hale-1973-1798-1637	Attributes-112	wrong	adj	12b.42	1390	WRONG
Hale-1973-1798-1638	Attributes-113	true	adj	12b.43	1657	TRUE
Hale-1973-1798-1639	Attributes-114	false	adj	12b.44	3069	FALSE
Hale-1973-1798-1640	Attributes-115	sufficient	adj	12b.45		
Hale-1973-1798-1641	Attributes-116	insufficient	adj	12b.46		
Hale-1973-1798-1642	Attributes-117	bad	adj	12b.47	1292	BAD
Hale-1973-1798-1643	Attributes-118	clean	adj	12b.48	704	CLEAN
Hale-1973-1798-1644	Attributes-119	dirty	adj	12b.49	1230	DIRTY
Hale-1973-1798-1645	Attributes-120	expensive	adj	12b.50	1426	EXPENSIVE
Hale-1973-1798-1646	Attributes-121	cheap	adj	12b.51	1887	CHEAP
Hale-1973-1798-1647	Attributes-122	terrible	adj	12b.52		
Hale-1973-1798-1648	Attributes-123	desirable	adj	12b.53		
Hale-1973-1798-1649	Attributes-124	far	adj	12c.01	1406	FAR
Hale-1973-1798-1650	Attributes-125	near	adj	12c.02	1942	NEAR
Hale-1973-1798-1651	Attributes-126	broad	adj	12c.03	2531	BROAD
Hale-1973-1798-1652	Attributes-127	narrow	adj	12c.04	1267	NARROW
Hale-1973-1798-1653	Attributes-128	short	adj	12c.05	1645	SHORT
Hale-1973-1798-1654	Attributes-129	thick	adj	12c.06	1244	THICK
Hale-1973-1798-1655	Attributes-130	thin	adj	12c.07	2249	THIN (OF SHAPE OF OBJECT)
Hale-1973-1798-1656	Attributes-131	high	adj	12c.08	1265	HIGH
Hale-1973-1798-1657	Attributes-132	low	adj	12c.09	721	LOW
Hale-1973-1798-1658	Attributes-133	deep	adj	12c.10	1593	DEEP
Hale-1973-1798-1659	Attributes-134	shallow	adj	12c.11	193	SHALLOW
Hale-1973-1798-1660	Attributes-135	vertical	adj	12c.12	2375	VERTICAL
Hale-1973-1798-1661	Attributes-136	horizontal	adj	12c.13	2376	HORIZONTAL
Hale-1973-1798-1662	Attributes-137	covered	adj	12c.14		
Hale-1973-1798-1663	Attributes-138	bare	adj	12c.15		
Hale-1973-1798-1664	Attributes-139	front	adj	12c.16	1883	IN FRONT OF
Hale-1973-1798-1665	Attributes-140	back	adj	12c.17	2910	BACK (DIRECTION)
Hale-1973-1798-1666	Attributes-141	right	adj	12c.18	1019	RIGHT
Hale-1973-1798-1667	Attributes-142	left	adj	12c.19	244	LEFT
Hale-1973-1798-1668	Attributes-143	curved	adj	12c.20	1698	CURVED
Hale-1973-1798-1669	Attributes-144	crooked	adj	12c.21	297	CROOKED
Hale-1973-1798-1670	Attributes-145	straight	adj	12c.22	1404	STRAIGHT
Hale-1973-1798-1671	Attributes-146	twisted	adj	12c.23		
Hale-1973-1798-1672	Attributes-147	flat	adj	12c.24	1633	FLAT
Hale-1973-1798-1673	Attributes-148	sharp edged	adj	12c.25		
Hale-1973-1798-1674	Attributes-149	sharp, pointed	adj	12c.26	372	POINTED
Hale-1973-1798-1675	Attributes-150	blunt	adj	12c.27	379	BLUNT
Hale-1973-1798-1676	Attributes-151	smooth	adj	12c.28	1234	SMOOTH
Hale-1973-1798-1677	Attributes-152	rough	adj	12c.29	1923	ROUGH
Hale-1973-1798-1678	Attributes-153	solid	adj	12c.30	3003	SOLID
Hale-1973-1798-1679	Attributes-154	hollow	adj	12c.31	3701	HOLLOW
Hale-1973-1798-1680	Attributes-155	empty	adj	12c.32	1624	EMPTY
Hale-1973-1798-1681	Attributes-156	open	adj	12c.33		
Hale-1973-1798-1682	Attributes-157	shut	adj	12c.34		
Hale-1973-1798-1683	Attributes-158	perforated	adj	12c.35		
Hale-1973-1798-1684	Attributes-159	plugged	adj	12c.36		
Hale-1973-1798-1685	Attributes-160	moving	adj	12c.37		
Hale-1973-1798-1686	Attributes-161	stationary	adj	12c.38		
Hale-1973-1798-1687	Attributes-162	fast	adj	12c.39	1631	FAST
Hale-1973-1798-1688	Attributes-163	slow	adj	12c.40	701	SLOW
Hale-1973-1798-1689	Attributes-164	slowly	adj	12c.41		
Hale-1973-1798-1690	Attributes-165	cubit (elbow to fingertip)		12c.42		
Hale-1973-1798-1691	Attributes-166	span of hand		12c.43		
Hale-1973-1798-1692	Attributes-167	from		12c.44	693	FROM
Hale-1973-1798-1693	Attributes-168	into		12c.45		
Hale-1973-1798-1694	Attributes-169	out of		12c.46		
Hale-1973-1798-1695	Attributes-170	in, inside of		12c.47	1460	IN
Hale-1973-1798-1696	Attributes-171	up		12c.48	1591	UP
Hale-1973-1798-1697	Attributes-172	down		12c.49	1326	DOWN
Hale-1973-1798-1698	Attributes-173	over		12c.50	1741	ABOVE
Hale-1973-1798-1699	Attributes-174	under		12c.51	1485	BELOW OR UNDER
Hale-1973-1798-1700	Attributes-175	through		12c.52	97	THROUGH
Hale-1973-1798-1701	Attributes-176	toward		12c.53	2754	TOWARDS
Hale-1973-1798-1702	Attributes-177	away from		12c.54		
Hale-1973-1798-1703	Attributes-178	behind		12c.55	1686	BEHIND
Hale-1973-1798-1704	Attributes-179	in front of		12c.56	1883	IN FRONT OF
Hale-1973-1798-1705	Attributes-180	beside		12c.57	1816	BESIDE
Hale-1973-1798-1706	Attributes-181	between		12c.58	689	BETWEEN
Hale-1973-1798-1707	Attributes-182	above		12c.59	1741	ABOVE
Hale-1973-1798-1708	Attributes-183	beneath		12c.60	1485	BELOW OR UNDER
Hale-1973-1798-1709	Attributes-184	around		12c.61		
Hale-1973-1798-1710	Attributes-185	beyond		12c.62		
Hale-1973-1798-1711	Attributes-186	across		12c.63	2670	ACROSS
Hale-1973-1798-1712	Attributes-187	where		12c.64	1237	WHERE
Hale-1973-1798-1713	Attributes-188	alike		12d.01	1558	SIMILAR
Hale-1973-1798-1714	Attributes-189	different		12d.02	2504	DIFFERENT
Hale-1973-1798-1715	Attributes-190	identical		12d.03	2276	IDENTICAL
Hale-1973-1798-1716	Attributes-191	opposite		12d.04	885	OPPOSITE
Hale-1973-1798-1717	Attributes-192	various		12d.05		
Hale-1973-1798-1718	Attributes-193	equal		12d.06	1570	EQUAL
Hale-1973-1798-1719	Attributes-194	more		12d.07	1992	MORE
Hale-1973-1798-1720	Attributes-195	less		12d.08		
Hale-1973-1798-1721	Attributes-196	most		12d.09	1198	MANY
Hale-1973-1798-1722	Attributes-197	least		12d.10		
Hale-1973-1798-1723	Attributes-198	mixed		12d.11		
Hale-1973-1798-1724	Attributes-199	unmixed		12d.12		
Hale-1973-1798-1725	Attributes-200	real		12d.13		
Hale-1973-1798-1726	Attributes-201	false		12d.14	3069	FALSE
Hale-1973-1798-1727	Attributes-202	whole		12d.15	2277	WHOLE
Hale-1973-1798-1728	Attributes-203	all		12d.16	98	ALL
Hale-1973-1798-1729	Attributes-204	partial		12d.17		
Hale-1973-1798-1730	Attributes-205	early		12d.18	672	EARLY
Hale-1973-1798-1731	Attributes-206	late		12d.19	477	LATE
Hale-1973-1798-1732	Attributes-207	frequent		12d.20		
Hale-1973-1798-1733	Attributes-208	infrequent		12d.21		
Hale-1973-1798-1734	Attributes-209	old		12d.22	2113	OLD (USED)
Hale-1973-1798-1735	Attributes-210	new		12d.23	1231	NEW
Hale-1973-1798-1736	Attributes-211	frequently		12d.24	1852	OFTEN
Hale-1973-1798-1737	Attributes-212	never		12d.25	1656	NEVER
Hale-1973-1798-1738	Attributes-213	daily		12d.26		
Hale-1973-1798-1739	Attributes-214	when		12d.27	1238	WHEN
Hale-1973-1798-1740	Attributes-215	before		12d.28	1882	BEFORE
Hale-1973-1798-1741	Attributes-216	after		12d.29	1685	AFTER
Hale-1973-1798-1742	Attributes-217	during		12d.30		
Hale-1973-1798-1743	Attributes-218	until		12d.31	2753	UNTIL
Hale-1973-1798-1744	Miscellaneous-1	can (be able to do something)	v	13a.01	972	BE ABLE
Hale-1973-1798-1745	Miscellaneous-2	know (something)	v	13a.02	1410	KNOW (SOMETHING)
Hale-1973-1798-1746	Miscellaneous-3	benefactive	v	13a.03		
Hale-1973-1798-1747	Miscellaneous-4	let (s.o. do s.th.)	v	13a.04	1003	PERMIT
Hale-1973-1798-1748	Miscellaneous-5	cause (s.o. to do s.th.)	v	13a.05	2896	CAUSE TO (LET)
Hale-1973-1798-1749	Miscellaneous-6	be all right, acceptable	v	13a.06		
Hale-1973-1798-1750	Miscellaneous-7	must	v	13a.07	971	MUST
Hale-1973-1798-1751	Miscellaneous-8	be allowed to	v	13a.08		
Hale-1973-1798-1752	Miscellaneous-9	need to	v	13a.09	2339	NEED (SOMETHING)
Hale-1973-1798-1753	Miscellaneous-10	want to	v	13a.10	1784	WANT
Hale-1973-1798-1754	Miscellaneous-11	start	v	13a.11	1806	BEGIN
Hale-1973-1798-1755	Miscellaneous-12	be about	v	13a.12		
Hale-1973-1798-1756	Miscellaneous-13	finish (work)	v	13a.13	1766	FINISH
Hale-1973-1798-1757	Miscellaneous-14	do	v	13a.14	813	DO
Hale-1973-1798-1758	Miscellaneous-15	become, be made	v	13a.15	1990	BECOME
Hale-1973-1798-1759	Miscellaneous-16	prepare (not material things)	v	13a.16		
Hale-1973-1798-1760	Miscellaneous-17	prepare, make	v	13a.17	2909	PREPARE
Hale-1973-1798-1761	Miscellaneous-18	feel	v	13a.18	1079	FEEL
Hale-1973-1798-1762	Miscellaneous-19	remain	v	13a.19	987	REMAIN
Hale-1973-1798-1763	Miscellaneous-20	be	v	13a.20	1579	BE
Hale-1973-1798-1764	Miscellaneous-21	and		13b.01	1577	AND
Hale-1973-1798-1765	Miscellaneous-22	also		13b.02		
Hale-1973-1798-1766	Miscellaneous-23	very		13b.03	1311	VERY
Hale-1973-1798-1767	Miscellaneous-24	perhaps		13b.04	2278	PERHAPS
Hale-1973-1798-1768	Miscellaneous-25	what		13b.05	1236	WHAT
Hale-1973-1798-1769	Miscellaneous-26	who		13b.06	1235	WHO
Hale-1973-1798-1770	Miscellaneous-27	how, in what way		13b.07	1239	HOW
Hale-1973-1798-1771	Miscellaneous-28	how much		13b.08	822	HOW MANY
Hale-1973-1798-1772	Miscellaneous-29	why, for what reason		13b.09	1270	WHY
Hale-1973-1798-1773	Miscellaneous-30	I		13b.10	1209	I
Hale-1973-1798-1774	Miscellaneous-31	you		13b.11	1215	THOU
Hale-1973-1798-1775	Miscellaneous-32	he		13b.12	2642	HE OR SHE
Hale-1973-1798-1776	Miscellaneous-33	it		13b.13	169	IT
Hale-1973-1798-1777	Miscellaneous-34	we (two)		13b.14	2634	WE TWO
Hale-1973-1798-1778	Miscellaneous-35	you (two)		13b.15	2111	YOU TWO
Hale-1973-1798-1779	Miscellaneous-36	that (two)		13b.16		
Hale-1973-1798-1780	Miscellaneous-37	we (exclusive)		13b.17	1130	WE (EXCLUSIVE)
Hale-1973-1798-1781	Miscellaneous-38	we (inclusive)		13b.18	1131	WE (INCLUSIVE)
Hale-1973-1798-1782	Miscellaneous-39	you (exclusive)		13b.19		
Hale-1973-1798-1783	Miscellaneous-40	you (inclusive)		13b.20		
Hale-1973-1798-1784	Miscellaneous-41	they		13b.21	817	THEY
Hale-1973-1798-1785	Miscellaneous-42	this		13b.22	1214	THIS
Hale-1973-1798-1786	Miscellaneous-43	that		13b.23	78	THAT
Hale-1973-1798-1787	Miscellaneous-44	yonder		13b.24		
Hale-1973-1798-1788	Miscellaneous-45	these		13b.25	1214	THIS
Hale-1973-1798-1789	Miscellaneous-46	those		13b.26	78	THAT
Hale-1973-1798-1790	Miscellaneous-47	which		13b.27	727	WHICH
Hale-1973-1798-1791	Miscellaneous-48	self		13b.28	1993	SELF
Hale-1973-1798-1792	Miscellaneous-49	to		13b.29	2754	TOWARDS
Hale-1973-1798-1793	Miscellaneous-50	by		13b.30		
Hale-1973-1798-1794	Miscellaneous-51	with		13b.31	1340	WITH
Hale-1973-1798-1795	Miscellaneous-52	without		13b.32	1478	WITHOUT
Hale-1973-1798-1796	Miscellaneous-53	of		13b.33		
Hale-1973-1798-1797	Miscellaneous-54	except		13b.34		
Hale-1973-1798-1798	Miscellaneous-55	like		13b.35		
