ID	NUMBER	MANDARINE_CHINESE	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	SOURCE	WORD_LENGTH	IMAGE_VARIABILITY	IMAGE_AGREEMENT	CONCEPT_FAMILIARITY	VISUAL_COMPLEXITY	SUBJECTIVE_FREQUENCY	NAME_AGREEMENT_PERCENT	NAME_AGREMENT_H	CONCEPT_AGREEMENT	AoA_RATED	AoA_OBJECTIVE	ERROR_PERCENT	LATENCY_ms
Liu-2011-435-344	344	足球	soccer			5	2	3.05	4.56	4.83	3.70	3.63	1.00	0.00	1.00	4.06	4.68	0.00	803
Liu-2011-435-345	345	袜子	socks	1522	SOCK	1	2	3.19	4.33	4.81	1.97	4.29	0.88	0.78	0.98	1.88	2.54	0.00	803
Liu-2011-435-346	346	扳手	spanner			4	2	2.86	4.52	4.75	3.38	1.91	0.30	1.70	0.60	5.00	10.23	0.00	1153
Liu-2011-435-347	347	矛	spear	945	SPEAR	5	1	2.76	3.58	4.03	2.41	1.80	0.28	2.63	0.90	4.69	10.75	0.09	1296
Liu-2011-435-348	348	地球仪	tellurion	2588	GLOBE	4	3	2.93	4.11	4.72	3.05	2.49	1.00	0.00	1.00	4.13	7.17	0.00	841
Liu-2011-435-349	349	蜘蛛	spider	843	SPIDER	1	2	2.40	3.75	4.22	2.78	2.37	0.83	0.00	0.83	2.76	5.18	0.11	1194
Liu-2011-435-350	350	纺车	spinning wheel	4009	SPINNING WHEEL	1	2	2.78	3.22	2.94	3.59	1.63	0.45	2.18	0.65	5.13	10.86	0.31	1398
Liu-2011-435-351	351	勺子	spoon	1378	SPOON	1	2	2.95	4.31	4.92	1.35	3.77	0.63	1.91	1.00	2.00	2.54	0.00	789
Liu-2011-435-352	352	三角板	square	850	SQUARE	2	3	3.07	4.20	4.72	1.51	2.20	0.53	1.43	1.00	3.63	5.18	0.00	892
Liu-2011-435-353	353	松鼠	squirrel	1628	SQUIRREL	1	2	2.74	4.50	4.33	2.65	1.83	0.98	0.17	1.00	3.47	4.56	0.00	1075
Liu-2011-435-354	354	台阶	staircase	34	STAIRS	5	2	3.05	4.33	4.81	1.83	3.54	0.45	2.03	1.00	3.53	3.67	0.00	869
Liu-2011-435-355	355	印章	seal	651	SEAL	2	2	3.62	3.83	4.61	1.86	2.40	0.70	1.39	0.93	4.88	6.69	0.03	1124
Liu-2011-435-356	356	邮票	stamp	596	POSTAGE STAMP	5	2	3.67	3.75	4.17	4.54	2.83	0.95	0.29	0.95	3.56	9.16	0.06	1071
Liu-2011-435-357	357	五角星	star	1430	STAR	1	3	2.95	4.61	4.97	1.05	2.63	0.68	1.11	1.00	2.31	2.54	0.00	753
Liu-2011-435-358	358	方向盘	steering wheel			2	3	2.93	4.56	4.75	2.49	2.51	0.95	0.17	0.95	4.65	4.73	0.14	1338
Liu-2011-435-359	359	听诊器	stethoscope	2599	STETHOSCOPE	1	3	2.57	3.91	4.31	2.59	1.89	0.80	0.56	0.88	4.24	10.73	0.06	1284
Liu-2011-435-360	360	凳子	stool	2058	STOOL	1	2	3.00	3.58	4.64	2.08	3.86	0.65	1.90	0.93	1.94	3.56	0.00	800
Liu-2011-435-361	361	草莓	strawberry	3138	STRAWBERRY	1	2	2.83	4.28	4.53	2.62	3.09	1.00	0.00	1.00	3.18	2.69	0.00	1068
Liu-2011-435-362	362	皮箱	suitcase	4005	SUITCASE	1	2	3.12	3.53	4.42	2.86	2.97	0.23	3.15	1.00	3.88	7.17	0.00	972
Liu-2011-435-363	363	相扑	sumo			2	2	2.22	3.44	4.00	3.43	1.57	0.53	2.39	0.78	5.88	10.85	0.09	1153
Liu-2011-435-364	364	太阳	sun	1343	SUN	1	2	2.90	4.56	4.89	1.35	4.03	0.98	0.17	1.00	1.65	2.54	0.00	685
Liu-2011-435-365	365	向日葵	sunflower	1956	SUNFLOWER	4	3	2.52	4.11	4.58	3.16	2.31	0.90	0.67	0.95	3.31	10.27	0.03	867
Liu-2011-435-366	366	燕子	swallow	3077	SWALLOW (BIRD)	4	2	2.95	4.63	4.61	3.51	2.43	0.93	0.45	1.00	2.41	4.56	0.00	991
Liu-2011-435-367	367	鹅	swan	2837	SWAN	1	1	3.20	3.75	4.58	2.41	2.21	0.65	1.14	0.65	3.63	9.07	0.00	1004
Liu-2011-435-368	368	毛衣	sweater	4035	SWEATER	1	2	3.52	3.83	4.89	2.78	3.23	0.70	1.66	0.78	2.94	8.64	0.00	904
Liu-2011-435-369	369	秋千	swing	3101	SWING	1	2	2.98	4.42	4.44	1.78	2.37	0.80	0.38	0.83	2.94	10.40	0.06	1251
Liu-2011-435-370	370	剑	sword	1535	SWORD	5	1	3.38	3.84	4.39	1.76	2.06	0.95	0.34	0.98	3.63	4.73	0.06	1042
Liu-2011-435-371	371	注射器	syringe			1	3	3.07	4.64	4.67	3.22	2.03	0.40	2.08	1.00	4.13	4.72	0.00	942
Liu-2011-435-372	372	乒乓球拍	table tennis bat			1	4	2.85	4.50	4.92	1.97	2.69	0.75	1.14	1.00	4.47	5.65	0.03	973
Liu-2011-435-373	373	桌子	table	1775	TABLE	1	2	3.02	4.14	4.67	2.19	4.23	0.70	1.50	0.95	2.00	2.85	0.00	906
Liu-2011-435-374	374	尾巴	tail	1220	TAIL	5	2	3.29	2.94	3.61	2.46	2.56	0.58	1.85	0.90	2.63	5.19	0.20	1340
Liu-2011-435-375	375	坦克	tank	3102	TANK	2	2	3.43	3.92	4.31	2.35	2.00	0.93	0.18	0.93	3.88	4.69	0.03	1012
Liu-2011-435-376	376	靶子	target			2	2	3.10	3.40	4.25	3.46	1.83	0.20	3.29	0.75	4.24	10.47	0.26	1349
Liu-2011-435-377	377	电话	telephone	1379	TELEPHONE	1	2	3.00	3.50	4.78	3.32	4.46	0.88	0.63	1.00	4.19	2.54	0.03	752
Liu-2011-435-378	378	望远镜	telescope	4012	TELESCOPE	5	3	3.33	2.61	4.22	1.97	2.26	0.90	1.17	0.90	4.13	5.78	0.06	1153
Liu-2011-435-379	379	电视	television	1788	TELEVISION	1	2	3.57	3.94	5.00	2.81	3.97	0.55	1.27	0.98	2.88	4.18	0.00	782
Liu-2011-435-380	380	网球拍	tennis racket	3096	RACKET	1	4	2.90	4.22	4.61	3.30	2.88	0.43	2.03	0.45	4.31	11.00	0.00	877
Liu-2011-435-381	381	帐篷	tent	1316	TENT	3	2	2.69	4.19	4.47	2.27	2.11	0.93	0.34	0.93	4.63	5.74	0.00	963
Liu-2011-435-382	382	试管	test-tube			2	2	2.83	3.42	3.47	1.86	2.26	0.78	0.90	0.85	5.75	11.00	0.31	1524
Liu-2011-435-383	383	温度计	thermograph			1	3	2.81	3.58	4.64	2.95	2.69	0.93	0.50	0.98	4.06	7.80	0.00	1046
Liu-2011-435-384	384	线轴	thread spool			1	2	2.95	3.32	4.11	3.32	1.71	0.30	3.04	0.68	4.75	7.84	0.09	1391
Liu-2011-435-385	385	拇指	thumb	1781	THUMB	1	2	2.36	4.22	4.97	2.08	3.71	0.55	1.28	0.95	2.41	3.78	0.03	889
Liu-2011-435-386	386	领带	tie	1917	TIE	1	2	2.98	4.50	4.58	2.62	2.86	1.00	0.00	1.00	5.75	7.17	0.00	841
Liu-2011-435-387	387	老虎	tiger	846	TIGER	1	2	3.02	3.83	4.33	4.11	2.26	0.73	1.31	0.90	2.29	2.69	0.00	1009
Liu-2011-435-388	388	轮胎	tire	1996	GET TIRED	1	2	3.62	4.33	4.67	3.57	2.80	0.65	1.47	0.98	3.73	6.94	0.00	912
Liu-2011-435-389	389	马桶	toilet	219	TOILET	2	2	2.26	4.19	4.72	2.22	3.40	0.73	1.35	1.00	4.88	9.19	0.03	995
Liu-2011-435-390	390	西红柿	tomato	986	TOMATO	1	3	2.78	4.39	4.61	1.92	3.80	0.60	1.27	0.65	2.94	5.77	0.03	1186
Liu-2011-435-391	391	舌头	tongue	1205	TONGUE	5	2	2.64	3.14	4.64	2.05	3.54	0.70	1.26	0.85	1.94	3.73	0.03	1056
Liu-2011-435-392	392	牙齿	tooth	1380	TOOTH	5	2	3.64	2.28	4.17	2.32	4.00	0.38	2.25	0.75	1.81	4.73	0.03	1183
Liu-2011-435-393	393	牙刷	toothbrush	2579	TOOTHBRUSH	1	2	2.98	4.39	4.92	2.62	4.43	0.98	0.00	1.00	2.25	3.42	0.00	773
Liu-2011-435-394	394	陀螺	top	3996	TOP (TOY)	1	2	2.50	3.47	3.89	2.59	1.57	0.65	0.73	0.80	3.69	7.69	0.09	1194
Liu-2011-435-395	395	手电筒	torch	1919	TORCH	5	3	2.81	4.03	4.83	2.73	2.57	0.65	1.49	0.95	3.06	7.92	0.00	1013
Liu-2011-435-396	396	塔	tower	1671	TOWER	5	1	3.54	2.76	3.64	4.41	2.29	0.40	1.75	0.68	5.06	10.35	0.23	1255
Liu-2011-435-397	397	毛巾	towel	1021	TOWEL	5	2	3.19	4.22	4.36	2.30	4.34	0.90	0.35	0.95	2.19	4.42	0.03	994
Liu-2011-435-398	398	拖拉机	tractor			1	3	3.26	3.54	4.03	4.19	2.00	0.55	2.04	0.65	3.06	10.55	0.11	1132
Liu-2011-435-399	399	红绿灯	traffic light			1	3	2.67	3.92	4.44	2.92	3.83	0.48	1.30	0.85	3.75	5.68	0.06	1188
Liu-2011-435-400	400	火车	train	900	TRAIN	1	2	3.10	4.08	4.81	4.32	3.17	0.98	0.17	1.00	3.56	2.30	0.03	861
Liu-2011-435-401	401	大树	tree	906	TREE	1	2	3.86	4.31	4.81	3.46	3.83	0.50	1.29	0.98	2.00	2.30	0.00	856
Liu-2011-435-402	402	树桩	tree stump	241	TREE STUMP	2	2	3.25	4.33	4.57	2.27	2.03	0.60	1.63	0.80	3.38	10.85	0.00	1122
Liu-2011-435-403	403	三轮车	tricycle			4	3	2.57	2.22	4.06	3.78	2.50	0.20	3.14	0.40	3.44	10.86	0.11	1204
Liu-2011-435-404	404	卡车	truck	4011	TRUCK	1	2	2.88	3.56	4.64	2.54	2.71	0.38	2.24	0.88	2.93	7.09	0.03	1049
Liu-2011-435-405	405	小号	trumpet	775	TRUMPET	1	2	2.24	4.24	4.44	3.35	1.80	0.50	1.94	0.95	5.53	5.42	0.06	1082
Liu-2011-435-406	406	海螺	trumpet shell			5	2	2.52	3.62	3.28	3.65	1.94	0.75	1.25	0.75	5.00	10.27	0.14	1395
Liu-2011-435-407	407	郁金香	tulip			4	3	3.21	3.50	4.47	2.70	2.31	0.38	2.38	0.38	5.35	11.00	0.17	984
Liu-2011-435-408	408	隧道	tunnel			2	2	3.05	3.97	4.03	3.89	2.14	0.50	1.87	0.70	5.35	10.70	0.11	1429
Liu-2011-435-409	409	乌龟	turtel	112	TURTLE	1	2	2.83	4.46	4.47	3.16	2.40	0.80	0.72	1.00	3.00	2.54	0.00	754
Liu-2011-435-410	410	雨伞	umbrella	3105	UMBRELLA	1	2	3.71	4.47	4.89	2.68	3.03	0.58	1.21	1.00	2.76	1.94	0.00	698
Liu-2011-435-411	411	花瓶	vase	3746	VASE	1	2	3.05	3.94	4.42	3.16	2.97	0.80	0.98	0.95	3.00	4.42	0.00	913
Liu-2011-435-412	412	小提琴	violin	4023	VIOLIN	1	3	2.43	4.42	4.42	3.89	2.03	0.48	2.28	0.65	4.50	5.74	0.09	906
Liu-2011-435-413	413	排球	volleyball			5	2	2.74	4.22	4.61	2.03	2.66	0.70	1.42	0.70	4.63	10.27	0.06	968
Liu-2011-435-414	414	马甲	vest	3140	VEST	1	2	2.86	3.94	4.72	2.32	2.37	0.70	1.42	1.00	4.53	10.75	0.03	1034
Liu-2011-435-415	415	背心	waterfall	943	WATERFALL	4	2	3.24	4.36	4.83	1.97	3.34	0.88	0.68	0.90	2.40	4.42	0.03	935
Liu-2011-435-416	416	墙	wall	3830	WALL	5	1	3.69	3.56	4.86	3.81	3.37	0.68	1.48	0.90	2.25	3.81	0.00	1031
Liu-2011-435-417	417	钱包	wallet			2	2	3.29	3.37	4.69	3.05	4.23	0.70	1.10	0.98	3.25	4.68	0.00	1155
Liu-2011-435-418	418	洗衣机	washer			1	3	3.14	3.56	4.19	3.38	2.80	0.88	0.36	0.88	3.65	5.19	0.09	1100
Liu-2011-435-419	419	手表	watch	3349	WRISTWATCH	1	2	2.98	4.17	4.89	3.14	3.83	0.93	0.38	1.00	3.06	2.54	0.00	787
Liu-2011-435-420	420	瀑布	waterfall	943	WATERFALL	3	2	2.74	3.72	4.22	4.38	2.06	0.98	0.00	0.98	3.73	8.27	0.03	986
Liu-2011-435-421	421	喷壶	watering can			1	2	2.76	3.85	4.33	2.49	2.11	0.30	2.95	0.95	4.38	4.68	0.00	1118
Liu-2011-435-422	422	水井	well	954	WELL	1	2	3.12	3.58	3.72	3.67	1.89	0.45	1.75	0.83	2.63	10.92	0.11	1211
Liu-2011-435-423	423	鲸鱼	whale	957	WHALE	5	2	3.55	3.84	3.89	3.00	2.06	0.38	1.86	0.75	3.94	10.30	0.09	1281
Liu-2011-435-424	424	车轮	wheel	710	WHEEL	1	2	2.74	3.23	4.36	3.24	2.74	0.45	1.60	0.98	2.35	3.41	0.03	901
Liu-2011-435-425	425	鞭子	whip	2630	WHIP	5	2	3.32	4.11	3.14	2.16	2.06	0.63	1.10	0.80	3.06	8.88	0.17	1303
Liu-2011-435-426	426	哨子	whistle	3107	WHISTLE (INSTRUMENT)	1	2	2.65	4.51	4.58	2.08	2.26	0.58	1.40	0.98	2.69	5.74	0.03	1028
Liu-2011-435-427	427	野猪	wild boar	3154	WILD BOAR	2	2	2.19	2.41	2.81	2.81	1.94	0.30	1.98	0.65	4.38	10.55	0.11	1338
Liu-2011-435-428	428	风车	windmill	3841	WINDMILL	1	2	2.74	3.86	3.94	4.38	1.84	0.88	0.52	0.93	3.94	10.41	0.06	1054
Liu-2011-435-429	429	窗户	window	1375	WINDOW	1	2	2.69	3.03	4.53	2.78	4.24	0.43	1.79	0.70	1.94	4.73	0.00	990
Liu-2011-435-430	430	酒杯	wineglass			1	2	3.52	4.25	4.81	1.81	2.83	0.58	1.57	1.00	2.94	10.30	0.00	809
Liu-2011-435-431	431	狼	wolf	522	WOLF	1	1	2.76	3.29	4.00	2.38	1.91	0.65	1.55	0.68	2.65	7.45	0.11	1418
Liu-2011-435-432	432	毛毛虫	worm	1219	WORM	5	3	2.38	3.86	3.47	4.08	1.94	0.25	2.63	0.45	2.07	11.00	0.06	1162
Liu-2011-435-433	433	扳手	wrench			1	2	2.55	3.36	4.53	1.51	2.00	0.45	1.98	0.78	5.00	10.93	0.17	1080
Liu-2011-435-434	434	斑马	zebra	3675	ZEBRA	1	2	2.60	4.42	4.42	4.05	1.97	0.98	0.00	0.98	4.63	4.12	0.03	835
Liu-2011-435-435	435	拉链	zipper			4	2	3.02	3.92	4.14	2.67	3.51	0.88	0.18	0.88	3.35	6.94	0.17	1140
