ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	WORD_ID	CHINESE	GRAM_CLASS	WORD TYPE_2 SUBTYPES	WORD TYPE_5 SUBTYPES	ISC_BRAIN_OBJNOBJ	ISC_BRAIN_OBJNOBJ_SE	ISC_BRAIN_WORDNEUROSYNTH	ISC_BRAIN_WORDNEUROSYNTH_SE	ISC_BRAIN_OBJEMONOBJNENOBJ	ISC_BRAIN_OBJEMONOBJNENOBJ_SE	ISC_BRAIN_OBJNOBJ_LEAVE2_TOP300	ISC_BRAIN_LEAVE2_TOP300_SE	ISC_BEHAVIOR	ISC_BEHAVIOR_SUBJECTSE	ISC_BEHAVIOR_WORDSE	MEAN_LANGUAGE_SENSORY	MEAN_LANGUAGE	MEAN_SENSORY	MEAN_NAVIGATION	MEAN_MANIPULATION	MEAN_STRESS	MEAN_AROUSAL	MEAN_VALENCE	SD_LANGUAGE	SD_SENSORY	SD_NAVIGATION	SD_MANIPULATION	SD_STRESS	SD_AROUSAL	SD_VALENCE	MEANRATINGS_PC1	MEANRATINGS_PC2	SDRATINGS_PC1	SDRATINGS_PC2	NUMBER_OF_STROKES	SUBJECTIVE_FAMILIARITY	LOG_WORD_FREQUENCY	LOG_CHAR1FREQ	LOG_AVG_CHAR_FREQ	LOG_CHAR1SRFREQ	LOG_AVG_SRFREQ	MEAN_LANGUAGESENSORY_COV_MEANAROUSALVALENCE	BEHAV_ISC_COV_MEANAROUSALVALENCE	OBJNOBJ_OVERALL_ACTIVATION	WORDNEUROSYNTH_OVERALL_ACTIVATION	OBJEMONOBJNENOBJ_OVERALL_ACTIVATION
Wang-2021-90-1	1	3951	PANDA	panda	word01	熊猫	n	1	1	0.03157831136	0.005725277125	0.01491398643	0.002724606171	0.03642705787	0.005148065643	0.03223141099	0.008705191957	0.4754556799	0.03773073205	0.09710623807	0.9284821549	6.461538462	5.925925926	3.285714286	2.12	2.444444444	4.041666667	5.074074074	0.7060180865	1.268734255	1.511857892	1.563116545	1.717183144	1.545798419	0.8286191445	0.82838	0.10773	-1.09553	0.82631	25	6.846153846	1.380211242	1.549960354	1.511511713	3.789805563	3.610682766	1.17654	1.80101	28.0634474	18.13208197	40.32718825
Wang-2021-90-2	2	2139	MUROID (MOUSE OR RAT)	rat	word02	老鼠	n	1	1	0.04242091167	0.007698848148	0.01996472156	0.004013054544	0.04090807241	0.006391648553	0.04066811153	0.01042518742	0.494632664	0.03387913939	0.09997211382	0.9137594944	6.461538462	5.888888889	2.285714286	4.32	4.703703704	4.791666667	2.851851852	0.7605665904	1.310705428	1.242969648	2.267891826	1.977076607	1.413572922	0.9885383034	1.18316	2.22168	-1.13114	1.05661	19	6.730769231	1.041392685	3.124912993	2.845125648	3.430435796	3.140435869	1.4471	1.98833	27.07729526	10.1099065	39.88220067
Wang-2021-90-3	3	846	TIGER	tiger	word03	老虎	n	1	1	0.03121717572	0.006172481684	0.01296193653	0.002404659957	0.0288168239	0.00716178353	0.02901415067	0.009653653653	0.4697750867	0.03810765089	0.09697680047	0.7989669619	6.538461538	5.518518519	3.071428571	2.04	5.407407407	4.375	3.814814815	0.7605665904	1.553417334	1.48893627	1.368697678	1.845144548	1.610090465	0.8786806997	0.98782	2.00812	-0.8021	1.0942	14	6.769230769	1.361727836	3.124912993	2.835330909	3.430435796	3.181867573	1.17882	1.72018	21.10887764	9.661839588	31.2671911
Wang-2021-90-4	4	1290	ELEPHANT	elephant	word04	大象	n	1	1	0.03860323608	0.006893658533	0.01757702873	0.003010499454	0.03371340871	0.006824800509	0.03760513666	0.008321467142	0.4523251008	0.0372603481	0.09630793119	0.9168676182	6.538461538	5.814814815	3.321428571	1.96	3.333333333	3.041666667	4.185185185	0.7605665904	1.331194866	1.700840129	1.540562668	1.941450687	1.545798419	0.5572623355	0.95004	0.49857	-1.05885	0.65985	14	6.730769231	0.0	3.574240686	3.305333836	4.221429567	3.930160726	0.92932	0.86167	26.5349534	16.12082039	37.18219375
Wang-2021-90-5	5	1854	SPARROW	sparrow	word05	麻雀	n	1	1	0.04623459435	0.007237600869	0.01685047403	0.003144698698	0.042247571	0.006797000827	0.05034974147	0.01070549883	0.4460816138	0.03333933648	0.09436311497	0.848657681	6.307692308	5.888888889	2.142857143	4.84	1.703703704	2.333333333	4.0	0.7883771062	1.476308633	1.268252975	2.034698995	1.030862776	1.203858531	0.2773500981	0.90003	-0.42893	-0.63321	-1.07692	22	6.769230769	0.3010299957	2.538420522	2.265681304	2.564236291	2.961742069	0.67477	0.35958	23.70327076	12.09190087	38.09727901
Wang-2021-90-6	6	895	TORTOISE	tortoise	word06	乌龟	n	1	1	0.04238833539	0.00760887188	0.01561436952	0.002388962159	0.03859513798	0.007118819193	0.04736864485	0.0107670347	0.4920296625	0.03942617292	0.09705454051	0.9726899271	6.461538462	6.037037037	2.321428571	4.44	1.962962963	2.208333333	4.0	0.8593378488	1.159624657	1.278122797	2.001665973	1.125969035	1.318073913	0.4803844614	0.99147	-0.33743	-0.88786	-0.54002	11	6.730769231	0.4771212547	1.441812921	1.298608581	4.002851386	3.70266324	0.77055	0.6549	26.01143725	15.46458857	37.68544698
Wang-2021-90-7	7	587	ANT	ant	word07	蚂蚁	n	1	1	0.05236663197	0.007371595221	0.01770670065	0.002875852353	0.05457542185	0.005672085852	0.06870736102	0.01167624509	0.4564659891	0.03639957442	0.09507251598	0.8323610632	6.269230769	5.888888889	2.035714286	5.6	2.703703704	2.833333333	3.592592593	0.8744228866	1.310705428	1.55115591	1.936491673	1.771891966	1.493949148	0.6938886665	1.06427	0.33727	-1.07192	0.64319	18	6.769230769	1.662757832	0.8989663893	0.9244111055	3.218234572	3.218234572	0.80764	0.66293	27.29533381	13.78685012	38.878754
Wang-2021-90-8	8	1136	RABBIT	rabbit	word08	兔子	n	1	1	0.03929856618	0.008332275614	0.01957046418	0.003373299886	0.04112140464	0.008070213436	0.04434667613	0.011343844	0.4721673829	0.03296797133	0.09747518132	1.049490935	6.538461538	6.148148148	2.5	4.44	1.518518519	3.375	4.703703704	0.6468860321	1.321528943	1.452966315	1.709775814	0.8024179982	1.78915817	0.8234456133	0.98948	-0.38806	-1.34517	0.63487	11	6.730769231	0.9542425094	1.821373982	3.309304953	3.652772399	3.736825815	1.1376	1.31314	29.5359634	13.36525075	40.04855268
Wang-2021-90-9	9	1208	CAT	cat	word09	猫	n	1	1	0.05834700174	0.009193679791	0.02076948606	0.00414989955	0.05180968438	0.007583343002	0.06894022664	0.01251179058	0.4776743601	0.03237570851	0.09860975677	1.033194317	6.5	6.148148148	2.678571429	4.12	2.222222222	4.25	5.0	0.7615773106	1.199477569	1.611384761	1.715614564	1.577079417	1.77543626	1.037749043	1.00163	0.1104	-1.44447	1.49662	11	6.884615385	1.707570176	1.469325606	1.469325606	3.300429081	3.300429081	1.34459	1.92809	32.18019201	16.2253667	44.62134641
Wang-2021-90-10	10	3089	GIRAFFE	giraffe	word10	长颈鹿	n	1	1	0.05336214	0.007783509789	0.02315165063	0.003827793375	0.05226479011	0.007162176594	0.0609749601	0.01122433821	0.4641823218	0.04051926732	0.09612930384	0.9036367953	6.576923077	5.740740741	3.25	2.08	3.0	2.458333333	4.111111111	0.7575263387	1.558909693	1.50616019	1.441064421	1.797434069	1.503016291	0.3202563076	0.92765	0.17506	-0.66055	0.10506	26	6.461538462	0.0	2.956109287	2.484241787	3.003320096	3.157191285	0.76151	0.59916	32.27357106	16.4856887	46.83523272
Wang-2021-90-11	11	1482	SHOULDER	shoulder	word11	肩膀	n	1	2	0.03095915252	0.005628739167	0.01462771426	0.003408333117	0.0302366796	0.005073462581	0.03663768804	0.01003519973	0.51237193	0.03973775324	0.1025448354	1.087524788	6.384615385	6.407407407	1.642857143	3.76	1.37037037	2.458333333	4.296296296	0.8521466107	0.8439494726	1.061595086	2.402776172	0.7415238026	1.473805092	0.5417077565	0.72798	-0.61063	-1.29336	-0.42958	22	6.884615385	1.447158031	1.600204855	1.625748585	4.325333694	4.325333694	0.9463	1.02031	18.89106213	5.97558868	30.99390833
Wang-2021-90-12	12	1673	ARM	arm	word12	胳膊	n	1	2	0.02803792571	0.007421152819	0.01217679023	0.003704356462	0.02838233853	0.00760880654	0.03117498259	0.01099759838	0.5031653677	0.03515986573	0.1031456143	1.159686044	6.346153846	6.62962963	1.607142857	3.76	1.518518519	1.875	4.037037037	0.9356199097	0.6877023142	0.9940297974	2.107130751	1.122167215	1.034723235	0.337579789	0.80059	-0.64161	-0.76684	-1.38342	24	6.846153846	1.653212514	1.146909063	1.145875141	4.325333694	4.325333694	0.87459	0.55452	14.41229045	6.067734962	25.61831931
Wang-2021-90-13	13	471	UPPER LEG (THIGH)	thigh	word13	大腿	n	1	2	0.03835030601	0.006492332269	0.01680892754	0.002685907614	0.03817659579	0.005735351119	0.0382657456	0.01040312507	0.5064311614	0.03631271066	0.1046570024	1.094541902	6.192307692	6.62962963	1.535714286	3.24	1.814814815	2.166666667	4.074074074	1.020557917	0.5648790305	1.035737092	1.942506971	1.359780441	1.403928236	0.2668802563	0.68403	-0.43206	-0.95782	-0.60638	16	6.846153846	0.903089987	3.574240686	3.277745944	4.221429567	4.276481605	0.88364	0.75963	23.36863135	10.0667664	34.41208486
Wang-2021-90-14	14	1221	NOSE	nose	word14	鼻子	n	1	2	0.02847361001	0.007625348902	0.01255607919	0.003639121325	0.0298001219	0.006936768946	0.03629829049	0.01143628589	0.493976936	0.04183726238	0.1005188704	1.196876703	6.538461538	6.518518519	1.821428571	4.68	1.37037037	2.083333333	3.962962963	0.7605665904	0.8024179982	1.278122797	2.340227909	0.7415238026	1.100065874	0.337579789	0.99911	-0.60032	-1.20409	-1.41267	17	6.884615385	1.707570176	1.834530694	3.309522059	1.890717713	3.511421521	0.9722	0.58998	20.44970214	10.10549733	30.58124223
Wang-2021-90-15	15	1248	EYE	eye	word15	眼睛	n	1	2	0.04360136178	0.008916261203	0.01555133485	0.003589353795	0.03787984104	0.009298819605	0.03764223205	0.01355406961	0.4921343412	0.04107941849	0.1009048143	1.047956769	6.5	6.185185185	1.785714286	3.68	1.592592593	2.666666667	4.407407407	0.7615773106	1.387777333	1.397276262	2.357965225	1.248360749	1.785610763	0.6938886665	0.7358	-0.48438	-1.45131	0.89582	24	6.923076923	2.382017043	2.786789315	2.593345225	4.079995812	4.079995812	0.95682	1.00112	24.14562674	12.24587805	36.35097531
Wang-2021-90-16	16	478	LIP	lips	word16	嘴唇	n	1	2	0.04662287556	0.005642218875	0.02070430318	0.003530087937	0.04646756005	0.006383926589	0.05175040285	0.009297399823	0.4925917781	0.04266365294	0.1002005237	1.285292247	6.538461538	6.740740741	1.428571429	4.4	1.851851852	2.875	4.148148148	0.7605665904	0.525693139	0.9200874125	2.291287847	1.292097392	1.650098811	0.3620139929	0.92955	-0.1722	-1.50138	0.0348	26	6.807692308	1.477121255	1.88100841	1.678671766	4.699088674	4.699088674	1.27023	1.07996	35.66450915	23.56332109	48.5685929
Wang-2021-90-17	17	1247	EAR	ear	word17	耳朵	n	1	2	0.03863582058	0.007518849361	0.01644857357	0.003360707762	0.03793950926	0.006364987144	0.04433899647	0.01054525616	0.4838160519	0.04353255983	0.09923485605	1.087524788	6.384615385	6.407407407	1.75	5.12	1.444444444	2.083333333	4.0	1.13408723	0.9710921393	1.350582865	2.107921567	0.800640769	1.248187091	0.0	0.97381	-0.60331	-0.73836	-1.59378	12	6.884615385	1.86923172	2.028923263	1.932005733	3.149960753	4.092299736	0.85673	0.51519	27.61012604	15.11604434	36.72212646
Wang-2021-90-18	18	1371	KNEE	knee	word18	膝盖	n	1	2	0.02984436675	0.005280263314	0.01057067535	0.002440887181	0.0300155648	0.005459180249	0.03476944661	0.00827019119	0.4900048672	0.03144848288	0.1029860777	1.099181654	6.307692308	6.518518519	1.464285714	3.76	1.37037037	2.458333333	4.0	0.9281909618	0.7000203497	0.9993384055	2.385372088	0.6877023142	1.413572922	0.0	0.70981	-0.49428	-1.12049	-1.36177	26	6.846153846	0.6020599913	1.300547661	1.556490654	4.325333694	4.041200013	0.9697	0.78611	24.48416507	16.04406777	36.58658577
Wang-2021-90-19	19	1303	FINGER	finger	word19	手指	n	1	2	0.03120300333	0.009183519078	0.01162275532	0.00385426393	0.02844534292	0.00796412367	0.03735854607	0.01113742947	0.5220605844	0.03833552739	0.104531542	1.16279163	6.423076923	6.555555556	1.714285714	5.76	1.481481481	2.166666667	4.037037037	0.9454343731	0.8915558282	1.560084111	1.809235566	1.014144974	1.274044115	0.1924500897	1.10008	-0.56757	-0.99054	-1.11751	13	6.884615385	1.301029996	3.283287815	3.054438133	3.56374762	4.058940234	0.95624	0.87835	22.55606148	12.25818031	34.0594293
Wang-2021-90-20	20	803	ANKLE	ankle	word20	脚踝	n	1	2	0.04516176112	0.007960985914	0.02005487173	0.004058407468	0.0462669501	0.007387397924	0.05723371213	0.0108325479	0.4927443747	0.03448971398	0.1028805558	0.9029483614	6.192307692	6.148148148	1.464285714	4.52	1.407407407	2.208333333	4.074074074	1.132050556	1.350319156	0.8811668551	2.200757445	1.009922284	1.382473104	0.2668802563	0.6899	-0.62758	-0.37425	-0.84784	26	6.384615385	0.0	1.977333937	1.705457012	4.325333694	4.081755687	0.69499	0.67428	28.26288501	16.61884766	42.74059819
Wang-2021-90-21	21	3357	CUPBOARD	cabinet	word21	柜子	n	1	3	0.0335736647	0.008320928619	0.01597878105	0.003206399384	0.03505015397	0.008124530917	0.04013143549	0.01036340009	0.5007104869	0.05327204142	0.07170187234	0.8789461964	5.961538462	6.333333333	4.25	3.24	1.296296296	1.875	4.037037037	1.482720991	0.919866211	1.624465724	2.087262961	0.6085806195	1.075922254	0.1924500897	1.20634	-0.77505	-0.56583	-1.82056	11	6.653846154	0.7781512504	1.692875108	3.307492872	4.367795676	4.172295536	0.58174	0.53481	26.74521887	13.06481032	37.84891948
Wang-2021-90-22	22	1476	CHAIR	chair	word22	椅子	n	1	3	0.03753850196	0.007858856355	0.01705498756	0.003784103832	0.04289911359	0.006971938247	0.04696640186	0.01168503031	0.5035228716	0.06170020891	0.07085410058	1.1170099	6.384615385	6.481481481	3.857142857	5.28	1.296296296	2.083333333	4.037037037	0.9413574487	0.7529618629	1.580302027	1.307669683	0.5417077565	1.348643978	0.5175000172	1.53935	-0.67777	-0.97815	-0.99046	15	6.923076923	1.491361694	1.552945492	3.306037743	4.367795676	4.172295536	0.88608	0.68029	23.13980533	12.10282321	35.49966198
Wang-2021-90-23	23	3099	SOFA	sofa	word23	沙发	n	1	3	0.02976536195	0.007690921074	0.011002988	0.003222752388	0.02915737144	0.007152192856	0.03496787583	0.01146741502	0.4968721861	0.05533056284	0.07375714365	1.090590583	6.461538462	6.333333333	3.964285714	2.44	1.777777778	2.625	4.333333333	0.9046886417	1.037749043	1.710147121	1.73397424	1.395964881	1.689159812	0.7337993857	1.16786	-0.37243	-1.38361	0.76637	12	6.884615385	1.612783857	2.078160541	3.196727287	4.280548583	4.148749772	0.9929	1.00095	20.63025928	12.74286542	30.54816073
Wang-2021-90-24	24			air conditioner	word24	空调	n	1	3	0.02673223415	0.007792050999	0.0128593031	0.004170874281	0.02570463333	0.006143972933	0.024129101	0.009357596024	0.5381700793	0.04594271356	0.07785171437	1.118544067	6.423076923	6.444444444	3.392857143	2.84	1.888888889	3.333333333	4.592592593	0.8566482089	0.974021534	1.499117906	2.014116845	1.577079417	1.926173649	0.8439494726	1.07579	-0.17865	-1.65324	1.53928	18	6.923076923	0.903089987	2.744081184	2.647889498	3.209605027	4.030661879	1.20265	1.79824	24.59906003	8.734797026	34.70517628
Wang-2021-90-25	25	3952	REFRIGERATOR	refrigerator	word25	冰箱	n	1	3	0.0332605569	0.003863867602	0.01238651999	0.003269108955	0.034382057	0.004961783309	0.03392654125	0.007230620909	0.5372655537	0.04395292326	0.07823226036	1.154200559	6.576923077	6.37037037	4.071428571	2.84	1.518518519	2.208333333	4.148148148	0.6433087547	1.04322533	1.513606716	2.014116845	1.087352832	1.382473104	0.4560451819	1.29037	-0.55146	-1.35182	-0.40832	21	6.884615385	1.255272505	2.116215772	2.055275098	3.419817908	3.630497682	0.95427	1.04551	21.57351501	7.982369752	32.71076519
Wang-2021-90-26	26	1788	TELEVISION	television	word26	电视	n	1	3	0.03138013722	0.006292614374	0.01142167643	0.0030780198	0.02953847269	0.005986255112	0.03575165697	0.008661644477	0.5250250672	0.04222169352	0.07629791034	1.07744188	6.5	6.259259259	3.535714286	2.56	1.62962963	2.833333333	4.407407407	0.7071067812	1.059484366	1.688351	2.042873793	1.005681864	2.035909511	0.8439494726	1.04803	-0.395	-1.95936	1.3901	13	6.884615385	2.514547753	3.138802307	2.988208125	3.618783378	3.617427769	1.03238	1.36361	15.7530556	3.473375362	25.70810463
Wang-2021-90-27	27	1775	TABLE	table	word27	桌子	n	1	3	0.0393761347	0.006890228111	0.01673409303	0.003374121546	0.03933929565	0.006175356309	0.04267770625	0.009276408896	0.5183113405	0.04903785784	0.07431962053	1.092164541	6.5	6.296296296	4.071428571	2.96	1.37037037	2.041666667	4.074074074	0.5830951895	0.8688991627	1.698115981	2.030599255	0.7415238026	1.267629306	0.2668802563	1.26304	-0.65602	-1.53721	-1.12467	13	6.846153846	1.69019608	2.016829089	3.313299558	4.367795676	4.172295536	0.84756	0.78131	28.94062167	17.05533787	40.17413814
Wang-2021-90-28	28	1663	BED	bed	word28	床	n	1	3	0.05374834897	0.006998730393	0.02060537519	0.0041629573	0.05068001281	0.007341398307	0.06834524606	0.01086667465	0.4737857892	0.06416026845	0.06752540534	1.27516701	6.653846154	6.592592593	4.071428571	2.4	1.444444444	2.5	4.259259259	0.6287961636	0.5723943812	1.719788347	1.732050808	0.9336995618	1.560378995	0.5943705522	1.29012	-0.50542	-1.82305	-0.03289	7	6.923076923	2.100370545	2.525049604	2.525049604	3.722269423	3.722269423	1.15464	0.72815	27.68531805	11.08956102	39.66671158
Wang-2021-90-29	29			microwave	word29	微波炉	n	1	3	0.04982062393	0.008258894448	0.01929658013	0.003602909547	0.04343204538	0.006169751392	0.05219842533	0.01200281537	0.5093789116	0.05606214079	0.076264812	1.07744188	6.5	6.259259259	2.892857143	3.32	1.925925926	2.291666667	4.111111111	0.6480740698	0.8590062502	1.640670272	1.95192213	1.491667264	1.36665783	0.3202563076	1.03815	-0.34567	-1.469	-0.31824	29	6.615384615	0.0	2.42442882	2.090627863	4.07744848	4.056121093	0.898	0.86386	32.79257975	20.39848922	47.26128497
Wang-2021-90-30	30			washing machine	word30	洗衣机	n	1	3	0.03868811972	0.00865132728	0.01690750324	0.003779489135	0.040314456	0.007995146975	0.05068669114	0.01427086963	0.5387980967	0.05016482861	0.07789647648	1.002175039	6.461538462	6.111111111	3.714285714	2.8	1.518518519	2.291666667	4.148148148	0.8114564304	1.310705428	1.739670954	2.081665999	1.051386278	1.517411029	0.3620139929	1.09524	-0.54322	-1.2933	-0.23723	21	6.923076923	1.146128036	2.103846806	2.928228026	4.280548583	4.171828114	0.81809	1.10698	27.65678435	16.44448157	39.43037182
Wang-2021-90-31	31	1378	SPOON	spoon	word31	勺子	n	1	3	0.0312669999	0.007133437037	0.01135656744	0.002628208044	0.02772260486	0.005951267483	0.02674057083	0.008738658011	0.4866163861	0.05892882479	0.06117540515	1.013831904	6.384615385	6.222222222	1.75	6.92	1.518518519	2.416666667	4.0	0.7524319545	1.28102523	1.109721353	0.2768874621	1.087352832	1.612900888	0.0	1.17683	-0.47574	-0.03194	-0.97251	6	6.692307692	0.4771212547	0.823265509	3.302906864	2.897124558	3.556569311	0.86947	0.73431	22.68572372	15.64683472	33.67499445
Wang-2021-90-32	32	356	SHEARS	scissors	word32	剪刀	n	1	3	0.03321840138	0.006324802285	0.014409795	0.002561379301	0.03290981452	0.005585191992	0.03975644102	0.01132419411	0.4620265452	0.05516669287	0.06272834082	1.148029178	6.423076923	6.518518519	1.785714286	6.4	3.148148148	2.875	3.925925926	0.7575263387	0.5798123284	1.100745298	1.443375673	1.459813047	1.676240618	0.4744167209	1.32139	0.44857	-1.1968	0.24528	13	6.807692308	0.0	1.544757405	1.820036186	3.730766728	3.730766728	1.13548	0.79354	21.58915998	13.71118259	33.75471255
Wang-2021-90-33	33	677	AXE	axe	word33	斧头	n	1	3	0.04321836248	0.01054398169	0.01550633826	0.004260880311	0.04072225569	0.009431150893	0.04214304022	0.01361235023	0.4231598011	0.05032265105	0.07158280329	0.8028759514	6.269230769	5.814814815	2.071428571	5.92	4.222222222	3.875	3.259259259	1.079173473	1.594148845	1.184109962	1.441064421	1.846687957	1.895360468	0.7642287511	1.22344	1.49507	-0.51637	1.42641	13	6.538461538	0.0	0.3655254225	2.723525039	3.611432711	4.015733773	1.06955	0.94853	24.70590069	11.94477373	38.08716757
Wang-2021-90-34	34			computer mouse	word34	鼠标	n	1	3	0.03560032112	0.005309556162	0.01342486023	0.003284308502	0.03352692025	0.005483037548	0.0338615095	0.009535753833	0.3998927927	0.05215129092	0.05083202177	1.037145635	6.230769231	6.444444444	1.928571429	6.56	1.407407407	2.416666667	4.148148148	1.031802008	0.800640769	1.184109962	1.260952021	0.7970744227	1.380506103	0.3620139929	1.16741	-0.58197	-0.56847	-1.0367	22	6.769230769	0.0	1.825002003	2.328142206	1.840756421	4.068054228	0.88817	0.06502	26.26150118	12.14666563	37.9710411
Wang-2021-90-35	35	1987	CHOPSTICKS	chopsticks	word35	筷子	n	1	3	0.03805119416	0.006111693558	0.01398122743	0.002672025118	0.03555614167	0.006496115292	0.04422618569	0.008122638806	0.4805451437	0.06426197697	0.06473538042	1.165857425	6.5	6.481481481	1.821428571	6.72	1.407407407	2.166666667	4.0	0.9486832981	0.8024179982	1.218790275	0.7371114796	0.8439494726	1.340560125	0.0	1.25955	-0.58989	-0.29387	-1.65425	16	6.923076923	1.544068044	1.193653225	3.303874647	3.771749661	3.789846626	0.96084	0.53807	28.07435157	12.17840476	38.56728304
Wang-2021-90-36	36	245	BROOM	broom	word36	扫帚	n	1	3	0.0491445096	0.006480819078	0.01791179671	0.003254464251	0.04305062901	0.006004367912	0.05027866561	0.01200567711	0.484909925	0.06095609898	0.05801788329	1.016897699	6.461538462	6.148148148	2.428571429	6.44	1.62962963	2.333333333	4.111111111	0.7060180865	1.166971877	1.47644647	1.227463509	1.181529262	1.60614761	0.3202563076	1.28829	-0.49336	-0.92411	-0.23039	14	6.615384615	0.6989700043	1.836223444	1.550187368	4.28431474	4.088383662	0.84605	0.69191	23.53851383	15.63307769	39.29500167
Wang-2021-90-37	37	2579	TOOTHBRUSH	toothbrush	word37	牙刷	n	1	3	0.03428553877	0.006365943968	0.01271401451	0.003569233734	0.0332773292	0.005574152398	0.03781122091	0.008506336599	0.4429646031	0.0654687625	0.0533872295	1.198408332	6.576923077	6.481481481	1.857142857	6.96	1.333333333	2.125	4.185185185	0.6433087547	0.7529618629	1.40671105	0.2	0.7844645406	1.153915828	0.4833407014	1.30505	-0.70619	-0.40969	-1.44756	12	6.923076923	0.0	1.966237502	2.031969654	2.148800633	3.743018032	0.97657	0.24574	24.88123013	14.3592975	37.33331995
Wang-2021-90-38	38	1472	KEY	key	word38	钥匙	n	1	3	0.04295195839	0.007549472957	0.01561692676	0.003268775487	0.04349997396	0.007254018298	0.04908101442	0.009567824307	0.4427167682	0.05635808235	0.05759889551	1.136372313	6.5	6.407407407	1.785714286	6.88	1.407407407	2.541666667	4.148148148	0.7071067812	0.7472647178	1.227980663	0.331662479	0.9306432539	1.444003091	0.4560451819	1.23885	-0.52108	-0.50247	-0.81334	20	6.923076923	1.826074803	1.691566817	1.713905738	3.571451742	3.356064119	1.02528	0.48272	21.66756644	12.53108972	33.07834604
Wang-2021-90-39	39	2578	PENCIL	pencil	word39	铅笔	n	1	3	0.04407855244	0.007330964145	0.01766512322	0.003581537534	0.04087154161	0.007232795766	0.04996526101	0.009877370016	0.4276216978	0.07402163427	0.05651161431	1.134798356	6.461538462	6.444444444	1.928571429	6.84	1.481481481	1.916666667	4.074074074	0.8114564304	0.7510676162	1.184109962	0.4725815626	0.7000203497	1.100065874	0.2668802563	1.28687	-0.68056	-0.17784	-1.92525	20	6.846153846	1.204119983	0.7088371474	1.576449622	3.571451742	3.683047038	0.85843	-0.02085	25.01608988	12.56066091	36.44536497
Wang-2021-90-40	40	1481	HAMMER	hammer	word40	锤子	n	1	3	0.02993743425	0.005643584974	0.01202906248	0.002526859695	0.02981593926	0.00636287248	0.02684880701	0.01040803027	0.4183288344	0.05007439893	0.06954782262	0.9564356382	6.423076923	6.037037037	1.785714286	5.8	3.185185185	2.166666667	3.740740741	0.7027418828	1.159624657	1.166099635	1.957890021	1.54514219	1.434563005	0.6558958989	1.14176	0.27093	-1.03211	0.23903	16	6.269230769	0.4771212547	0.7536519891	3.302800269	3.571451742	3.705142035	0.75222	-0.00938	21.5142245	12.21529975	33.61209638
Wang-2021-90-41	41			loving heart	word41	爱心	n	2	4	0.03440686615	0.006749951787	0.01452000529	0.003650759338	0.03730804901	0.005808004822	0.03908523665	0.01241438181	0.144122506	0.04322084585	0.04320881709	-0.6758386928	4.307692308	4.185185185	1.178571429	1.48	1.814814815	4.0	5.518518519	1.40767129	1.710533813	0.7723735149	1.417744688	1.494529436	1.744556752	0.8931521694	-0.91231	-0.60577	0.19348	0.91616	14	6.5	1.230448921	3.191472561	3.442605273	3.423719865	4.048224116	-0.52505	-0.80302	22.13648975	11.38756108	34.0578591
Wang-2021-90-42	42	3953	CHARITY	charity	word42	慈善	n	2	4	0.02947405044	0.006688186608	0.01438423143	0.00317575053	0.03525053421	0.005851539234	0.02350381796	0.01074186428	0.07196251345	0.051397219	0.04367510172	-0.8185847086	4.423076923	3.703703704	1.178571429	1.32	1.666666667	3.708333333	4.925925926	1.553655739	1.771891966	0.6118321864	0.988264472	1.519109051	1.731527766	1.206582138	-0.98961	-0.55015	0.62652	1.20759	25	5.961538462	1.342422681	1.520100818	1.99452479	4.294375857	4.542262379	-0.72988	-1.66377	25.12518051	12.7451605	36.27538131
Wang-2021-90-43	43	1688	FATE	fate	word43	缘分	n	2	4	0.02458553437	0.006715525725	0.01342093611	0.003333152219	0.02819294627	0.006536340868	0.018396028	0.01075461318	0.1697981625	0.0414130358	0.04640461547	-1.451255478	3.346153846	3.259259259	1.107142857	1.44	1.851851852	3.833333333	5.0	1.598557042	1.722980258	0.4162696521	1.193035345	1.536822489	1.736229465	0.919866211	-1.39484	-0.56057	0.71446	0.83307	16	6.423076923	0.6020599913	1.96724555	3.183814165	4.057539885	3.924188512	-1.35905	-0.79058	23.26082184	12.83441826	33.19020199
Wang-2021-90-44	44	3954	FRIENDSHIP (FEELING)	friendship	word44	友情	n	2	4	0.02801777776	0.007335921834	0.01268462378	0.002839866686	0.03115230427	0.008106709994	0.02532111626	0.008770902231	0.1723592182	0.05198431863	0.03173981262	-0.4688340581	4.692307692	4.296296296	1.178571429	1.36	1.62962963	4.333333333	5.666666667	1.59422033	1.727933733	0.5479640045	0.9949874371	1.418236938	1.785610763	0.8320502943	-0.82253	-0.59169	0.70664	0.7107	15	6.5	1.322219295	3.224526718	3.364719925	3.958604463	3.966608555	-0.22512	-0.35231	20.45959805	9.957521679	29.9388359
