ID	NUMBER	ITALIAN	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	WORD_LENGTH	POS	ACCURACY_LD_MEAN	LD_RT_MEAN	ACCURACY_NAMING_MEAN	NAMING_RT_MEAN	LD_RT_ZSCORE	NAMING_RT_ZSCORE	AUDITORY_MEAN	GUSTATORY_MEAN	HAPTIC_MEAN	OLFACTORY_MEAN	VISUAL_MEAN	PERCEPTUAL_DOMINANT	PERCEPTUAL_EXCLUSIVITY	PERCEPTUAL_STRENGTH_MAX	PERCEPTUAL_STRENGTH_MIN	PERCEPTUAL_STRENGTH_MEAN	VECTOR_MAGNITUDE
Vergallito-2020-1121-1	1	abbaglio	dazzle			8	n	0.9333333333	662.3928571	1	522.5	0.2571322034	-0.2883462964	0.53	0.04	0.11	0.11	4.53	v	84.39849624	4.53	0.04	1.064	4.563726547
Vergallito-2020-1121-2	2	abbandonato	derelict			11	a	1	650.5666667	1	531.5185185	0.1300411939	-0.115188713	1.53	0.23	0.91	0.63	4.16	v	52.68096515	4.16	0.23	1.492	4.574319622
Vergallito-2020-1121-3	3	abbondanza	abundance	4082	ABUNDANCE	10	n	0.9666666667	643.5517241	1	516.1666667	0.1491537226	-0.4046207909	1.32	1.37	2.42	1.02	4.26	v	31.18383061	4.26	1.02	2.078	5.353849083
Vergallito-2020-1121-4	4	abbraccio	hug	928	EMBRACE	9	n	1	599.7	1	504.7931034	-0.2789366193	-0.4020648501	1.09	0.11	4.67	1.37	4.23	h	39.75588492	4.67	0.11	2.294	6.54055808
Vergallito-2020-1121-5	5	abete	fir	1915	FIR	5	n	0.9333333333	603.0357143	1	470.8888889	-0.05021882371	-0.6800277964	0.81	0.21	3.56	3.09	4.81	v	36.85897436	4.81	0.21	2.496	6.786604453
Vergallito-2020-1121-6	6	abitante	inhabitant	4048	INHABITANT	8	n	0.9	632.1851852	1	508.6666667	0.08559566823	-0.3719559213	2.25	0.02	1.32	0.58	3.75	v	47.0959596	3.75	0.02	1.584	4.604801842
Vergallito-2020-1121-7	7	abitazione	house			10	n	0.9666666667	666.9310345	1	528.7857143	0.3038805421	-0.2578003285	1.56	0.21	2.6	1.7	4.75	v	41.95933457	4.75	0.21	2.164	5.889838707
Vergallito-2020-1121-8	8	abito	dress	474	DRESS	5	n	0.9666666667	530.3448276	1	488.4285714	-0.5681762496	-0.5752914393	0.4	0.02	4.37	0.86	4.86	v	46.05137964	4.86	0.02	2.102	6.604278916
Vergallito-2020-1121-9	9	abitudini	habit			9	n	0.9666666667	676.7586207	1	491.9615385	0.3044223137	-0.5785893706	2.19	1.18	1.25	1.12	2.93	v	20.87658593	2.93	1.12	1.734	4.19407916
Vergallito-2020-1121-10	10	aborto	abortion	3866	ABORTION	6	n	1	612.6	1	528.1785714	0.06408251791	-0.1485215749	1.72	0.09	1.04	0.42	2.96	v	46.06741573	2.96	0.09	1.246	3.603623177
Vergallito-2020-1121-11	11	abuso	abuse	1953	ABUSE	5	n	0.9333333333	593.7142857	1	471.4444444	-0.1205471201	-0.666766599	3.19	0.35	2.07	0.44	3.77	v	34.82688391	3.77	0.35	1.964	5.38423625
Vergallito-2020-1121-12	12	accettazione	acceptance			12	n	0.9333333333	704.1071429	1	505.3703704	0.4035980313	-0.4717348128	2.75	0.12	0.68	0.2	3.02	v	42.83604136	3.02	0.12	1.354	4.147252102
Vergallito-2020-1121-13	13	accogliente	cozy			11	a	1	700.9	1	524.1851852	0.3639050602	-0.1437503578	3.09	0.7	1.98	1.68	4.02	v	28.94507411	4.02	0.7	2.294	5.739451193
Vergallito-2020-1121-14	14	accomodante	easygoing			11	a	0.9666666667	692.4827586	1	578.4615385	0.4119889607	0.2240227472	2.73	0.21	1.02	0.32	3.2	v	39.97326203	3.2	0.21	1.496	4.345089182
Vergallito-2020-1121-15	15	accordo	agreement	3644	AGREEMENT	7	n	0.9666666667	565.4482759	1	510.5185185	-0.3572117749	-0.2572261613	3.63	0.23	1.05	0.16	2.82	a	43.97972117	3.63	0.16	1.578	4.723378028
Vergallito-2020-1121-16	16	acqua	water	948	WATER	5	n	1	542.8333333	0.9642857143	481.5185185	-0.6651433737	-0.6240445412	3.26	3.82	3.98	0.56	4.72	v	25.45899633	4.72	0.56	3.268	7.978245421
Vergallito-2020-1121-17	17	adorabile	adorable			9	a	0.9333333333	707.3928571	1	554.8928571	0.4717209605	0.1333538657	3.02	1.23	1.91	1.46	4.19	v	25.0635055	4.19	1.23	2.362	5.828301639
Vergallito-2020-1121-18	18	adulto	adult	3635	ADULT	6	a	1	571.6333333	1	443.8214286	-0.508943984	-1.000264503	3.4	0.28	1.86	0.93	4.47	v	38.29981718	4.47	0.28	2.188	5.995314837
Vergallito-2020-1121-19	19	aereo	plane	1597	AIRPLANE	5	a	0.8	690.8333333	1	531.3928571	0.3892283173	-0.08302892176	3.91	0.11	1.88	0.96	4.65	v	39.44396177	4.65	0.11	2.302	6.432627768
Vergallito-2020-1121-20	20	affamato	hungry	1533	BE HUNGRY	8	a	0.9666666667	669.9655172	1	494.5862069	0.2573887796	-0.4736471601	2.53	1.02	0.88	0.41	3.56	v	37.5	3.56	0.41	1.68	4.588834275
Vergallito-2020-1121-21	21	affascinare	fascinate			11	v	0.9	662.2592593	1	523	0.1994855212	-0.3381737763	3.04	0.82	1.09	1.51	3.79	v	28.97560976	3.79	0.82	2.05	5.267475676
Vergallito-2020-1121-22	22	affaticato	fatigued			10	a	0.9666666667	672.9310345	1	589.5517241	0.3249703018	0.3576887728	3.21	0.12	1.12	0.35	4.18	v	45.21158129	4.18	0.12	1.796	5.400722174
Vergallito-2020-1121-23	23	affetto	affection			7	n	0.9666666667	650.8965517	1	518.5555556	0.06026529455	-0.2766341951	3.36	0.71	2.82	0.86	3.57	v	25.26501767	3.57	0.71	2.264	5.764598859
Vergallito-2020-1121-24	24	afflizione	grief	1668	GRIEF	10	n	0.7333333333	743.6363636	1	645.5	0.6810886171	0.4567862777	2.72	0.02	0.68	0.13	3.23	v	47.34513274	3.23	0.02	1.356	4.279135427
Vergallito-2020-1121-25	25	affogare	drown	1904	DROWN	8	v	1	643.4333333	1	510.5925926	0.03305493176	-0.2487525119	2.75	0.77	2	0.66	3.89	v	32.0754717	3.89	0.66	2.014	5.265273022
Vergallito-2020-1121-26	26	aggressione	assault			11	n	0.9666666667	600.6551724	1	520.5384615	-0.03945450419	-0.2581074836	3.79	0.19	2.56	0.33	4.26	v	36.56783468	4.26	0.19	2.226	6.261812837
Vergallito-2020-1121-27	27	aggressivo	aggressive			10	a	1	616.1	1	509.9259259	-0.2090247972	-0.2201690388	3.95	0.7	2.11	0.88	4.19	v	29.50126796	4.19	0.7	2.366	6.234989976
Vergallito-2020-1121-28	28	agile	limber			5	a	0.8666666667	661.7307692	1	511.3214286	0.2499252233	-0.4119788327	1.05	0	1.26	0	4.3	v	65.05295008	4.3	0	1.322	4.602184264
Vergallito-2020-1121-29	29	agilità	agility			7	n	1	572.4	1	463.7777778	-0.3568000838	-0.7772938763	0.85	0.08	1.45	0.02	4.25	v	63.60902256	4.25	0.02	1.33	4.571028331
Vergallito-2020-1121-30	30	agnello	lamb	820	LAMB	7	n	0.9666666667	660.137931	1	526.4	0.06150883454	-0.189495259	3.6	3.3	3.61	2.53	4.7	v	12.23224352	4.7	2.53	3.548	8.085357135
Vergallito-2020-1121-31	31	ago	needle	1382	NEEDLE (FOR SEWING)	3	n	1	579.9	1	462.8928571	-0.1594901406	-0.816349754	0.4	0.09	4.7	0.07	4.67	h	46.62638469	4.7	0.07	1.986	6.638667035
Vergallito-2020-1121-32	32	agonia	agony			6	n	0.9333333333	666.6785714	1	497.8571429	0.334114202	-0.3131825452	3.56	0.37	1.11	0.39	3.77	v	36.95652174	3.77	0.37	1.84	5.329878047
Vergallito-2020-1121-33	33	alba	sunrise	2296	SUNRISE	4	n	0.9333333333	582.75	1	470.9642857	-0.2764431282	-0.7049267604	0.6	0.04	0.11	0.35	4.96	v	81.18811881	4.96	0.04	1.212	5.009770454
Vergallito-2020-1121-34	34	albero	tree	906	TREE	6	n	0.9666666667	598.0689655	1	505.25	-0.293019561	-0.4371277463	1.42	0.3	4.04	2.44	4.81	v	34.66564181	4.81	0.3	2.602	6.893308349
Vergallito-2020-1121-35	35	alcolista	alcoholic	3867	ALCOHOLIC (PERSON)	9	n	0.9666666667	616.5517241	1	547.2142857	0.06721798412	-0.1214377481	2.89	0.51	0.88	2.86	4.21	v	32.59911894	4.21	0.51	2.27	5.940563946
Vergallito-2020-1121-36	36	alieno	alien			6	a	0.9	659.2962963	1	516.7142857	0.2405206026	-0.2470303952	2.12	0.48	1.23	0.67	3.3	v	36.15384615	3.3	0.48	1.56	4.192445587
Vergallito-2020-1121-37	37	allegro	merry	1976	MERRY	7	a	1	606.1	1	495.5517241	-0.2037932841	-0.4694128444	3.95	0.33	0.74	0.4	4.21	v	40.29075805	4.21	0.33	1.926	5.843209734
Vergallito-2020-1121-38	38	allergia	allergy			8	n	0.9	656.6296296	1	533.0666667	0.1424552437	-0.3774227491	1.88	0.68	1.49	1.37	3.58	v	32.22222222	3.58	0.68	1.8	4.572767215
Vergallito-2020-1121-39	39	allerta	alert			7	n	0.9333333333	674.6428571	1	562.7241379	0.3890156732	-0.06281430928	3.32	0.39	0.98	0.82	3.43	v	34.00447427	3.43	0.39	1.788	4.957035404
Vergallito-2020-1121-40	40	amato	loved			5	a	0.9666666667	582.8275862	1	498.3076923	-0.3336094597	-0.5951899133	3.52	1.3	2.84	1.41	3.91	v	20.10785824	3.91	1.3	2.596	6.278710059
Vergallito-2020-1121-41	41	ambizione	ambition			9	n	1	676.0333333	1	534.1428571	0.2323855512	-0.03865075593	2.34	0.18	0.16	0.14	2.61	v	45.48802947	2.61	0.14	1.086	3.516432852
Vergallito-2020-1121-42	42	ambulanza	ambulance	4013	AMBULANCE	9	n	0.9333333333	580.4285714	1	502.7037037	-0.3823577852	-0.3762296013	4.82	0.02	2	0.56	4.72	a	39.6039604	4.82	0.02	2.424	7.05866843
Vergallito-2020-1121-43	43	amichevole	friendly			10	a	0.9666666667	648.2758621	1	544.5517241	0.1019789046	-0.03309429854	3.58	0.47	1.75	0.68	3.72	v	31.8627451	3.72	0.47	2.04	5.513673911
Vergallito-2020-1121-44	44	amico	friend	1325	FRIEND	5	n	0.9666666667	562.0344828	1	473.7777778	-0.4170012427	-0.6281331393	3.96	0.19	3	1.51	4.53	v	32.90371494	4.53	0.19	2.638	6.893380883
Vergallito-2020-1121-45	45	ammirato	admired			8	a	0.8333333333	675.84	1	548.5185185	0.1739852776	0.0137477753	2.8	0.16	0.55	0.27	3.5	v	45.87912088	3.5	0.16	1.456	4.526698576
Vergallito-2020-1121-46	46	amore	love	3834	LOVE (AFFECTION)	5	n	0.9666666667	558.25	1	482.3214286	-0.557638123	-0.6157138631	3.33	1.44	2.72	1.81	3.54	v	16.35514019	3.54	1.44	2.568	6.03063844
Vergallito-2020-1121-47	47	angelo	angel	4057	ANGEL	6	n	1	568.1	1	485.88	-0.3514470032	-0.4931354259	1.25	0.09	0.58	0.25	2.07	v	46.69811321	2.07	0.09	0.848	2.500879845
Vergallito-2020-1121-48	48	angolo	corner	192	CORNER	6	n	0.9666666667	602.2758621	1	477.0357143	-0.219229916	-0.6611281136	0.25	0	3.39	0.12	4.7	v	55.55555556	4.7	0	1.692	5.8016377
Vergallito-2020-1121-49	49	angosciato	anguished			10	a	0.9666666667	711	1	551.0740741	0.5723086245	-0.1250043133	3.65	0.16	0.86	0.3	3.72	v	40.96662831	3.72	0.16	1.738	5.293023711
Vergallito-2020-1121-50	50	animale_domestico	pet	3780	PET	17	n	1	715.9	1	592.1538462	0.6674427587	0.5071937884	4.09	0.35	4.26	3.09	4.79	v	26.77925211	4.79	0.35	3.316	8.215254104
Vergallito-2020-1121-51	51	annoiato	bored			8	a	0.9666666667	590.6551724	1	522.4482759	-0.2136651667	-0.3014691304	3.12	0.12	0.33	0.18	3.88	v	49.27916121	3.88	0.12	1.526	4.994446916
Vergallito-2020-1121-52	52	ansioso	anxious	3869	ANXIOUS	7	a	1	577.1333333	1	472.3846154	-0.3319534047	-0.6104559512	3.79	0.12	0.98	0.28	3.96	v	42.05914567	3.96	0.12	1.826	5.576638773
Vergallito-2020-1121-53	53	apatico	listless			7	a	0.8333333333	763.96	1	510.6538462	0.8144679257	-0.2959041357	2.82	0.12	0.58	0.11	3.42	v	46.95035461	3.42	0.11	1.41	4.473443864
Vergallito-2020-1121-54	54	ape	bees	665	BEE	3	n	0.9	607.7037037	1	478.7586207	-0.1139685534	-0.5275766229	4.07	0.07	2.59	0.28	4.68	v	39.43541488	4.68	0.07	2.338	6.727458658
Vergallito-2020-1121-55	55	appendiabiti	clothes_hanger			12	n	0.7666666667	1013.391304	1	684.8148148	2.161522525	0.9924376602	0.38	0.04	3.89	0.05	4.71	v	51.48842337	4.71	0.04	1.814	6.120841445
Vergallito-2020-1121-56	56	appetitoso	luscious			10	a	0.9666666667	720.862069	1	548.0344828	0.5601116008	0.06022070642	0.88	4.65	1.72	3.93	4.19	g	24.52830189	4.65	0.88	3.074	7.639129532
Vergallito-2020-1121-57	57	applauso	applause			8	n	0.9333333333	570.8571429	1	487.5517241	-0.3274634112	-0.5581310067	4.82	0.02	2.75	0.04	4.07	a	41.02564103	4.82	0.02	2.34	6.881990991
Vergallito-2020-1121-58	58	apprendere	learn	504	LEARN	10	v	0.9666666667	672.1034483	1	640.2413793	0.283883536	0.53916179	3.64	1.18	1.66	1.23	3.29	a	22.36363636	3.64	1.18	2.2	5.452944159
Vergallito-2020-1121-59	59	arcobaleno	rainbow	1733	RAINBOW	10	n	0.9666666667	619.6896552	1	471.2592593	-0.003073759947	-0.6076192468	0.09	0	0	0.11	4.96	v	96.12403101	4.96	0	1.032	4.962035873
Vergallito-2020-1121-60	60	aria	air	27	AIR	4	n	0.9666666667	569.4827586	1	479	-0.4593210947	-0.5461901253	1.93	0.21	2.29	2.11	1.05	h	27.40447958	2.29	0.21	1.518	3.816765646
Vergallito-2020-1121-61	61	arma	weapon	951	WEAPONS	4	n	0.9333333333	576.2857143	1	473.2222222	-0.3200222617	-0.6432537833	3.47	0.09	4.28	1.09	4.81	v	34.35225619	4.81	0.09	2.748	7.395376934
Vergallito-2020-1121-62	62	armadietto	locker			10	n	0.9666666667	744.7586207	1	542.7931034	0.5807954435	-0.00528074562	1.5	0.04	3.91	0.63	4.77	v	43.59447005	4.77	0.04	2.17	6.378832182
Vergallito-2020-1121-63	63	armadio	closet			7	n	1	579.2333333	1	465.2	-0.337395595	-0.7318280623	1	0.02	3.88	0.91	4.63	v	44.15708812	4.63	0.02	2.088	6.190298862
Vergallito-2020-1121-64	64	arrabbiato	angry	1826	ANGRY	10	a	0.9333333333	643.3928571	1	488.0689655	0.1493329114	-0.5618448491	4.21	0.25	0.93	0.28	4.19	a	40.16227181	4.21	0.25	1.972	6.023786185
Vergallito-2020-1121-65	65	arrogante	arrogant	4067	ARROGANT	9	a	1	589.6	1	512.0689655	-0.08578654265	-0.3884075942	3.91	0.16	0.74	0.11	3.61	a	44.54865182	3.91	0.11	1.706	5.376383543
Vergallito-2020-1121-66	66	arrugginito	rusty	3870	RUSTY	11	v	0.8666666667	747	1	557.9666667	0.8722683011	0.09225429011	0.7	0.39	3.19	1.33	4.74	v	42.02898551	4.74	0.39	2.07	5.920700972
Vergallito-2020-1121-67	67	arte	art			4	n	0.9333333333	640.9642857	1	480.4444444	0.06018633107	-0.4626781376	3.98	2.4	2.91	1.7	4.86	v	19.93690852	4.86	1.7	3.17	7.52184153
Vergallito-2020-1121-68	68	ascensore	elevator	4033	ELEVATOR	9	n	0.9666666667	577.3448276	1	510.5185185	-0.3168912538	-0.4680751056	3.07	0.05	2.88	0.86	4.63	v	39.86074848	4.63	0.05	2.298	6.316510112
Vergallito-2020-1121-69	69	asciugacapelli	hairdryer			14	n	0.9666666667	794.7586207	1	576.7857143	0.9700926625	0.2408337743	4.51	0.09	4.09	0.93	4.61	v	31.76387913	4.61	0.09	2.846	7.693718217
Vergallito-2020-1121-70	70	asilo	nursery			5	n	0.9333333333	570.3928571	1	430.28	-0.2940261787	-0.9591433596	3.77	0.19	1	1.12	4.49	v	40.68117313	4.49	0.19	2.114	6.055039224
Vergallito-2020-1121-71	71	aspro	sour	1923	ROUGH	5	a	0.8666666667	650.1923077	1	513.6785714	0.1916205708	-0.2674501775	0.19	4.91	0.4	1.42	1.12	g	58.70646766	4.91	0.19	1.608	5.251190341
Vergallito-2020-1121-72	72	assassino	assassin	3871	MURDERER	9	a	1	571.9	1	479.5185185	-0.3115772389	-0.3576021157	2.72	0.11	1.05	0.35	3.88	v	46.48581998	3.88	0.11	1.622	4.867227137
Vergallito-2020-1121-73	73	assediato	embattled			9	a	0.9666666667	787.3793103	1	563	0.899193044	0.03351411334	2.98	0.04	0.88	0.26	3.93	v	48.08405439	3.93	0.04	1.618	5.016861569
Vergallito-2020-1121-74	74	assicurare	secure			10	v	0.9666666667	643.4482759	1	542.7857143	0.07313280519	-0.1720789905	2.67	0.11	1.09	0.19	2.37	a	39.81337481	2.67	0.11	1.286	3.739264634
Vergallito-2020-1121-75	75	asso	ace			4	n	0.9666666667	586.4482759	1	483.0357143	-0.2895273488	-0.5073193169	0.19	0	1.25	0	4.21	v	74.51327434	4.21	0	1.13	4.39575932
Vergallito-2020-1121-76	76	assurdo	absurd			7	a	1	579.8	1	488.3928571	-0.4020878512	-0.3752602415	3.6	1.25	1.28	1.25	3.75	v	22.46181491	3.75	1.25	2.226	5.637898545
Vergallito-2020-1121-77	77	astio	venom			5	n	0.8333333333	699.48	1	536.7857143	0.5890776182	-0.08260206503	3.28	0.05	0.82	0.09	3.3	v	43.10344828	3.3	0.05	1.508	4.725611072
Vergallito-2020-1121-78	78	astronauta	astronaut			10	n	1	711.0666667	1	553.1538462	0.5016290677	0.00145229648	1.95	0.02	1.65	0.16	4.49	v	54.05078597	4.49	0.02	1.654	5.168278243
Vergallito-2020-1121-79	79	atletica	athletics			8	n	0.9666666667	670.8965517	1	506.0689655	0.42559972	-0.3667634189	1.71	0.02	1.54	0.18	4.14	v	54.28194993	4.14	0.02	1.518	4.740052742
Vergallito-2020-1121-80	80	attico	penthouse			6	n	0.8666666667	664.1923077	1	518.5357143	0.3209323515	-0.3603632622	0.71	0.09	1.7	0.56	4.82	v	60.02538071	4.82	0.09	1.576	5.191165572
Vergallito-2020-1121-81	81	attivare	activate			8	v	0.9	654.7777778	1	534.8275862	0.07434830718	-0.2234100785	2.71	0.66	2.3	0.61	3.29	v	28.00417973	3.29	0.61	1.914	4.926043037
Vergallito-2020-1121-82	82	attraente	handsome	3814	HANDSOME	9	a	0.9666666667	721.5862069	1	589.3703704	0.5164858309	0.1809668682	2.81	1.3	2.07	2.14	4.67	v	25.9430331	4.67	1.3	2.598	6.345037431
Vergallito-2020-1121-83	83	attrezzo	tool	1361	TOOL	8	n	0.9333333333	654.0714286	1	472	0.1755581766	-0.7463101477	1.84	0.12	4	0.33	4.67	v	41.51459854	4.67	0.12	2.192	6.427892345
Vergallito-2020-1121-84	84	audace	bold			6	a	0.9333333333	725.7142857	1	500.6551724	0.5241136045	-0.3547075203	3.04	1.12	0.75	0.89	3.54	v	29.87152034	3.54	0.75	1.868	4.937833533
Vergallito-2020-1121-85	85	aurora	dawn	729	DAWN	6	n	1	584.1666667	0.9642857143	495.8	-0.2934393481	-0.4356048628	0.35	0	0.02	0.21	4.7	v	89.01515152	4.7	0	1.056	4.717732506
Vergallito-2020-1121-86	86	autobus	bus	1070	BUS	7	n	0.9666666667	657.0689655	1	500.5555556	0.1188723721	-0.4129339583	3.93	0.02	2.89	1.68	4.75	v	35.64431047	4.75	0.02	2.654	7.01300934
Vergallito-2020-1121-87	87	automobile	car	1111	CAR	10	n	1	602.8	1	494.2142857	-0.03779556461	-0.502402887	4.25	0.04	3.95	2.37	4.86	v	31.15707822	4.86	0.04	3.094	7.931147458
Vergallito-2020-1121-88	88	autostrada	highway			10	n	0.9333333333	657.3571429	1	583.1111111	0.2134233703	0.1535824882	3.51	0.02	0.91	1.04	4.82	v	46.60194175	4.82	0.02	2.06	6.120669898
Vergallito-2020-1121-89	89	autunno	autumn	1276	AUTUMN	7	n	0.9666666667	637.6896552	1	505.6153846	0.1174003253	-0.4301023994	1.49	0.56	1.18	2.3	4.46	v	39.03903904	4.46	0.56	1.998	5.395155234
Vergallito-2020-1121-90	90	avidità	greed			7	n	0.8666666667	604.9230769	1	522.6071429	-0.2395884833	-0.440989447	2.9	0.45	0.78	0.27	3.65	v	41.98757764	3.65	0.27	1.61	4.755659786
Vergallito-2020-1121-91	91	avventura	adventure			9	n	0.9666666667	575.9655172	1	460.6785714	-0.3317364857	-0.6664240951	2.86	0.61	1.16	0.95	3.28	v	30.13544018	3.28	0.61	1.772	4.643080874
Vergallito-2020-1121-92	92	avversione	hatred			10	n	0.9666666667	759.0344828	1	516.2068966	0.7040177649	-0.2275733407	2.98	0.79	0.98	0.67	3.42	v	31.10859729	3.42	0.67	1.768	4.755018402
Vergallito-2020-1121-93	93	avversità	hardship			9	n	1	659.2333333	1	486.0689655	0.2200008655	-0.440959936	2.71	0.31	0.88	0.41	3.41	v	40.15544041	3.41	0.31	1.544	4.473343269
Vergallito-2020-1121-94	94	bacio	kiss	3454	KISS (NOUN)	5	n	0.9	544.4074074	1	469.8928571	-0.5732673688	-0.4445139025	2.7	2.68	4.25	1.28	4.21	h	19.64285714	4.25	1.28	3.024	7.203985008
Vergallito-2020-1121-95	95	baco	maggot	2640	LARVA	4	n	0.5333333333	702.3125	1	522.5862069	0.5101970042	-0.1228833346	0.32	0.28	2.91	0.33	4.28	v	49.26108374	4.28	0.28	1.624	5.203479605
Vergallito-2020-1121-96	96	bagno	bathroom			5	n	0.9333333333	517.6785714	1	511.7931034	-0.7578327876	-0.3193991505	1.68	0.23	3.19	2.6	4.74	v	36.25401929	4.74	0.23	2.488	6.502230387
Vergallito-2020-1121-97	97	balcone	balcony			7	n	0.9666666667	584.6896552	1	498.6785714	-0.2131044567	-0.3683301755	0.89	0.02	2.86	0.42	4.77	v	53.01339286	4.77	0.02	1.792	5.648132435
Vergallito-2020-1121-98	98	ballerino	dancer			9	a	0.9666666667	632.5862069	1	552.3571429	0.07282286394	0.1109760102	1.82	0.05	1.39	0.21	4.79	v	57.38498789	4.79	0.05	1.652	5.313680457
Vergallito-2020-1121-99	99	bambino	child	2099	CHILD	7	n	0.9666666667	586.2413793	1	513.6296296	-0.3253619656	-0.1444526281	4.3	0.19	3.49	1.89	4.81	v	31.47138965	4.81	0.19	2.936	7.577229045
Vergallito-2020-1121-100	100	bambola	doll	1659	DOLL	7	n	0.9666666667	615.6551724	1	533.6551724	-0.2574464619	-0.141603117	0.98	0.05	4.12	0.51	4.79	v	45.35885167	4.79	0.05	2.09	6.414164014
Vergallito-2020-1121-101	101	bancarotta	bankrupt			10	n	0.9	802.8888889	1	588.8571429	0.9690557267	0.4327945206	1.8	0.02	0.18	0.02	2.34	v	53.21100917	2.34	0.02	0.872	2.957837048
Vergallito-2020-1121-102	102	bandiera	flag	2623	FLAG	8	n	0.9666666667	594.137931	1	538.6153846	-0.2106874408	0.08788011345	1.16	0	3.25	0.09	4.77	v	51.45631068	4.77	0	1.854	5.888047214
Vergallito-2020-1121-103	103	bar	bar			3	n	0.9666666667	538.9655172	1	508.3703704	-0.6120722871	-0.2979877376	3.39	1.54	2.35	2.46	4.77	v	22.26050999	4.77	1.54	2.902	6.941952175
Vergallito-2020-1121-104	104	bara	coffin	2011	COFFIN	4	n	0.8666666667	640.6538462	1	532.3846154	0.03083899531	-0.05802853335	0.72	0.04	3.4	0.61	4.75	v	49.47478992	4.75	0.04	1.904	5.91731358
Vergallito-2020-1121-105	105	barca	sailboat	4026	SAILBOAT	5	n	1	536.0666667	1	522.8148148	-0.5608932362	-0.2247455571	2.84	0.14	3.47	1.21	4.84	v	37.6	4.84	0.14	2.5	6.709381492
Vergallito-2020-1121-106	106	barile	barrel	2548	BARREL	6	n	0.9	768.8148148	1	522.4074074	0.9187215341	-0.1423447417	1.04	0.32	3.98	0.93	4.81	v	40.5234657	4.81	0.32	2.216	6.405107337
Vergallito-2020-1121-107	107	bastardo	bastard	1947	BASTARD	8	a	1	589.0333333	1	539.3793103	-0.3301708206	-0.006323747162	2.93	0.26	0.86	0.49	3.32	v	38.93129771	3.32	0.26	1.572	4.544733215
Vergallito-2020-1121-108	108	bastone	cane	1763	CLUB	7	n	0.9333333333	637.8928571	1	496.8965517	-0.04246717576	-0.3748849816	1.39	0.07	4.4	0.33	4.82	v	43.14259764	4.82	0.07	2.202	6.681190014
Vergallito-2020-1121-109	109	beatitudine	bliss			11	n	0.9333333333	785.3571429	1	615.3333333	1.024681429	0.4224805876	2.05	0.63	0.95	0.79	2.77	v	29.7635605	2.77	0.63	1.438	3.714687066
Vergallito-2020-1121-110	110	bebè	baby	1289	BABY	4	n	0.9666666667	585.1034483	1	512.6071429	-0.2514258709	-0.3129753407	4.5	0.32	3.82	2.66	4.82	v	27.91563275	4.82	0.32	3.224	8.077920524
Vergallito-2020-1121-111	111	bellezza	beauty	4051	BEAUTY	8	n	1	572.2333333	1	523.4666667	-0.3404800171	-0.2221454431	2.65	0.98	2.04	1.32	4.67	v	31.64665523	4.67	0.98	2.332	5.974596221
Vergallito-2020-1121-112	112	bello	beautiful	1427	BEAUTIFUL	5	a	0.9	540.5185185	1	515.7037037	-0.629709785	-0.1967984881	3.51	1.46	2.44	1.6	4.81	v	24.24023155	4.81	1.46	2.764	6.789801175
Vergallito-2020-1121-113	113	benda	bandage			5	n	0.8	651.0416667	1	511.0769231	0.08680378205	-0.1037213518	0.37	0.02	3.89	0.39	4.61	v	49.4612069	4.61	0.02	1.856	6.055873182
Vergallito-2020-1121-114	114	benedire	bless	391	BLESS	8	v	0.8666666667	708.3846154	1	595.24	0.5926847315	0.4221578602	3.37	0.13	1.07	0.72	3.58	v	38.8951522	3.58	0.13	1.774	5.084633713
Vergallito-2020-1121-115	115	bestemmia	blasphemy			9	n	1	681.5	1	563.84	0.4005943862	0.1826503865	4.82	0.16	0.12	0.14	1.33	a	71.53729072	4.82	0.12	1.314	5.006086296
Vergallito-2020-1121-116	116	bestia	beast	958	WILD ANIMAL	6	n	1	627.6	1	509.3571429	-0.06393735581	-0.2958374186	3.49	0.44	2.28	1.89	4.54	v	32.43670886	4.54	0.44	2.528	6.461872794
Vergallito-2020-1121-117	117	bianco	white	1335	WHITE	6	a	0.9666666667	594.4482759	1	518.4615385	-0.4097327272	-0.2175499081	0.37	0.33	0.33	0.25	4.86	v	75.08143322	4.86	0.25	1.228	4.902733931
Vergallito-2020-1121-118	118	bibita	beverage	731	BEVERAGE	6	n	0.9333333333	604.0357143	1	611.6538462	-0.07758917614	0.4286429953	1.28	4.89	2.67	2.77	4.6	g	22.27020358	4.89	1.28	3.242	7.842977751
Vergallito-2020-1121-119	119	bicchiere	glass			9	n	0.9333333333	604.5357143	1	559.5555556	-0.170678935	0.1341769012	1.75	0.65	4.44	0.42	4.7	v	35.78595318	4.7	0.42	2.392	6.74277391
Vergallito-2020-1121-120	120	bicicletta	bicycle	747	BICYCLE	10	n	1	671.2333333	1	589.7037037	0.2088349077	0.272092823	2.81	0.02	4.3	0.39	4.75	v	38.54930725	4.75	0.02	2.454	7.007217707
Vergallito-2020-1121-121	121	biondo	blond	3872	BLOND	6	a	1	543.2	1	515.5384615	-0.4614853943	-0.2357659242	0.05	0.16	0.53	0.09	4.86	v	84.53427065	4.86	0.05	1.138	4.892514691
