ID	NUMBER	ENGLISH	CONCEPTICON_GLOSS	CONCEPTICON_ID	KNOWN_PROPORTION	AUDITORY_MEAN	GUSTATORY_MEAN	HAPTIC_MEAN	OLFACTORY_MEAN	VISUAL_MEAN	AUDITORY_SD	GUSTATORY_SD	HAPTIC_SD	OLFACTORY_SD	VISUAL_SD	PERCEPTUAL_DOMINANT	PERCEPTUAL_EXCLUSIVITY
Lynott-2013-400-1	1	academy			1	1.41176470588235	0.058823529411765	0.470588235294118	0.117647058823529	2.70588235294118	1.32565189291023	0.242535625036333	1.06757008311068	0.332105582077536	1.57181049598675	Visual	0.555555555555556
Lynott-2013-400-2	2	account			1	1.70588235294118	0.117647058823529	0.352941176470588	0.235294117647059	1.41176470588235	1.6494205756247	0.332105582077536	0.701888209634219	0.562295714538387	1.50244898122248	Auditory	0.415384615384616
Lynott-2013-400-3	3	addition			1	1.29411764705882	0.470588235294118	0.882352941176471	0.647058823529412	3.05882352941176	1.26316595714661	0.874474632195206	1.0537049480984	0.996316746232607	1.39061983640813	Visual	0.407407407407407
Lynott-2013-400-4	4	administration			0.941176470588235	1.75	0.0625	0.5	0.25	2.625	1.6532795690183	0.25	0.730296743340222	0.577350269189626	1.36014705087354	Visual	0.493975903614458
Lynott-2013-400-5	5	advantage			1	1.70588235294118	0.352941176470588	0.529411764705882	0.470588235294118	3.11764705882353	1.44761467086173	0.606339062590833	0.874474632195206	0.874474632195206	1.21872643265298	Visual	0.447619047619047
Lynott-2013-400-6	6	aim			1	1.41176470588235	0.235294117647059	1.11764705882353	0.470588235294118	2.64705882352941	1.32565189291023	0.562295714538387	1.53632487373181	0.799816155346303	1.61791441640883	Visual	0.41
Lynott-2013-400-7	7	air	AIR	27	1	1.05882352941176	1.47058823529412	2.11764705882353	2.52941176470588	1.35294117647059	1.14403825522216	1.2307338795828	1.31730562803286	1.41940335435455	1.57881191369445	Olfactory	0.172413793103449
Lynott-2013-400-8	8	amount	AMOUNT	2987	1	2	1.64705882352941	3.11764705882353	1.35294117647059	4.05882352941176	1.62018517460197	1.76568600232984	1.40900465494159	1.69341284358645	0.899346167730627	Visual	0.222222222222222
Lynott-2013-400-9	9	appeal			1	2.29411764705882	1.41176470588235	1.23529411764706	1.29411764705882	3.29411764705882	1.53153133670001	1.9058732752144	1.6019289842525	1.7594283831103	1.35852428586835	Visual	0.216049382716049
Lynott-2013-400-10	10	arrangement			1	1.82352941176471	0.294117647058824	1.47058823529412	0.470588235294118	3.41176470588235	1.55061657565817	0.685994340570035	1.73629084037005	0.799816155346303	1.46025783380075	Visual	0.417322834645669
Lynott-2013-400-11	11	baby	BABY	1289	1	4.23529411764706	0.823529411764706	3.64705882352941	3.11764705882353	4.88235294117647	1.20049009599756	1.50977209031889	1.22173935797433	1.40900465494159	0.332105582077536	Visual	0.242957746478873
Lynott-2013-400-12	12	back	BACK	1291	1	0.647058823529412	0.294117647058824	2.94117647058824	0.529411764705882	3.94117647058824	1.05718827974185	0.685994340570035	1.39061983640813	0.717430053979439	0.899346167730627	Visual	0.436619718309859
Lynott-2013-400-13	13	balance			1	1.23529411764706	0.411764705882353	1.76470588235294	0.294117647058824	2.94117647058824	1.34765591698632	0.870260272089029	1.6019289842525	0.587867532097255	1.63823793430984	Visual	0.398230088495575
Lynott-2013-400-14	14	bank	BANK	1284	1	1.29411764705882	0.058823529411765	1.23529411764706	0.294117647058824	4.41176470588235	1.35852428586835	0.242535625036333	1.52189896858768	0.587867532097255	0.712287119900726	Visual	0.596774193548387
Lynott-2013-400-15	15	bear	BEAR	1820	1	3.11764705882353	0.470588235294118	2.47058823529412	1.88235294117647	4.47058823529412	1.36392599419729	0.943242218283799	1.2307338795828	1.21872643265298	0.799816155346303	Visual	0.322274881516588
Lynott-2013-400-16	16	beauty			1	1.94117647058824	0.941176470588235	2.35294117647059	1.76470588235294	4.94117647058824	1.85305788614705	1.19742370504837	1.69341284358644	1.48026229790137	0.242535625036333	Visual	0.334975369458128
Lynott-2013-400-17	17	beginning	BEGINNING	1557	0.941176470588235	2	0.625	1.375	0.875	3	1.67332005306815	1.25830573921179	1.20415945787923	1.31021626713557	1.4142135623731	Visual	0.301587301587302
Lynott-2013-400-18	18	blame	BLAME	381	1	2.35294117647059	0.176470588235294	0.529411764705882	0.411764705882353	2.29411764705882	1.69341284358644	0.528594139870924	1.12459142907677	0.870260272089029	1.61108293867638	Auditory	0.377551020408164
Lynott-2013-400-19	19	blanket	BLANKET	806	1	0.352941176470588	0.176470588235294	4.23529411764706	1.64705882352941	4	0.606339062590833	0.727606875108999	0.970142500145332	1.11474080342631	0.707106781186548	Haptic	0.389830508474576
Lynott-2013-400-20	20	border	BORDER	2546	0.941176470588235	0.375	0.0625	1.875	0.25	3.6875	1.02469507659596	0.25	1.5	0.577350269189626	1.13834675443528	Visual	0.58
Lynott-2013-400-21	21	bore			1	1.88235294117647	0.470588235294118	0.647058823529412	0.411764705882353	2.11764705882353	1.76360259629177	1.2307338795828	0.931475742477242	0.618346942400842	1.79869233546125	Visual	0.308510638297872
Lynott-2013-400-22	22	bother			1	1.88235294117647	0.529411764705882	1.05882352941176	0.411764705882353	2.58823529411765	1.45268514057488	1.28051000868909	1.2485285456936	1.22774302733775	1.66052791038768	Visual	0.336363636363637
Lynott-2013-400-23	23	business	BUSINESS	2931	1	1.82352941176471	0.294117647058824	0.647058823529412	0.470588235294118	3.52941176470588	1.28623938856882	0.469668218313862	0.996316746232607	0.717430053979439	1.3746657347708	Visual	0.478260869565217
Lynott-2013-400-24	24	call	CALL (APPEAL)	2944	1	4.47058823529412	0.058823529411765	1	0.176470588235294	2.17647058823529	1.2307338795828	0.242535625036333	1.2747548783982	0.528594139870924	1.38000426256801	Auditory	0.559701492537314
Lynott-2013-400-25	25	capacity			0.941176470588235	1.4375	0.5	2.8125	0.5	3.94117647058824	1.31497781983829	1.03279555898864	1.83371208208922	0.966091783079296	1.2485285456936	Visual	0.3744
Lynott-2013-400-26	26	career			1	2.11764705882353	0.411764705882353	0.882352941176471	0.411764705882353	3.11764705882353	1.61564046670262	1.06412073618386	1.45268514057488	0.939336436627724	1.36392599419729	Visual	0.389830508474576
Lynott-2013-400-27	27	cast			1	1.58823529411765	0.176470588235294	1.29411764705882	0.588235294117647	3.58823529411765	1.7698454568624	0.528594139870924	1.40377641926844	0.870260272089029	1.50244898122248	Visual	0.471544715447155
Lynott-2013-400-28	28	center	CENTER	491	1	0.705882352941177	0.470588235294118	2.29411764705882	0.352941176470588	4	1.21267812518167	0.874474632195206	1.82909492243954	0.606339062590832	0.935414346693486	Visual	0.466165413533835
Lynott-2013-400-29	29	chain	CHAIN	1627	0.882352941176471	2.125	0.1875	3.8125	0.466666666666667	4.3125	1.45487685618635	0.403112887414928	1.16726175299288	0.743223352957207	0.602079728939615	Visual	0.378295758502102
Lynott-2013-400-30	30	chair	CHAIR	1476	1	0.705882352941177	0.058823529411765	4.23529411764706	0.411764705882353	4.64705882352941	0.919558717697852	0.242535625036333	0.752446988556825	0.712287119900726	0.606339062590833	Visual	0.456140350877193
Lynott-2013-400-31	31	city	CITY	2547	1	4	1.05882352941176	1.52941176470588	2.58823529411765	4.70588235294118	0.866025403784439	1.29762225990916	1.3746657347708	1.06412073618386	0.469668218313862	Visual	0.26271186440678
Lynott-2013-400-32	32	closer			1	2.29411764705882	0.647058823529412	2.82352941176471	1.52941176470588	3.70588235294118	1.68688714361516	1.05718827974185	1.4677914581799	1.58578241961277	0.985184366143778	Visual	0.278074866310161
Lynott-2013-400-33	33	collection			1	1.35294117647059	0.294117647058824	2.35294117647059	0.529411764705882	3.70588235294118	1.36661884182223	0.587867532097255	1.41161151129605	1.06757008311068	0.919558717697852	Visual	0.414285714285714
Lynott-2013-400-34	34	competition			1	2.58823529411765	0.470588235294118	0.882352941176471	0.823529411764706	3.52941176470588	1.27763568405726	0.799816155346303	1.0537049480984	1.33394593769983	1.00732610526728	Visual	0.368794326241134
Lynott-2013-400-35	35	concept	CONCEPT	3966	1	2.35294117647059	1	1.11764705882353	0.882352941176471	2.76470588235294	1.49754701389423	1.69558249578132	1.4950900031928	1.53632487373181	1.71498585142509	Visual	0.231884057971014
Lynott-2013-400-36	36	consequence			1	2.70588235294118	0.882352941176471	1.47058823529412	0.705882352941177	3.58823529411765	1.04670350878084	1.21872643265298	1.32842232831014	1.10480235123488	1.1213175023946	Visual	0.308176100628931
Lynott-2013-400-37	37	contact			1	2.52941176470588	1.05882352941176	3.52941176470588	1.11764705882353	3.41176470588235	1.41940335435455	1.51948133565759	1.77192152262817	1.7278003697323	1.46025783380075	Haptic	0.212121212121212
Lynott-2013-400-38	38	cope			1	1.11764705882353	0.176470588235294	0.823529411764706	0.352941176470588	2.05882352941176	1.26897364734145	0.392952623996688	1.23669388480168	0.861769724940212	1.34492510178514	Visual	0.415584415584415
Lynott-2013-400-39	39	core			1	0.823529411764706	0.705882352941177	1.82352941176471	0.470588235294118	2.76470588235294	1.33394593769983	1.04670350878084	1.42457423980145	0.717430053979439	1.52189896858768	Visual	0.348214285714285
