ID	NUMBER	DUTCH	ENGLISH	AUDITORY_MEAN	GUSTATORY_MEAN	OLFACTORY_MEAN	HAPTIC_MEAN	VISUAL_MEAN	PERCEPTUAL_DOMINANT	PERCEPTUAL_EXCLUSIVITY	AROUSAL_MEAN	DOMINANCE_MEAN	VALENCE_MEAN	CONCEPTICON_ID	CONCEPTICON_GLOSS
Speed-2017-485-252	252	marmer	marble	0.133333333	0	0	1.866666667	3.666666667	zien	0.647058824	3.166666667	4.666666667	4.833333333		
Speed-2017-485-253	253	masker	mask	0.133333333	0	0	2.133333333	4.133333333	zien	0.645833333	4.583333333	5.083333333	3.583333333	2005	MASK
Speed-2017-485-254	254	mayonaise	mayonnaise	0	4.133333333	2.533333333	1.133333333	3.333333333	proeven	0.371257485	3.25	3.583333333	4.5		
Speed-2017-485-255	255	meer	lake	1.625	0.1875	1.4375	2	3.9375	zien	0.408163265	3.333333333	4.416666667	5.083333333	624	LAKE
Speed-2017-485-256	256	meidoorn	hawthorn	0	0	2	1.733333333	4	zien	0.517241379	3.333333333	3.916666667	3.333333333	1168	HAWTHORN
Speed-2017-485-257	257	melk	milk	0.133333333	4.066666667	1.666666667	0.333333333	3.533333333	proeven	0.404109589	3.666666667	3.75	4.5	635	MILK
Speed-2017-485-258	258	meloen	melon	0.133333333	4.133333333	2.6	1.6	3.4	proeven	0.337078652	2.833333333	3.833333333	5.25	507	MELON
Speed-2017-485-259	259	menthol	menthol	0.133333333	2.933333333	3.666666667	0.133333333	0.733333333	ruiken	0.464912281	4.166666667	4.5	4.833333333		
Speed-2017-485-260	260	mesquite	mesquite	1.2	0	0.4	0.9	2	zien	0.444444444	3.5	3.833333333	3.666666667		
Speed-2017-485-261	261	metronoom	metronome	3.583333333	0	0	0.25	3.25	horen	0.505882353	3.75	4.166666667	4.333333333		
Speed-2017-485-262	262	mierik	horseradish	0	2.111111111	1.888888889	1	2.555555556	zien	0.338235294	4.083333333	4.083333333	3.833333333		
Speed-2017-485-263	263	misthoorn	foghorn	3.714285714	0	0	0.642857143	2.071428571	horen	0.577777778	5.25	4.583333333	4.416666667		
Speed-2017-485-264	264	modder	mud	0.642857143	0.071428571	2.142857143	2.428571429	3.714285714	zien	0.404761905	3.833333333	3.416666667	2.916666667	640	MUD
Speed-2017-485-265	265	mok	mug	0.25	0	0	3.1875	3.875	zien	0.52991453	3	3.083333333	4.75		
Speed-2017-485-266	266	mosaïek	mosaic	0.0625	0	0.0625	2	4.1875	zien	0.663366337	3.916666667	4.166666667	4.583333333		
Speed-2017-485-267	267	mosterd	mustard	0.133333333	4.133333333	3.4	0.533333333	3.133333333	proeven	0.352941176	3.75	4.666666667	3.75	3181	MUSTARD
Speed-2017-485-268	268	motor	motor	4.3125	0.0625	2.0625	1.6875	3.75	horen	0.357894737	5.666666667	5.75	4.333333333	110	MOTOR
Speed-2017-485-269	269	mottenbal	mothball	0.076923077	0	1.846153846	0.692307692	2.461538462	zien	0.484848485	3.166666667	3.5	2.333333333		
Speed-2017-485-270	270	mout	malt	0.1	1.6	1.1	0.2	1.5	proeven	0.333333333	3.416666667	3.666666667	4.166666667		
Speed-2017-485-271	271	munt	coin	0.1875	3.9375	4	1.6875	3.4375	ruiken	0.287735849	4.583333333	4.75	4.666666667	1867	COIN
Speed-2017-485-272	272	muskaat	nutmeg	0	3.6	3	0.466666667	2.066666667	proeven	0.394160584	3.666666667	3.916666667	3.75		
Speed-2017-485-273	273	muskus	musk	0.571428571	0.428571429	2.214285714	0.642857143	1.714285714	ruiken	0.320512821	4	3.75	3.416666667		
Speed-2017-485-274	274	naaktslak	slug	0.133333333	0	0	1.866666667	4.066666667	zien	0.67032967	2.5	1.916666667	1.916666667		
Speed-2017-485-275	275	nies	sneeze	3.428571429	0	0.071428571	1.071428571	2.071428571	horen	0.516129032	5.5	5.25	3.666666667		
Speed-2017-485-276	276	nootmuskaat	nutmeg	0.266666667	4.133333333	2.6	0.8	2.066666667	proeven	0.391891892	4.333333333	4.416666667	3.916666667		
Speed-2017-485-277	277	noppenfolie	bubble wrap	2.2	0	0	4.066666667	3.333333333	voelen	0.423611111	4.583333333	4.5	4.916666667		
Speed-2017-485-278	278	notenkraker	nutcracker	2.866666667	0.266666667	0.333333333	2.866666667	3.4	zien	0.321917808	4.333333333	5.166666667	3.416666667		
Speed-2017-485-279	279	notitieboek	notebook	0.6	0	0.266666667	3.8	4.466666667	zien	0.489051095	3.916666667	4.083333333	4.75		
Speed-2017-485-280	280	olie	oil	0.066666667	2	2.733333333	1.066666667	2.533333333	ruiken	0.317460317	3.75	4.833333333	4.166666667	1484	OIL (ORGANIC SUBSTANCE)
Speed-2017-485-281	281	olifant	elephant	3.2	0	0.666666667	0.4	4.533333333	zien	0.515151515	4.833333333	5.75	5.333333333	1290	ELEPHANT
Speed-2017-485-282	282	olijf	olive	0.066666667	4.666666667	2.8	2.133333333	3.466666667	proeven	0.350253807	3.5	4.25	3.916666667	1154	OLIVE
Speed-2017-485-283	283	oog	eye	0	0	0	1	4.066666667	zien	0.802631579	4.583333333	4.75	4.833333333	1248	EYE
Speed-2017-485-284	284	openhaard	fireplace	3.066666667	0.266666667	3.266666667	2.333333333	4.333333333	zien	0.306532663	2.166666667	4.416666667	5.416666667	185	FIREPLACE
Speed-2017-485-285	285	oregano	oregano	0	4.133333333	3.466666667	1.066666667	2.733333333	proeven	0.362573099	4	4.25	4.333333333		
Speed-2017-485-286	286	paard	horse	2.2	0.266666667	2.133333333	3	3.933333333	zien	0.317919075	4.75	4.416666667	4.166666667	615	HORSE
Speed-2017-485-287	287	paddestoel	mushroom	0.2	1.933333333	0.533333333	0.933333333	3.666666667	zien	0.47706422	2.333333333	3.083333333	4.333333333	641	MUSHROOM
Speed-2017-485-288	288	paling	eel	0	2.733333333	1.933333333	1.6	3.333333333	zien	0.347222222	3.25	3.75	2.666666667	1013	FRESHWATER EEL
Speed-2017-485-289	289	palmboom	palm tree	0.375	0	0.5	1.9375	4.25	zien	0.601769912	2.5	3.75	5.083333333	1181	PALM TREE
Speed-2017-485-290	290	paperclip	paperclip	0.4	0	0	2.533333333	3.733333333	zien	0.56	3.166666667	3.5	4.083333333		
Speed-2017-485-291	291	papier	paper	1.466666667	0.333333333	0.8	3	3.733333333	zien	0.364285714	3.666666667	3.75	4.75	648	PAPER
Speed-2017-485-292	292	paprika	paprika	0.2	4.333333333	1.8	1.666666667	3.533333333	proeven	0.358381503	4	3.583333333	4.666666667		
Speed-2017-485-293	293	paraplu	umbrella	1.133333333	0	0.2	2.933333333	3.666666667	zien	0.462184874	3.666666667	4	4.583333333	3105	UMBRELLA
Speed-2017-485-294	294	parmezaan	parmesan	0	4	2.733333333	0.666666667	2.933333333	proeven	0.387096774	3.083333333	3.75	4.916666667		
Speed-2017-485-295	295	patchouli	patchouli	0	1	3	0.909090909	2.181818182	ruiken	0.423076923	4.333333333	4.333333333	3.75		
Speed-2017-485-296	296	peer	pear	0.333333333	4.666666667	2.666666667	2.733333333	3.333333333	proeven	0.315533981	3	3.583333333	5.416666667	922	PEAR
Speed-2017-485-297	297	peper	pepper	0.0625	4.4375	3.125	1.1875	2.875	proeven	0.374331551	5.083333333	5.5	4.083333333	1385	PEPPER
Speed-2017-485-298	298	pepermunt	peppermint	0.266666667	4.2	2.733333333	0.666666667	3	proeven	0.36196319	4.416666667	4.666666667	5.083333333		
Speed-2017-485-299	299	perforator	perforator	1.666666667	0	0	2.466666667	3.866666667	zien	0.483333333	4.083333333	4.583333333	4.25		
Speed-2017-485-300	300	perzik	peach	0.0625	4.5625	3.0625	2.625	3.8125	proeven	0.318584071	3.416666667	3.333333333	4.666666667	2043	PEACH
Speed-2017-485-301	301	peterselie	parsley	0	3.8	3.4	1.333333333	3	proeven	0.329479769	3.25	3.5	4.416666667		
Speed-2017-485-302	302	piano	piano	4.642857143	0	0	2.857142857	4.214285714	horen	0.396341463	2.666666667	4.583333333	5.166666667		
Speed-2017-485-303	303	piercing	piercing	0	0	0	3	4.1875	zien	0.582608696	3.916666667	4.833333333	3.083333333		
Speed-2017-485-304	304	pijl	arrow	0.666666667	0	0	0.8	3.933333333	zien	0.728395062	4.583333333	5	3.166666667	977	ARROW
Speed-2017-485-305	305	pinda	peanut	0.533333333	4.533333333	2.933333333	2.466666667	3.2	proeven	0.292682927	3.416666667	3.5	4.25	2364	PEANUT
Speed-2017-485-306	306	pindakaas	peanut butter	0	4.5625	3.9375	1.25	3	proeven	0.357843137	3.75	4.416666667	4.25		
Speed-2017-485-307	307	pistache	pistache	0.266666667	4	1.266666667	1.133333333	2.933333333	proeven	0.388888889	3.083333333	3.416666667	4.416666667		
Speed-2017-485-308	308	pistool	gun	2.866666667	0	0	2.266666667	3.666666667	zien	0.416666667	5.666666667	5.583333333	1.833333333	1566	GUN
Speed-2017-485-309	309	plastic	plastic	0.666666667	0.066666667	0.4	2.666666667	3.333333333	zien	0.457943925	3.666666667	4	2.916666667	654	PLASTIC
Speed-2017-485-310	310	poeder	powder	0.133333333	0.866666667	0.666666667	2.2	3.466666667	zien	0.454545455	3.333333333	3.083333333	4.416666667	3368	POWDER
Speed-2017-485-311	311	pompoen	pumpkin	0.066666667	3.533333333	1.533333333	2	4.2	zien	0.364705882	3.916666667	3.833333333	4.833333333	864	PUMPKIN
Speed-2017-485-312	312	popcorn	popcorn	1.133333333	4.266666667	3.8	2.133333333	3.466666667	proeven	0.211711712	3.333333333	3	4.916666667		
Speed-2017-485-313	313	poster	poster	0.125	0	0.125	1.25	4.375	zien	0.744680851	3.666666667	3.583333333	4.916666667		
Speed-2017-485-314	314	potlood	pencil	1.142857143	0	0.214285714	2.928571429	3.714285714	zien	0.464285714	4.166666667	3.916666667	4.333333333	2578	PENCIL
Speed-2017-485-315	315	pruim	plum	0	3.866666667	2.466666667	1.4	3.333333333	proeven	0.34939759	3.416666667	3.166666667	4		
Speed-2017-485-316	316	pyramide	pyramid	0	0	0	0.533333333	4.266666667	zien	0.888888889	3.166666667	4.833333333	5.25	2600	PYRAMID
Speed-2017-485-317	317	raam	window	0.666666667	0	0.066666667	2.133333333	4.066666667	zien	0.586538462	2.916666667	3.416666667	4.5	1375	WINDOW
Speed-2017-485-318	318	raamwerk	framework	0	0	0	1.733333333	3.2	zien	0.648648649	2.916666667	3.666666667	3.833333333		
Speed-2017-485-319	319	radiator	radiator	1	0	0.333333333	2.4	3.2	zien	0.461538462	3.25	4	4.25		
Speed-2017-485-320	320	raket	rocket	3.2	0	0.133333333	0.6	4.2	zien	0.516393443	5.25	5.666666667	4.166666667		
Speed-2017-485-321	321	rand	rand	0	0	0	3	3.666666667	zien	0.55	4	4	3.083333333		
Speed-2017-485-322	322	rasp	grater	1.2	0.2	0.133333333	3	3.333333333	zien	0.406779661	4.416666667	4.166666667	4.416666667		
Speed-2017-485-323	323	ratelslang	rattlesnake	2.466666667	0	0.066666667	1.266666667	3.8	zien	0.5	5.25	4.583333333	2.166666667	871	RATTLESNAKE
Speed-2017-485-324	324	rechthoek	rectangle	0	0	0	0.9375	4	zien	0.810126582	3.416666667	3.5	4		
Speed-2017-485-325	325	regen	rain	3.666666667	0.333333333	1.8	3.8	3.733333333	zien	0.26	3.333333333	4.833333333	3.916666667	658	RAIN (PRECIPITATION)
Speed-2017-485-326	326	regenboog	rainbow	0.133333333	0	0	0	4.6	zien	0.971830986	3.916666667	4.333333333	5.916666667	1733	RAINBOW
Speed-2017-485-327	327	rekenmachine	calculator	0.933333333	0	0	2.533333333	3.8	zien	0.52293578	3.666666667	4.333333333	3.666666667		
Speed-2017-485-328	328	remmen	brakes	2.533333333	0	0.266666667	2.866666667	2.466666667	voelen	0.352459016	4.916666667	4.666666667	3.416666667		
Speed-2017-485-329	329	ribfluweel	corduroy	0.0625	0	0.125	3.9375	3.3125	zien	0.529411765	3	3.416666667	3.5		
Speed-2017-485-330	330	richel	ledge	0.285714286	0	0	2.571428571	3.5	zien	0.550561798	4.333333333	4.25	2.583333333	2204	LEDGE
Speed-2017-485-331	331	riem	belt	0.875	0	0.3125	3.5	4.125	zien	0.468085106	3.666666667	3.75	3.583333333	772	BELT
Speed-2017-485-332	332	rijst	rice	0.2	4.333333333	0.933333333	2.866666667	3.666666667	proeven	0.344444444	3.416666667	2.75	4.916666667	926	RICE
Speed-2017-485-333	333	rits	zipper	2	0	0	3.066666667	3.533333333	zien	0.410852713	3.833333333	3.916666667	3.916666667		
Speed-2017-485-334	334	rook	smoke	0.133333333	0.4	3.933333333	0.6	3.733333333	ruiken	0.431818182	4.083333333	5.416666667	2.333333333	778	SMOKE (EXHAUST)
Speed-2017-485-335	335	room	cream	0.266666667	4.4	1.533333333	0.533333333	3.266666667	proeven	0.413333333	3.583333333	2.75	4.416666667	1450	ROOM
Speed-2017-485-336	336	roos	rose	0.2	0.133333333	2.666666667	2.466666667	3.8	zien	0.395683453	2.666666667	3.083333333	4.5		
Speed-2017-485-337	337	roosmarijn	roosmarijn	0.266666667	3.466666667	3.333333333	0.933333333	2.6	proeven	0.301886792	3.416666667	3.666666667	4.666666667		
Speed-2017-485-338	338	rozijnen	raisins	0	4.333333333	1.733333333	1.933333333	2.8	proeven	0.401234568	3.333333333	3.5	4.166666667		
Speed-2017-485-339	339	rubber	rubber	0.25	0.0625	1.75	3.4375	3.4375	joint	0.377622378	3.25	4.166666667	3.25		
Speed-2017-485-340	340	rucola	arugula	0.066666667	4.533333333	1.4	0.933333333	3	proeven	0.44966443	3.666666667	4.5	3.916666667		
Speed-2017-485-341	341	rum	rum	0.266666667	3.8	2.933333333	0.666666667	2.533333333	proeven	0.346405229	4.5	4.833333333	3	2833	RUM
Speed-2017-485-342	342	saffraan	saffron	0.071428571	1.785714286	1.428571429	0.071428571	2	zien	0.36	3.75	4.083333333	4.166666667		
Speed-2017-485-343	343	salie	sage	0	2.9375	3.6875	1.6875	3.125	ruiken	0.322404372	2.916666667	3.416666667	4.166666667		
Speed-2017-485-344	344	satijn	satin	0.066666667	0	0	3.733333333	3.066666667	voelen	0.54368932	2.75	2.666666667	4.833333333		
Speed-2017-485-345	345	saxofoon	saxophone	4.066666667	0	0	2	3.2	horen	0.438848921	5.416666667	5.083333333	5.25		
Speed-2017-485-346	346	schaap	sheep	2.533333333	0.266666667	1.466666667	2	3.933333333	zien	0.359477124	3.333333333	3.666666667	5	1331	SHEEP
Speed-2017-485-347	347	schaar	scissors	1.266666667	0	0	3.266666667	3.066666667	voelen	0.429824561	4.333333333	4.75	3.833333333	356	SHEARS
Speed-2017-485-348	348	schapenvacht	sheepskin	0	0	1.214285714	3.857142857	3.071428571	voelen	0.473684211	2.5	3.083333333	4.916666667		
Speed-2017-485-349	349	scharnier	hinge	1.666666667	0	0.066666667	2.133333333	3.666666667	zien	0.486725664	3.916666667	3.75	3.833333333		
Speed-2017-485-350	350	scheermes	razor	0.266666667	0	0	3.666666667	3.533333333	voelen	0.491071429	4.416666667	4.833333333	4	151	RAZOR
Speed-2017-485-351	351	scherf	shard	1.2	0	0	3.266666667	3.133333333	voelen	0.429824561	4.333333333	4.833333333	2.583333333		
Speed-2017-485-352	352	schets	sketch	0.133333333	0	0	0.333333333	4.133333333	zien	0.898550725	3.416666667	2.833333333	4.416666667		
Speed-2017-485-353	353	schimmel	fungus	0	0.75	2.5625	0.5625	3.9375	zien	0.504	3.75	5.416666667	1.833333333	3251	MOLD (GET ROTTEN)
Speed-2017-485-354	354	schors	bark	0.25	0.1875	1.875	3.3125	3.875	zien	0.388157895	3.166666667	3.416666667	3.833333333	1204	BARK
Speed-2017-485-355	355	schreeuw	shout	4.75	0	0	0	1.1875	horen	0.8	5.833333333	5.916666667	2.333333333		
Speed-2017-485-356	356	schuurpapier	sandpaper	1.866666667	0.066666667	0.466666667	4.4	3.6	voelen	0.416666667	4.25	4.416666667	2.833333333		
Speed-2017-485-357	357	scorebord	scoreboard	0.4	0	0	1.2	4.2	zien	0.724137931	4.916666667	4.916666667	4		
Speed-2017-485-358	358	scrub	scrub	0.75	0.1875	1.875	4.375	2.6875	voelen	0.424050633	3.25	3.666666667	4.583333333		
Speed-2017-485-359	359	selderij	celery	0.266666667	4.133333333	1.733333333	1.2	3.2	proeven	0.367088608	3.083333333	4.333333333	3.833333333	3727	CELERY
Speed-2017-485-360	360	sesamzaad	sesame seeds	0	3.266666667	0.466666667	1.2	2.933333333	proeven	0.415254237	3	2.916666667	3.916666667		
Speed-2017-485-361	361	shirt	shirt	0	0	0.133333333	3.2	4.133333333	zien	0.553571429	3.916666667	4	4.583333333	1622	SHIRT
Speed-2017-485-362	362	sigaret	cigarette	0.066666667	1.333333333	3.8	1.2	3	ruiken	0.397163121	3.166666667	5.166666667	2.5	969	CIGARETTE
Speed-2017-485-363	363	sinaasappel	orange	0.066666667	4.733333333	3.8	2.666666667	3.266666667	proeven	0.321100917	3.666666667	4.25	4.333333333	2627	ORANGE (FRUIT)
Speed-2017-485-364	364	sirene	siren	4.866666667	0	0	0.133333333	2.6	horen	0.640350877	5.916666667	5.333333333	2.416666667		
Speed-2017-485-365	365	siroop	syrup	0.125	4.1875	3.375	1.5	3.25	proeven	0.326633166	3.916666667	3.916666667	4.916666667		
Speed-2017-485-366	366	skelet	skeleton	0.066666667	0.133333333	0.133333333	0.6	4.066666667	zien	0.8	3.666666667	5	3.916666667	2668	SKELETON
Speed-2017-485-367	367	slippers	flip-flops	1.0625	0	0.125	3.4375	4.0625	zien	0.467625899	2.916666667	3	4.333333333		
Speed-2017-485-368	368	sneeuw	snow	0.866666667	0.4	0.266666667	3.733333333	4.266666667	zien	0.41958042	3.833333333	4.75	5.583333333	784	SNOW
Speed-2017-485-369	369	sojasaus	soy sauce	0.066666667	4.066666667	2.666666667	0.2	2.6	proeven	0.416666667	3.583333333	4.5	4.25	1968	SOYA SAUCE
Speed-2017-485-370	370	soldeerlamp	soldering lamp	0.307692308	0	1.076923077	1.615384615	4.230769231	zien	0.585106383	4.166666667	4.333333333	2.916666667		
Speed-2017-485-371	371	speelautomaat	slot machine	2.466666667	0	0	2.466666667	4.333333333	zien	0.467625899	4.916666667	4	4.166666667		
Speed-2017-485-372	372	spiegel	mirror	0.133333333	0	0	1.2	4.2	zien	0.759036145	4.083333333	4.916666667	4.5	1171	MIRROR
Speed-2017-485-373	373	spijkers	nails	1.066666667	0	0	3.333333333	3.2	voelen	0.438596491	4.25	5.083333333	3.083333333	502	NAIL (TOOL)
Speed-2017-485-374	374	spijkerstof	denim	0.1875	0	0.3125	3.3125	3.875	zien	0.504065041	3.75	4.333333333	4.5		
Speed-2017-485-375	375	spinazie	spinach	0.133333333	4.533333333	1.8	0.4	3	proeven	0.445945946	4.083333333	4.583333333	4.666666667	975	SPINACH
Speed-2017-485-376	376	splinter	splinter	0	0	0	3.8	3.133333333	voelen	0.548076923	4	4.166666667	2.166666667		
Speed-2017-485-377	377	spons	sponge	0.533333333	0.066666667	0.133333333	3.8	3.266666667	voelen	0.478632479	3.083333333	2.5	4.333333333		
Speed-2017-485-378	378	standbeeld	statue	0	0	0.066666667	2.266666667	4.466666667	zien	0.656862745	2.916666667	3.75	4.083333333	1002	STATUE
Speed-2017-485-379	379	statief	tripod	0.066666667	0	0	1.866666667	3.533333333	zien	0.646341463	3.25	4.083333333	4	2607	TRIPOD
Speed-2017-485-380	380	steen	stone	0.866666667	0	0.4	3.6	4.066666667	zien	0.455223881	2.75	3.916666667	3.333333333	857	STONE
Speed-2017-485-381	381	stekker	plug	0.266666667	0	0	2.466666667	3.2	zien	0.539325843	4.75	4.083333333	4.25		
Speed-2017-485-382	382	ster	star	0	0	0	0.0625	4.3125	zien	0.985714286	3.916666667	4.916666667	5.333333333	1430	STAR
Speed-2017-485-383	383	stilton	stilton	0	3.111111111	2.888888889	0.777777778	1.888888889	proeven	0.358974359	3.5	4.166666667	2.75		
Speed-2017-485-384	384	stoel	chair	0.5625	0	0.0625	3.375	4	zien	0.5	2.583333333	3.416666667	4.833333333	1476	CHAIR
Speed-2017-485-385	385	stof	fabric	0	0.2	1.066666667	1.866666667	4	zien	0.560747664	2.916666667	2.916666667	2.166666667		
Speed-2017-485-386	386	stofzuiger	vacuum cleaner	3.8	0	0.733333333	1.933333333	3.266666667	horen	0.390410959	4.666666667	4.75	3.916666667		
Speed-2017-485-387	387	stok	stick	0.066666667	0	0	2.466666667	3.266666667	zien	0.563218391	4	3.916666667	3.083333333	1295	STICK
Speed-2017-485-388	388	stoplicht	traffic light	1.133333333	0	0	0.333333333	4.6	zien	0.758241758	4.25	5.083333333	3.333333333		
Speed-2017-485-389	389	stopverf	putty	0.357142857	0	2.714285714	0.857142857	2.5	ruiken	0.422222222	3.916666667	3.833333333	3.583333333		
Speed-2017-485-390	390	stoutbier	stoutbier	0.181818182	3.818181818	3	0.090909091	3.545454545	proeven	0.35042735	3.916666667	4.666666667	3.666666667		
Speed-2017-485-391	391	strikje	bow tie	0	0	0	1.428571429	4.214285714	zien	0.746835443	3.5	3.916666667	4.916666667		
Speed-2017-485-392	392	stroop	syrup	0	4.133333333	2.4	1.6	2.733333333	proeven	0.380368098	3.833333333	3.833333333	5.166666667		
Speed-2017-485-393	393	stuur	steering wheel	0.066666667	0	0.133333333	3.2	3.6	zien	0.514285714	5.25	5.5	4.333333333		
Speed-2017-485-394	394	suède	suede	0	0	0.733333333	3.733333333	3.266666667	voelen	0.482758621	2.5	3.583333333	4.75		
Speed-2017-485-395	395	tafel	table	0.133333333	0	0	2.266666667	3.866666667	zien	0.617021277	3.25	4.666666667	4.5	1775	TABLE
Speed-2017-485-396	396	takjes	twigs	2.133333333	0.066666667	0.733333333	2.466666667	3.733333333	zien	0.401459854	3.25	2.583333333	4.083333333	3222	TWIG
Speed-2017-485-397	397	talkpoeder	talcum powder	0	0.125	1.4375	2.75	2.8125	zien	0.394736842	2.75	3	4.25		
Speed-2017-485-398	398	tandenborstel	toothbrush	1.933333333	0.6	0.4	3.666666667	3.533333333	voelen	0.322368421	3.666666667	3.5	4.333333333	2579	TOOTHBRUSH
Speed-2017-485-399	399	tandpasta	toothpaste	0	4.266666667	2.066666667	1.6	3.066666667	proeven	0.387878788	4.166666667	4.333333333	5		
Speed-2017-485-400	400	tapijt	carpet	0.2	0.066666667	0.333333333	3.2	3.733333333	zien	0.486725664	2.666666667	2.916666667	4.25	292	RUG
Speed-2017-485-401	401	tattoo	tattoo	0.133333333	0	0	0.733333333	4.066666667	zien	0.824324324	4.5	5.5	4.416666667	68	TATTOO
Speed-2017-485-402	402	telefoon	phone	3.5	0	0.0625	3.125	4.3125	zien	0.392045455	4.666666667	5	4.666666667	1379	TELEPHONE
Speed-2017-485-403	403	telescoop	telescope	0.0625	0	0	2.375	4.3125	zien	0.638888889	3.666666667	4.25	5		
Speed-2017-485-404	404	tent	tent	0.2	0	0.533333333	2.333333333	4	zien	0.566037736	4.25	3.666666667	4.166666667	1316	TENT
Speed-2017-485-405	405	tequila	tequila	0.0625	4.25	3.4375	0.625	2.5625	proeven	0.382857143	5	5.75	3.166666667		
Speed-2017-485-406	406	terpentijn	turpentine	0	0	3.266666667	0.533333333	1.866666667	ruiken	0.576470588	4.416666667	5.25	2.333333333		
Speed-2017-485-407	407	thee	tea	0.133333333	4.466666667	3.266666667	0.866666667	2.933333333	proeven	0.371428571	2.916666667	3.666666667	5.166666667	1373	TEA
Speed-2017-485-408	408	thermosfles	thermos flask	0.375	0.625	0.1875	2.9375	4	zien	0.469230769	3.5	4.166666667	4.416666667		
Speed-2017-485-409	409	tiara	tiara	0.066666667	0	0	2.2	3.333333333	zien	0.595238095	3.666666667	4.083333333	4.333333333		
Speed-2017-485-410	410	tijm	thyme	0	3.75	4.1875	1.625	3.0625	ruiken	0.331683168	3.75	3.916666667	4.75		
Speed-2017-485-411	411	tissue	tissue	0	0	0.666666667	3.066666667	3.466666667	zien	0.481481481	3.166666667	2.916666667	3.916666667		
Speed-2017-485-412	412	toetsenbord	keyboard	1.933333333	0	0	3.866666667	2.933333333	voelen	0.442748092	4.333333333	3.5	4.25		
Speed-2017-485-413	413	toilet	toilet	1.333333333	0	1.2	1.666666667	3.8	zien	0.475	3.5	3.916666667	4.083333333	219	TOILET
Speed-2017-485-414	414	tomaat	tomato	0.066666667	4.533333333	2	1.866666667	3.8	proeven	0.364130435	3.666666667	3.75	4.666666667	986	TOMATO
Speed-2017-485-415	415	tonic	tonic	0.1875	4.3125	2.6875	0.3125	2.25	proeven	0.423076923	3.25	4.166666667	3.666666667		
Speed-2017-485-416	416	trein	train	3.866666667	0	0.066666667	1.533333333	3.933333333	zien	0.418439716	3.75	4.333333333	3.916666667	900	TRAIN
Speed-2017-485-417	417	triangel	triangle	3.866666667	0	0	1.933333333	3.733333333	horen	0.405594406	3.916666667	3.75	3.75		
Speed-2017-485-418	418	trofee	trophy	0.066666667	0	0.2	2.733333333	3.666666667	zien	0.55	5.25	4.916666667	5.583333333		
Speed-2017-485-419	419	trommel	drum	4.0625	0	0	2	3.3125	horen	0.433333333	5.166666667	4.833333333	4.333333333	908	DRUM
Speed-2017-485-420	420	truffel	truffle	0.230769231	3.076923077	1.384615385	0.846153846	2.615384615	proeven	0.349056604	3.333333333	4.083333333	3.833333333		
Speed-2017-485-421	421	tunnel	tunnel	1.8	0	0.333333333	0.533333333	4.133333333	zien	0.607843137	4.166666667	4.083333333	3.25		
Speed-2017-485-422	422	tyfoon	typhoon	2.928571429	0.071428571	0.214285714	1.428571429	3.714285714	zien	0.435897436	5.5	5.583333333	2.083333333		
Speed-2017-485-423	423	ui	onion	0.125	4.5625	4	1.8125	3.0625	proeven	0.32718894	3.833333333	4.083333333	4.333333333	2366	ONION
Speed-2017-485-424	424	uil	owl	2.666666667	0	0.066666667	0.4	3.666666667	zien	0.539215686	3.833333333	4.083333333	4.666666667	735	OWL
Speed-2017-485-425	425	vanille	vanilla	0	4.266666667	3.6	0.533333333	2.466666667	proeven	0.392638037	2.916666667	3.333333333	5.333333333		
Speed-2017-485-426	426	varken	pig	2.133333333	1.666666667	1.333333333	1	3.466666667	zien	0.256944444	3.416666667	3.416666667	4.25	1337	PIG
Speed-2017-485-427	427	varkensvlees	pork	0.2	4.466666667	2.933333333	0.866666667	3.333333333	proeven	0.361581921	3.5	3.5	3.083333333	2769	PORK
Speed-2017-485-428	428	veer	feather	0	0	0	3.333333333	3.733333333	zien	0.528301887	2.083333333	2.5	4.166666667	1201	FEATHER
Speed-2017-485-429	429	venkel	fennel	0	4	3.333333333	1.533333333	3.333333333	proeven	0.327868852	3.75	3.916666667	3.333333333		
Speed-2017-485-430	430	ventilator	fan	3.066666667	0	0	2.666666667	3.4	zien	0.372262774	4.166666667	3.833333333	5	1971	FAN (OBJECT)
Speed-2017-485-431	431	verf	paint	0.125	0	4.0625	1.75	4.1875	zien	0.413580247	4.583333333	3.916666667	4.416666667	647	PAINT (PIGMENTS)
Speed-2017-485-432	432	vernis	varnish	0.166666667	0.166666667	3.333333333	0.75	2	ruiken	0.493506494	3.333333333	4.333333333	3.416666667		
Speed-2017-485-433	433	verrekijker	binoculars	0.4	0	0	2.2	3.533333333	zien	0.576086957	4.083333333	3.5	4.333333333		
Speed-2017-485-434	434	vet	fat	0.866666667	3.933333333	2.2	3.066666667	2.866666667	proeven	0.237113402	3.083333333	4.416666667	3	323	FAT (ORGANIC SUBSTANCE)
Speed-2017-485-435	435	video	video	3.6	0	0	0.6	4.533333333	zien	0.519083969	4	4.166666667	5.333333333		
Speed-2017-485-436	436	vierkant	square	0	0	0	1.066666667	4.066666667	zien	0.792207792	3.5	3.833333333	3.916666667	850	SQUARE
Speed-2017-485-437	437	vilt	felt	0.133333333	0	0	3.133333333	3.266666667	zien	0.5	3.083333333	3	3.666666667	325	FELT
