ID	NUMBER	FRENCH	ENGLISH	CONCEPTICON_GLOSS	CONCEPTICON_ID	POS	PICTURE_SOURCE	PICTURE_NUMBER	VALENCE_ALL_MEAN	AROUSAL_ALL_MEAN	VALENCE_MALE_MEAN	AROUSAL_MALE_MEAN	VALENCE_FEMALE_MEAN	AROUSAL_FEMALE_MEAN	NUMBER_LETTERS	NUMBER_PHONEMES	NUMBER_SYLLABLES	SUBTLEX_FREQ	BOKS_FREQ	IMAGEABILITY_MEAN
Monnier-2014-1031-394	394	excuse	excuse			NOUN			5.02702702702703	3.64864864864865	5	3.23529411764706	5.05	4	6	6	2	29.43	11.28	2.93
Monnier-2014-1031-395	395	face 	face	FACE	1560	NOUN			5.05405405405405	3.64864864864865	5.17647058823529	3.76470588235294	4.95	3.55	4	3	1	124.33	262.16	3.9
Monnier-2014-1031-396	396	facilité	ease			NOUN			6.88311688311688	3.88181818181818	5.44444444444444	3.66666666666667	7.07352941176471	3.91029411764706	8	8	4	1.47	11.55	2.45
Monnier-2014-1031-397	397	faculté	faculty			NOUN			6.48101265822785	4.63291139240506	6.125	3.375	6.52112676056338	4.77464788732394	7	7	3	5.93	13.85	2.73
Monnier-2014-1031-398	398	fainéant	lazy			NOUN			4.78441558441558	4.44805194805195	5	3.75	4.74	4.57692307692308	8	5	3	1.59	0.81	2.37
Monnier-2014-1031-399	399	famille	family	FAMILY	194	NOUN			6.97297297297297	6	6.82352941176471	5.41176470588235	7.1	6.5	7	5	2	357.75	241.69	5.3
Monnier-2014-1031-400	400	fanfare	brass band			NOUN			6.10810810810811	5.40540540540541	6.11764705882353	5.29411764705882	6.1	5.5	7	5	2	3.8	3.72	4.45
Monnier-2014-1031-401	401	fantasme	fantasy			NOUN			7.54545454545455	6.87012987012987	7.77777777777778	6.88888888888889	7.51470588235294	6.86764705882353	8	6	2	4.64	1.49	
Monnier-2014-1031-402	402	fantôme	ghost	GHOST	1175	NOUN			4.5945945945946	5.2972972972973	5.47058823529412	4.23529411764706	3.85	6.2	7	5	2	29.71	20.74	5.98
Monnier-2014-1031-403	403	faon 	fawn			NOUN	B	133	6.18918918918919	3.78378378378378	6.35294117647059	4.35294117647059	6.05	3.3	4	2	1	0.25	0.54	5
Monnier-2014-1031-404	404	fatigue	tiredness			NOUN			2.52	3.1	2.94444444444444	4.05555555555556	2.28125	2.5625	7	5	2	8.7	65.81	4.47
Monnier-2014-1031-405	405	faute	mistake	MISTAKE	1293	NOUN			2.94594594594595	5.16216216216216	3.23529411764706	6.05882352941176	2.7	4.4	5	3	1	163.19	81.08	3.27
Monnier-2014-1031-406	406	faveur	favor			NOUN			6.50632911392405	4.45569620253165	6.25	3.625	6.53521126760563	4.54929577464789	6	5	2	31.09	27.64	2.83
Monnier-2014-1031-407	407	fée 	fairy	FAIRY	1138	NOUN	B	134	6.81081081081081	4.75675675675676	6.64705882352941	4.76470588235294	6.95	4.75	3	2	1	8.3	6.62	6.3
Monnier-2014-1031-408	408	féminine	feminine			ADJ			7.5974025974026	5.51948051948052	6.75	5.91666666666667	7.75384615384615	5.44615384615385	8	7	3	6.5	13.38	
Monnier-2014-1031-409	409	femme 	woman	WOMAN	962	NOUN	B	135	7.39473684210526	5.59473684210526	8.29411764705882	7	6.66666666666667	4.45714285714286	5	3	1	806.57	680.2	6.2
Monnier-2014-1031-410	410	fenêtre	window	WINDOW	1375	NOUN	AF	257	5.74	3.22	5.38888888888889	3.61111111111111	5.9375	3	7	6	2	70.2	199.39	6.9
Monnier-2014-1031-411	411	fer	iron	IRON	621	NOUN			4.78947368421053	4.05263157894737	5.05882352941176	4.70588235294118	4.57142857142857	3.52380952380952	3	3	1	33.65	106.28	5.52
Monnier-2014-1031-412	412	fermeture	closure			NOUN			3.62162162162162	3.18918918918919	3.58823529411765	3.11764705882353	3.65	3.25	9	8	3	11.06	14.86	4.11
Monnier-2014-1031-413	413	féroce	ferocius			ADJ			3.32467532467532	6.75324675324675	4.44444444444444	7	3.17647058823529	6.72058823529412	6	5	2	4.39	12.3	
Monnier-2014-1031-414	414	fertilité	fertility			NOUN			6.0253164556962	5.21518987341772	6.125	4.375	6.01408450704225	5.30985915492958	9	9	4	1.13	1.01	2.93
Monnier-2014-1031-415	415	fête	party			NOUN			8.3421052631579	7.63157894736842	7.76470588235294	6.94117647058824	8.80952380952381	8.19047619047619	4	3	1	138.03	70.41	5
Monnier-2014-1031-416	416	feu	traffic light			NOUN	AF	239	6.02702702702703	5.2972972972973	6.88235294117647	6.29411764705882	5.3	4.45	3	2	1	215.87	199.39	6.54
Monnier-2014-1031-417	417	feuille	leaf	LEAF	628	NOUN	AF	133	5.91891891891892	3.72972972972973	6.58823529411765	4.47058823529412	5.35	3.1	7	3	1	13.24	46.35	6.57
Monnier-2014-1031-418	418	fève 	lucky charm			NOUN			5.78378378378378	4.43243243243243	5.88235294117647	4.64705882352941	5.7	4.25	4	3	1	0.44	0.61	
Monnier-2014-1031-419	419	fidélité	faithfulness			NOUN			8.02597402597403	4.50649350649351	7	3.88888888888889	8.16176470588235	4.58823529411765	8	8	4	10.26	17.43	2.43
Monnier-2014-1031-420	420	fièvre	fever	FEVER	1534	NOUN			1.97368421052632	3.68421052631579	2.11764705882353	4.41176470588235	1.85714285714286	3.0952380952381	6	5	1	24.23	38.58	4.2
Monnier-2014-1031-421	421	fil	thread	THREAD	1161	NOUN			5.05405405405405	3.13513513513513	5.52941176470588	3.47058823529412	4.65	2.85	3	3	1	51.83	75.95	5.66
Monnier-2014-1031-422	422	fille 	girl	GIRL	1646	NOUN	B	136	5.97297297297297	4.48648648648649	6.76470588235294	5.23529411764706	5.3	3.85	5	3	1	627.59	417.03	6.54
Monnier-2014-1031-423	423	film	movie	MOVIE	216	NOUN			7.78378378378378	6.08108108108108	7.23529411764706	6.29411764705882	8.25	5.9	4	4	1	195.1	49.53	6.11
Monnier-2014-1031-424	424	flèche	arrow	ARROW	977	NOUN	AF	8	5.32432432432432	4	5.58823529411765	4.29411764705882	5.1	3.75	6	4	1	8.21	15.54	6.64
Monnier-2014-1031-425	425	fléchette	dart	DARTS	2587	NOUN	AF	341	4.97297297297297	3.48648648648649	5.35294117647059	3.82352941176471	4.65	3.2	9	6	2	0.33	0.34	4.95
Monnier-2014-1031-426	426	fleur	flower	FLOWER	239	NOUN	AF	91	7.21052631578947	3.47368421052632	6.88235294117647	2.70588235294118	7.47619047619048	4.0952380952381	5	4	1	25.2	42.97	6.84
Monnier-2014-1031-427	427	flocon	snowflake			NOUN	B	138	7.02702702702703	5.48648648648649	6.64705882352941	5.52941176470588	7.35	5.45	6	5	2	0.19	1.35	6.68
Monnier-2014-1031-428	428	flûte	flute	FLUTE	777	NOUN	AF	92	4.94594594594595	4.02702702702703	5.11764705882353	4.17647058823529	4.8	3.9	5	4	1	9.11	8.92	6.8
Monnier-2014-1031-429	429	foin 	hay	HAY	342	NOUN			5.2972972972973	3.35135135135135	5	3.41176470588235	5.55	3.3	4	3	1	6.06	16.01	6.1
Monnier-2014-1031-430	430	folie	dementia			NOUN			6.7027027027027	6.94594594594595	6.82352941176471	6.64705882352941	6.6	7.2	5	4	2	49.01	52.43	3.26
Monnier-2014-1031-431	431	football	football			NOUN			4.46835443037975	4.69620253164557	4.5	4	4.46478873239437	4.77464788732394	8	6	2	13.93	6.28	
Monnier-2014-1031-432	432	force	force			NOUN			6.48648648648649	5.81081081081081	6.35294117647059	4.88235294117647	6.6	6.6	5	4	1	108.29	218.38	3.14
Monnier-2014-1031-433	433	forêt	forest	FOREST	420	NOUN			6.56756756756757	4	6.94117647058824	4.64705882352941	6.25	3.45	5	4	2	29.57	91.89	6.66
Monnier-2014-1031-434	434	forme	shape	SHAPE	3747	NOUN			5.81081081081081	3.32432432432432	5.35294117647059	3	6.2	3.6	5	4	1	82.61	137.91	4.4
Monnier-2014-1031-435	435	fort	strong	STRONG	785	ADJ			7.03896103896104	6.25974025974026	6.83333333333333	5.41666666666667	7.07692307692308	6.41538461538462	4	3	1	27.93	43.85	4
Monnier-2014-1031-436	436	fortune	wealth	WEALTH	2996	NOUN			6.98701298701299	5.7012987012987	6.22222222222222	5.77777777777778	7.08823529411765	5.69117647058824	7	6	2	32.35	46.49	4.62
Monnier-2014-1031-437	437	fouet	whip	WHIP	2630	NOUN	AF	398	3.59459459459459	5.37837837837838	3.76470588235294	5.82352941176471	3.45	5	5	3	1	7.92	16.69	6.26
Monnier-2014-1031-438	438	fourchette	fork	FORK	1302	NOUN	AF	97	5.5	3.6	5.72222222222222	4.16666666666667	5.375	3.28125	10	6	2	4.98	10.95	6.87
Monnier-2014-1031-439	439	fourmi	ant	ANT	587	NOUN	AF	5	5.02631578947368	3.55263157894737	4.64705882352941	3.88235294117647	5.33333333333333	3.28571428571429	6	5	2	2.78	5.14	6.68
Monnier-2014-1031-440	440	fraise	strawberry	STRAWBERRY	3138	NOUN	AF	220	7.27027027027027	4.81081081081081	7.29411764705882	5.82352941176471	7.25	3.95	6	4	1	5.28	3.92	6.94
Monnier-2014-1031-441	441	framboise (mûre)	raspberry	RASPBERRY	3803	NOUN	B	205	7.6	5.82	7.33333333333333	5.94444444444444	7.75	5.75	9	7	2	1.95	3.92	6.95
Monnier-2014-1031-442	442	français	French			NOUN			5.91139240506329	4.12784810126582	5.25	2.375	5.98591549295775	4.32535211267606	8	5	2	34.94	148.72	
Monnier-2014-1031-443	443	franchise	frankness			NOUN			7.4025974025974	4.98701298701299	6.91666666666667	4.33333333333333	7.49230769230769	5.10769230769231	9	6	2	5.62	7.7	2.69
Monnier-2014-1031-444	444	frein	brake			NOUN			5.22448979591837	3.8	5.76470588235294	4.72222222222222	4.9375	3.28125	5	3	1	4.87	7.91	4.7
Monnier-2014-1031-445	445	fréquence	frequency			NOUN			4.86753246753247	3.85714285714286	4.88888888888889	4.66666666666667	4.86470588235294	3.75	9	6	2	7.61	2.23	2.94
Monnier-2014-1031-446	446	frigidaire	refrigerator			NOUN	AF	185	5.81081081081081	3.72972972972973	5.52941176470588	3.47058823529412	6.05	3.95	10	8	3	1.16	3.18	6.86
Monnier-2014-1031-447	447	frite	French fry			NOUN			7.21621621621622	5.05405405405405	7.23529411764706	5.52941176470588	7.2	4.65	5	4	1	0.66	0.54	6.7
Monnier-2014-1031-448	448	fromage	cheese	CHEESE	1569	NOUN	AF	336	6.42105263157895	3.63157894736842	7.35294117647059	3.82352941176471	5.66666666666667	3.47619047619048	7	6	2	25.68	20.81	6.72
Monnier-2014-1031-449	449	front	forehead	FOREHEAD	123	NOUN			4.89189189189189	2.56756756756757	4.64705882352941	2.70588235294118	5.1	2.45	5	3	1	38.81	152.57	6.14
Monnier-2014-1031-450	450	fruit	fruit	FRUIT	1507	NOUN			7.21621621621622	4.51351351351351	7.47058823529412	5.05882352941176	7	4.05	5	4	1	15.99	21.96	6.5
Monnier-2014-1031-451	451	fumée	smoke	SMOKE (EXHAUST)	778	NOUN			3.41772151898734	4.65822784810127	4.125	3.75	3.33802816901408	4.76056338028169	5	4	2	19.91	55.88	6.42
Monnier-2014-1031-452	452	fusée	rocket	ROCKET	4070	NOUN	AF	305	5.97297297297297	4.72972972972973	7.11764705882353	6.11764705882353	5	3.55	5	4	2	6	4.59	6.51
Monnier-2014-1031-453	453	gaieté	gaiety			NOUN			8.1578947368421	5.92105263157895	7.82352941176471	5.11764705882353	8.42857142857143	6.57142857142857	6	4	2	2.81	27.09	3.15
Monnier-2014-1031-454	454	gant	glove	GLOVE	867	NOUN	AF	106	4.67567567567568	2.86486486486486	4.82352941176471	3.17647058823529	4.55	2.6	4	2	1	9.86	7.97	6.88
Monnier-2014-1031-455	455	garage 	garage			NOUN	B	140	5.05405405405405	3.32432432432432	5.64705882352941	3.70588235294118	4.55	3	6	5	2	24.41	22.23	6.3
Monnier-2014-1031-456	456	garçon 	boy	BOY	1366	NOUN	B	141	6.51351351351351	4.62162162162162	5.17647058823529	3.17647058823529	7.65	5.85	6	5	2	188.41	186.96	6.32
Monnier-2014-1031-457	457	gâteau	cake	CAKE	2408	NOUN	AF	42	7.56756756756757	6.05405405405405	7.17647058823529	5.76470588235294	7.9	6.3	6	4	2	42.33	13.92	6.73
Monnier-2014-1031-458	458	gauche	left	LEFT	244	NOUN			5.06	3.02	5.22222222222222	3.33333333333333	4.96875	2.84375	6	3	1	71.66	133.78	4.5
Monnier-2014-1031-459	459	gaufre	waffle			NOUN			7.34	5.24	7.11111111111111	5	7.46875	5.375	6	4	1	0.58	0.68	6.5
Monnier-2014-1031-460	460	génie	genius			NOUN			7.20779220779221	5.46753246753247	7	5.58333333333333	7.24615384615385	5.44615384615385	5	4	2	34.65	47.43	3.92
Monnier-2014-1031-461	461	genre	type			NOUN			5.2	3.41298701298701	5	4.22222222222222	5.22794117647059	3.30588235294118	5	3	1	219.66	155.2	2.78
Monnier-2014-1031-462	462	gens 	people	PEOPLE	789	NOUN			5.10810810810811	4.64864864864865	5.11764705882353	4.29411764705882	5.1	4.95	4	2	1	594.29	409.39	5.2
Monnier-2014-1031-463	463	gentillesse	kindness	KINDNESS	3468	NOUN			8.10526315789474	4.47368421052632	7.64705882352941	4	8.47619047619048	4.85714285714286	11	7	3	6.96	15.27	2.97
Monnier-2014-1031-464	464	geste	movement	MOVEMENT	3695	NOUN			5.24324324324324	3.48648648648649	4.76470588235294	2.76470588235294	5.65	4.1	5	4	1	31.41	172.03	4.3
Monnier-2014-1031-465	465	gilet	vest	VEST	3140	NOUN	AF	247	5.16216216216216	3.59459459459459	5.11764705882353	3.70588235294118	5.2	3.5	5	4	2	5.13	13.72	6.35
Monnier-2014-1031-466	466	girafe	giraffe	GIRAFFE	3089	NOUN	AF	103	6.02	4.28	5.33333333333333	4.11111111111111	6.40625	4.375	6	5	2	2.71	1.89	6.98
Monnier-2014-1031-467	467	glace	ice	ICE	617	NOUN			7.06	5.5	6.72222222222222	5.27777777777778	7.25	5.625	5	4	1	58.09	76.01	6.38
Monnier-2014-1031-468	468	gloire	fame	FAME	865	NOUN			7.63291139240506	6.48101265822785	7.375	6.5	7.66197183098592	6.47887323943662	6	5	1	34.78	48.51	2.8
Monnier-2014-1031-469	469	gomme 	eraser			NOUN	B	143	4.92	2.58	4.61111111111111	2.72222222222222	5.09375	2.5	5	3	1	3.21	9.26	6.7
Monnier-2014-1031-470	470	gorge	throat	THROAT	1346	NOUN			4.54	3.5	4.77777777777778	4.33333333333333	4.40625	3.03125	5	4	1	29.57	82.64	6.13
Monnier-2014-1031-471	471	gorille	gorilla	GORILLA	3144	NOUN	AF	108	5.40540540540541	4.32432432432432	5.88235294117647	4.29411764705882	5	4.35	7	5	2	3.55	2.03	6.67
Monnier-2014-1031-472	472	gourde 	water bottle			NOUN	B	144	5.22162162162162	3.39473684210526	5.2625	3.82352941176471	5.19047619047619	3.04761904761905	6	4	1	2.56	4.59	6.1
Monnier-2014-1031-473	473	goutte 	drop			NOUN	B	145	5.10526315789474	3.28947368421053	5.94117647058824	2.70588235294118	4.42857142857143	3.76190476190476	6	3	1	19.09	30.34	6
Monnier-2014-1031-474	474	grain 	grain	GRAIN	605	NOUN			5.14	2.94	5.38888888888889	4	5	2.34375	5	3	1	10.74	24.26	6.35
Monnier-2014-1031-475	475	grand	big	BIG	1202	ADJ			6.14285714285714	4.75324675324675	6.08333333333333	4.5	6.15384615384615	4.8	5	3	1	338.27	537.97	5.1
Monnier-2014-1031-476	476	grenouille	frog	FROG	503	NOUN	AF	100	5.62162162162162	3.94594594594595	6.11764705882353	3.82352941176471	5.2	4.05	10	6	2	5.74	4.59	6.92
Monnier-2014-1031-477	477	griffe 	claw	CLAW	72	NOUN	B	148	4.78	4.22	5.61111111111111	5.05555555555556	4.3125	3.75	6	4	1	1.06	2.7	5.84
Monnier-2014-1031-478	478	grille-pain	toaster	TOASTER	4010	NOUN	AF	234	5.22162162162162	3.47297297297297	5	2.82352941176471	5.41	4.025	11	6	2	2.9	0.27	6.78
Monnier-2014-1031-479	479	grimace	grimace			NOUN			5.48648648648649	4.32432432432432	5.41176470588235	3.70588235294118	5.55	4.85	7	6	2	2.28	22.57	5.84
Monnier-2014-1031-480	480	groupe	group			NOUN			5.81081081081081	4.54054054054054	6.23529411764706	4.58823529411765	5.45	4.5	6	4	1	90.16	85.88	4.62
Monnier-2014-1031-481	481	grue	crane	CRANE (DEVICE)	3745	NOUN			4.93246753246753	3.63896103896104	5.22222222222222	4.33333333333333	4.89411764705882	3.54705882352941	4	3	1	3.54	2.84	5.11
Monnier-2014-1031-482	482	guerre	war	WAR	935	NOUN			2.37837837837838	5.67567567567568	3.17647058823529	5.82352941176471	1.7	5.55	6	3	1	212.82	338.65	5.7
Monnier-2014-1031-483	483	guitare	guitar	GUITAR	3090	NOUN	AF	111	6.45945945945946	5.13513513513514	6.52941176470588	4.41176470588235	6.4	5.75	7	5	2	12.78	11.55	6.91
Monnier-2014-1031-484	484	gym	gym			NOUN			6.05063291139241	5.32911392405063	5.625	4	6.09859154929578	5.47887323943662	3	3	1	9.18	2.23	5.9
Monnier-2014-1031-485	485	hache	axe	AXE	677	NOUN	AF	12	4.51351351351351	3.81081081081081	5.76470588235294	4.70588235294118	3.45	3.05	5	2	1	8.73	11.76	6.58
Monnier-2014-1031-486	486	haine	hate			NOUN			1.55844155844156	7.06493506493506	2.16666666666667	7.25	1.58461538461538	7.03076923076923	5	2	1	31.49	49.39	3.04
Monnier-2014-1031-487	487	harpe	harp	HARP	2597	NOUN			6.58441558441558	2.77922077922078	6.88888888888889	3.11111111111111	6.54411764705882	2.73529411764706	5	3	1	0.94	4.86	6.18
Monnier-2014-1031-488	488	hélice	propeller			NOUN			4.86075949367089	4.41772151898734	5.125	3.5	4.83098591549296	4.52112676056338	6	4	2	1.9	2.36	5.77
Monnier-2014-1031-489	489	hélicoptère	helicopter	HELICOPTER	2580	NOUN	AF	120	5.57894736842105	5.02631578947368	6.05882352941176	5.64705882352941	5.19047619047619	4.52380952380952	11	9	4	10.98	2.43	6.63
Monnier-2014-1031-490	490	hérédité	heredity			NOUN			5.28571428571429	3.92207792207792	5.33333333333333	4.16666666666667	5.27692307692308	3.87692307692308	8	7	4	0.71	3.99	
Monnier-2014-1031-491	491	hérisson 	hedgehog	HEDGEHOG	1797	NOUN	B	154	6.21621621621622	3.91891891891892	6.82352941176471	4.11764705882353	5.7	3.75	8	5	3	0.69	1.76	5.54
Monnier-2014-1031-492	492	heure	hour	HOUR	1353	NOUN			4.13513513513514	3.75675675675676	4	4.25	4.23809523809524	3.38095238095238	5	2	1	415.4	439.86	4.61
Monnier-2014-1031-493	493	hibou	owl	OWL	735	NOUN	AF	160	5.75675675675676	3.2972972972973	6.47058823529412	4.11764705882353	5.15	2.6	5	3	2	4.08	2.36	6.87
Monnier-2014-1031-494	494	hier	yesterday	YESTERDAY	1174	NOUN			4.94594594594595	3.64864864864865	4.64705882352941	4	5.2	3.35	4	3	1	223.77	92.64	2.9
Monnier-2014-1031-495	495	hippocampe	hippocampus			NOUN			6.38181818181818	3.42597402597403	5.66666666666667	4.15555555555556	6.47794117647059	3.32941176470588	10	6	3	0.58	0.27	5.98
Monnier-2014-1031-496	496	hippopotame	hippopotamus	HIPPOPOTAMUS	3145	NOUN			6.12658227848101	4.0379746835443	6.25	4.125	6.11267605633803	4.02816901408451	11	8	4	1.45	0.54	6.85
Monnier-2014-1031-497	497	homard	lobster	LOBSTER	2397	NOUN			5.55194805194805	4.01298701298701	6.16666666666667	4.58333333333333	5.43692307692308	3.90769230769231	6	4	2	3.79	3.51	6.7
Monnier-2014-1031-498	498	homme	man	MAN	1554	NOUN			6.86486486486487	5.97297297297297	6	4.52941176470588	7.6	7.2	5	2	1	781.11	852.23	6.67
Monnier-2014-1031-499	499	horloge	clock	CLOCK	1323	NOUN	AF	60	4.56756756756757	4.16216216216216	5	4.52941176470588	4.2	3.85	7	5	2	9.37	13.99	6.84
Monnier-2014-1031-500	500	horreur	horror			NOUN			3.72	5.2	5.55555555555556	4.94444444444444	2.6875	5.34375	7	4	2	39.79	61.35	3.51
Monnier-2014-1031-501	501	hotte 	hood			NOUN			5.43243243243243	4.10810810810811	5.58823529411765	4.35294117647059	5.3	3.9	5	2	1	1	2.43	3.71
Monnier-2014-1031-502	502	houx	holly			NOUN			5.65714285714286	3.65844155844156	5	4	5.74558823529412	3.61323529411765	4	1	1	0.07	1.28	5.9
Monnier-2014-1031-503	503	huître	oyster	OYSTERS	2830	NOUN			3.77215189873418	3.74683544303797	4.5	3.625	3.69014084507042	3.76056338028169	6	4	1	1.41	2.7	6.16
Monnier-2014-1031-504	504	humeur	mood			NOUN			6.53246753246753	5.05194805194805	6	3.83333333333333	6.63076923076923	5.27692307692308	6	4	2	29.8	52.57	3
Monnier-2014-1031-505	505	humour	humor			NOUN			8.43243243243243	6.24324324324324	8.05882352941176	6.70588235294118	8.75	5.85	6	4	2	17.22	16.76	3.15
Monnier-2014-1031-506	506	hypothèse	hypothesis			NOUN			5.45454545454545	3.8961038961039	5.22222222222222	4.44444444444444	5.48529411764706	3.82352941176471	9	6	3	7.47	12.91	2.52
Monnier-2014-1031-507	507	idée	idea	IDEA	1609	NOUN			7	5	7.17647058823529	5.41176470588235	6.85	4.65	4	3	2	330.39	241.08	3.27
Monnier-2014-1031-508	508	île 	island	ISLAND	622	NOUN	B	159	7.94	6.42	7.55555555555556	5.72222222222222	8.15625	6.8125	3	2	1	50.2	83.58	6.4
Monnier-2014-1031-509	509	illusion	illusion			NOUN			4.67088607594937	4.91139240506329	5.375	4.375	4.59154929577465	4.97183098591549	8	6	3	11.19	30.27	3.38
Monnier-2014-1031-510	510	imagination	imagination			NOUN			7.72972972972973	6.02702702702703	7.52941176470588	5.29411764705882	7.9	6.65	11	10	5	27.14	45.81	2.91
Monnier-2014-1031-511	511	immensité	immensity			NOUN			6.45454545454545	5.68831168831169	6.58333333333333	6.33333333333333	6.43076923076923	5.56923076923077	9	7	4	1.52	7.97	3.36
Monnier-2014-1031-512	512	index	index			NOUN			4.98701298701299	3.20779220779221	4.55555555555556	4	5.04411764705882	3.10294117647059	5	5	2	2.18	32.43	4.58
Monnier-2014-1031-513	513	indien 	indian	INDIGENOUS PEOPLES OF THE AMERICAS	3612	NOUN	B	160	5.81081081081081	4	6.05882352941176	4.70588235294118	5.6	3.4	6	4	2	4.13	0.47	5.97
Monnier-2014-1031-514	514	infini	infinity			NOUN			6.53164556962025	4.82278481012658	5.875	4	6.6056338028169	4.91549295774648	6	5	3	3.38	17.7	2.63
Monnier-2014-1031-515	515	infirmière 	nurse			NOUN	B	161	5.91891891891892	4.7027027027027	6.41176470588235	5.23529411764706	5.5	4.25	10	8	3	27.14	22.97	6.12
Monnier-2014-1031-516	516	injustice	injustice			NOUN			1.38961038961039	7.44155844155844	1.75	7.75	1.46153846153846	7.38461538461539	9	7	3	4.61	11.49	2.51
Monnier-2014-1031-517	517	intelligence	intelligence			NOUN			7.08108108108108	5.83783783783784	6.70588235294118	5.35294117647059	7.4	6.25	12	8	4	18.27	36.22	2.63
Monnier-2014-1031-518	518	interrupteur	switch			NOUN			4.83116883116883	3.66233766233766	4.77777777777778	3.77777777777778	4.83823529411765	3.64705882352941	12	9	4	2.58	2.09	5.18
Monnier-2014-1031-519	519	intuition	intuition			NOUN			7.11392405063291	5.08860759493671	6.25	4.875	7.2112676056338	5.11267605633803	9	7	3	8.64	9.8	2.62
Monnier-2014-1031-520	520	ironie	sarcasm			NOUN			6.15584415584416	5.72727272727273	6.5	6.08333333333333	6.09230769230769	5.66153846153846	6	5	3	6	23.78	2.09
Monnier-2014-1031-521	521	isolement	isolation			NOUN			2.09090909090909	4.46753246753247	3.88888888888889	4.55555555555556	1.85294117647059	4.45588235294118	9	7	4	5.63	7.91	3.1
Monnier-2014-1031-522	522	jalousie	jealousy	JEALOUSY	2016	NOUN			2.68	6.18	3.88888888888889	5.94444444444444	2	6.3125	8	6	3	13.2	22.09	3.29
Monnier-2014-1031-523	523	jambe	leg	LEG	1297	NOUN	AF	134	5.45945945945946	3.45945945945946	5.82352941176471	4.23529411764706	5.15	2.8	5	3	1	46.31	49.93	6.72
Monnier-2014-1031-524	524	jambon 	ham			NOUN	B	162	6.72972972972973	3.83783783783784	6.82352941176471	3.94117647058824	6.65	3.75	6	4	2	8.94	11.01	6.7
Monnier-2014-1031-525	525	jardin	garden	GARDEN	586	NOUN			6.81081081081081	3.89189189189189	6.94117647058824	4.52941176470588	6.7	3.35	6	5	2	54.01	148.72	6.45
Monnier-2014-1031-526	526	jaune	yellow	YELLOW	1424	ADJ			5.89189189189189	3.94594594594595	5.76470588235294	3.94117647058824	6	3.95	5	3	1	15.48	75.81	6
Monnier-2014-1031-527	527	jeu	play			NOUN			7.7027027027027	6.7027027027027	7.88235294117647	6.64705882352941	7.55	6.75	3	2	1	156.79	130.68	5.3
Monnier-2014-1031-528	528	jeune	young person			NOUN			7.05405405405405	5.7027027027027	6.82352941176471	5.47058823529412	7.25	5.9	5	3	1	18.16	17.77	5.5
Monnier-2014-1031-529	529	joie	joy	JOY	2524	NOUN			8.58	7.5	8.38888888888889	6.88888888888889	8.6875	7.84375	4	3	1	71.07	134.12	4.17
Monnier-2014-1031-530	530	joli	pretty	GOOD-LOOKING	2410	ADJ			7.84810126582279	5.26582278481013	7.75	5.75	7.85915492957747	5.2112676056338	4	4	2	94.55	44.53	
Monnier-2014-1031-531	531	jouet	toy	TOY	2403	NOUN			6.86	5.66	7.11111111111111	6.38888888888889	6.71875	5.25	5	3	1	11.82	7.03	6.4
Monnier-2014-1031-532	532	journal 	newspaper	NEWSPAPER	1298	NOUN	B	164	4.97297297297297	3.2972972972973	5.35294117647059	3.05882352941176	4.65	3.5	7	6	2	72.5	124.32	6.46
Monnier-2014-1031-533	533	jugement	judgement			NOUN			4.02597402597403	4.90909090909091	5.33333333333333	4.58333333333333	3.78461538461538	4.96923076923077	8	6	3	19.92	24.12	3.04
Monnier-2014-1031-534	534	jumelles	binoculars			NOUN	AF	264	5.68421052631579	3.81578947368421	6.29411764705882	3.82352941176471	5.19047619047619	3.80952380952381	8	5	2	4.89	12.7	6.45
Monnier-2014-1031-535	535	jungle	jungle	JUNGLE	3808	NOUN			6.5945945945946	5.48648648648649	7.52941176470588	5.88235294117647	5.8	5.15	6	4	1	16.25	7.43	6.31
Monnier-2014-1031-536	536	jupe	skirt	SKIRT	1600	NOUN	AF	205	6.2972972972973	4.64864864864865	6.05882352941176	4.64705882352941	6.5	4.65	4	3	1	10.12	34.05	6.5
Monnier-2014-1031-537	537	jus 	juice	JUICE	1499	NOUN			6.81081081081081	4.5945945945946	7.23529411764706	4.64705882352941	6.45	4.55	3	2	1	22.36	23.04	6.39
Monnier-2014-1031-538	538	justice	justice	JUSTICE	4049	NOUN			5.64864864864865	5.51351351351351	5.64705882352941	4.82352941176471	5.65	6.1	7	6	2	50.96	46.22	2.97
Monnier-2014-1031-539	539	kangourou	kangaroo	KANGAROO	164	NOUN	AF	126	6.56756756756757	4.94594594594595	6.23529411764706	4.29411764705882	6.85	5.5	9	6	3	1.42	1.15	6.81
Monnier-2014-1031-540	540	klaxon 	horn			NOUN	B	166	4.40540540540541	4.91891891891892	3.88235294117647	4.82352941176471	4.85	5	6	6	2	4.89	3.24	5.4
Monnier-2014-1031-541	541	lacet 	shoelace			NOUN	B	168	4.83783783783784	2.54054054054054	4.70588235294118	2.64705882352941	4.95	2.45	5	4	2	0.83	5.27	6.58
Monnier-2014-1031-542	542	laid	ugly	UGLY	1548	ADJ			2.53246753246753	4.05194805194805	3	4.88888888888889	2.47058823529412	3.94117647058824	4	2	1	9.52	10.41	4.4
