ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	DIACL_ID	DIACL_CATEGORY	DIACL_NOTE
Carling-2017-104a-1	1	98	ALL	all (of a number)	1001		
Carling-2017-104a-2	2	646	ASH	ash(es)	1002		
Carling-2017-104a-3	3	1204	BARK	bark (of tree)	1003		
Carling-2017-104a-4	4	2114	BELLY OR STOMACH	belly (abdomen, stomach)	1004		
Carling-2017-104a-5	5	1202	BIG	big	1005		
Carling-2017-104a-6	6	937	BIRD	bird	1006		
Carling-2017-104a-7	7	1403	BITE	to bite	1007		
Carling-2017-104a-8	8	163	BLACK	black (colour)	1008		
Carling-2017-104a-9	9	946	BLOOD	blood (n)	1009		
Carling-2017-104a-10	10	1394	BONE	bone	1010		
Carling-2017-104a-11	11	1402	BREAST	breast	1011		
Carling-2017-104a-12	12	1428	BURNING	to burn (intr.)	1012		
Carling-2017-104a-13	13	1258	FINGERNAIL	fingernail	1013		
Carling-2017-104a-14	14	1489	CLOUD	cloud (not fog)	1014		
Carling-2017-104a-15	15	2483	COLD (OF WEATHER)	cold (of weather)	1015		
Carling-2017-104a-16	16	1446	COME	to come	1016		
Carling-2017-104a-17	17	1494	DIE	to die	1017		
Carling-2017-104a-18	18	2009	DOG	dog	1018		
Carling-2017-104a-19	19	1401	DRINK	to drink	1019		
Carling-2017-104a-20	20	1398	DRY	dry (adj)	1020		
Carling-2017-104a-21	21	1247	EAR	ear	1021		
Carling-2017-104a-22	22	1228	EARTH (SOIL)	earth (soil, ground)	1022		
Carling-2017-104a-23	23	1336	EAT	to eat	1023		
Carling-2017-104a-24	24	744	EGG	egg	1024		
Carling-2017-104a-25	25	1248	EYE	eye	1025		
Carling-2017-104a-26	26	323	FAT (ORGANIC SUBSTANCE)	fat (organic substance)	1026		
Carling-2017-104a-27	27	1201	FEATHER	feather (not down)	1027		
Carling-2017-104a-28	28	221	FIRE	fire	1028		
Carling-2017-104a-29	29	227	FISH	fish (n)	1029		
Carling-2017-104a-30	30	1441	FLY (MOVE THROUGH AIR)	to fly	1030		
Carling-2017-104a-31	31	1301	FOOT	foot (not leg)	1031		
Carling-2017-104a-32	32	1429	FULL	full	1032		
