ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH	WOLD_ID	URL	IDS_ID	DESCRIPTION	CONTEXT	PART_OF_SPEECH	SEMANTIC_FIELD	AGE_SCORE	BORROWING_SCORE	SIMPLICITY_SCORE	REPRESENTATION	RANK
Haspelmath-2009-1460-325	1745	HIP	325	the hip	4-463	http://wold.clld.org/meaning/4-463	4.463	-	-	Noun	4	0.8344444444	0.125	0.9240740741	52	545
Haspelmath-2009-1460-326	834	BUTTOCKS	326	the buttocks	4-464	http://wold.clld.org/meaning/4-464	4.464	‘the fleshy part of one’s body that people sit on’	-	Noun	4	0.8305647841	0.0996677741	0.8820598007	58	606
Haspelmath-2009-1460-327	804	WOMB	327	the womb	4-47	http://wold.clld.org/meaning/4-47	4.47	-	-	Noun	4	0.801607717	0.2893890675	0.7926045016	54	1033
Haspelmath-2009-1460-328	797	TESTICLES	328	the testicles	4-49	http://wold.clld.org/meaning/4-49	4.49	-	-	Noun	4	0.8534136546	0.2128514056	0.8654618474	67	301
Haspelmath-2009-1460-329	1222	PENIS	329	the penis	4-492	http://wold.clld.org/meaning/4-492	4.492	-	-	Noun	4	0.843187067	0.2909930716	0.9491916859	75	421
Haspelmath-2009-1460-330	1407	BREATHE	330	to breathe	4-51	http://wold.clld.org/meaning/4-51	4.51	-	-	Verb	4	0.7876923077	0.125	0.7	45	1190
Haspelmath-2009-1460-331	1028	YAWN	331	to yawn	4-52	http://wold.clld.org/meaning/4-52	4.52	-	-	Verb	4	0.7928571429	0.119047619	0.7619047619	42	1137
Haspelmath-2009-1460-332	162	HICCOUGH	332	to hiccough	4-521	http://wold.clld.org/meaning/4-521	4.521	-	-	Verb	4	0.786746988	0.1265060241	0.8674698795	42	1205
Haspelmath-2009-1460-333	879	COUGH	333	to cough	4-53	http://wold.clld.org/meaning/4-53	4.53	-	-	Verb	4	0.8395061728	0.0555555556	0.8518518519	41	463
Haspelmath-2009-1460-334	1621	SNEEZE	334	to sneeze	4-54	http://wold.clld.org/meaning/4-54	4.54	-	-	Verb	4	0.8082524272	0.1152912621	0.8725728155	42	935
Haspelmath-2009-1460-335	126	SWEAT (PERSPIRE)	335	to perspire	4-55	http://wold.clld.org/meaning/4-55	4.55	-	-	Verb	4	0.7979591837	0.1479591837	0.7117346939	50	1075
Haspelmath-2009-1460-336	1440	SPIT	336	to spit	4-56	http://wold.clld.org/meaning/4-56	4.56	-	-	Verb	4	0.8444444444	0.0555555556	0.7944444444	46	404
Haspelmath-2009-1460-337	1278	VOMIT	337	to vomit	4-57	http://wold.clld.org/meaning/4-57	4.57	-	-	Verb	4	0.8526645768	0.2210031348	0.9012539185	57	311
Haspelmath-2009-1460-338	1403	BITE	338	to bite	4-58	http://wold.clld.org/meaning/4-58	4.58	-	-	Verb	4	0.9017064846	0.0358361775	0.8873720137	54	21
Haspelmath-2009-1460-339	319	LICK	339	to lick	4-59	http://wold.clld.org/meaning/4-59	4.59	-	-	Verb	4	0.886746988	0.1626506024	0.9036144578	42	71
Haspelmath-2009-1460-340	268	DRIBBLE	340	to dribble	4-591	http://wold.clld.org/meaning/4-591	4.591	‘to let saliva flow out of one’s mouth onto one’s chin’	Watch out, the baby is dribbling on your shirt!	Verb	4	0.7730769231	0.0961538462	0.7051282051	42	1304
Haspelmath-2009-1460-341	1585	SLEEP	341	to sleep	4-61	http://wold.clld.org/meaning/4-61	4.61	-	-	Verb	4	0.8545801527	0.1001908397	0.8740458015	49	282
Haspelmath-2009-1460-342	1983	SNORE	342	to snore	4-612	http://wold.clld.org/meaning/4-612	4.612	-	-	Verb	4	0.82	0.115	0.79	50	748
Haspelmath-2009-1460-343	1920	DREAM (SOMETHING)	343	to dream	4-62	http://wold.clld.org/meaning/4-62	4.62	-	-	Verb	4	0.8436781609	0.0862068966	0.7471264368	44	414
Haspelmath-2009-1460-344	1602	WAKE UP	344	to wake up	4-63	http://wold.clld.org/meaning/4-63	4.63	(intransitive)	I wake up at seven every morning.	Verb	4	0.7885601578	0.1065088757	0.8106508876	47	1179
Haspelmath-2009-1460-345	1159	FART	345	to fart	4-64	http://wold.clld.org/meaning/4-64	4.64	-	-	Verb	4	0.854	0.35	0.8	50	290
Haspelmath-2009-1460-346	592	PISS	346	to piss	4-65	http://wold.clld.org/meaning/4-65	4.65	-	-	Verb	4	0.8367346939	0.1887755102	0.7908163265	49	501
Haspelmath-2009-1460-347	676	SHIT (DEFECATE)	347	to shit	4-66	http://wold.clld.org/meaning/4-66	4.66	-	-	Verb	4	0.853271028	0.1495327103	0.785046729	54	304
Haspelmath-2009-1460-348	1785	HAVE SEX	348	to have sex	4-67	http://wold.clld.org/meaning/4-67	4.67	-	-	Verb	4	0.8414835165	0.1236263736	0.7623626374	64	440
Haspelmath-2009-1460-349	52	SHIVER	349	to shiver	4-68	http://wold.clld.org/meaning/4-68	4.68	-	-	Verb	4	0.7873786408	0.072815534	0.8203883495	53	1198
Haspelmath-2009-1460-350	138	BATHE	350	to bathe	4-69	http://wold.clld.org/meaning/4-69	4.69	(intransitive)	She likes to bathe before going to bed.	Verb	4	0.8527472527	0.1153846154	0.7692307692	49	310
Haspelmath-2009-1460-351	1152	BEGET	351	to beget	4-71	http://wold.clld.org/meaning/4-71	4.71	‘become the father of’	-	Verb	4	0.8229551451	0.1622691293	0.7625329815	36	707
Haspelmath-2009-1460-352	1090	BE BORN	352	to be born	4-72	http://wold.clld.org/meaning/4-72	4.72	-	-	Verb	4	0.8574712644	0.1747126437	0.7620689655	44	259
Haspelmath-2009-1460-353	1123	PREGNANT	353	pregnant	4-73	http://wold.clld.org/meaning/4-73	4.73	-	-	Adjective	4	0.7429951691	0.0700483092	0.7101449275	55	1424
Haspelmath-2009-1460-354	1087	CONCEIVE	354	to conceive	4-732	http://wold.clld.org/meaning/4-732	4.732	-	She conceived her first child while still in England.	Verb	4	0.7333333333	0.0942028986	0.6485507246	38	1438
Haspelmath-2009-1460-355	1422	BE ALIVE	355	to be alive	4-74	http://wold.clld.org/meaning/4-74	4.74	-	I thought he was dead, but he's still alive.	Verb	4	0.8437371663	0.1314168378	0.818275154	48	413
Haspelmath-2009-1460-356	1494	DIE	356	to die	4-75	http://wold.clld.org/meaning/4-75	4.75	-	-	Verb	4	0.8263636364	0.2045454545	0.8954545455	61	662
Haspelmath-2009-1460-357	1904	DROWN	357	to drown	4-751	http://wold.clld.org/meaning/4-751	4.751	-	The dog fell into the river and drowned.	Verb	4	0.812987013	0.1623376623	0.7012987013	43	861
Haspelmath-2009-1460-358	1417	KILL	358	to kill	4-76	http://wold.clld.org/meaning/4-76	4.76	-	-	Verb	4	0.8577777778	0.0777777778	0.8323232323	48	257
Haspelmath-2009-1460-359	767	CORPSE	359	the corpse	4-77	http://wold.clld.org/meaning/4-77	4.77	'body of a dead human'	-	Noun	4	0.8256756757	0.3671171171	0.8963963964	45	675
Haspelmath-2009-1460-360	1719	BURY	360	to bury	4-78	http://wold.clld.org/meaning/4-78	4.78	‘bury a dead person’	-	Verb	4	0.8449438202	0.1179775281	0.8314606742	47	394
Haspelmath-2009-1460-361	1773	GRAVE	361	the grave	4-79	http://wold.clld.org/meaning/4-79	4.79	-	-	Noun	4	0.8244897959	0.3010204082	0.887755102	49	687
Haspelmath-2009-1460-362	785	STRONG	362	strong	4-81	http://wold.clld.org/meaning/4-81	4.81	-	She's a strong woman and can lift 50 kilos.	Adjective	4	0.8203669725	0.2752293578	0.8678899083	52	744
Haspelmath-2009-1460-363	1601	WEAK	363	weak	4-82	http://wold.clld.org/meaning/4-82	4.82	-	He's so weak that he cannot even lift 5 kilos.	Adjective	4	0.7898366606	0.1715063521	0.8039927405	52	1167
Haspelmath-2009-1460-364	1364	HEALTHY	364	healthy	4-83	http://wold.clld.org/meaning/4-83	4.83	-	-	Adjective	4	0.8656530753	0.3545266068	0.7781617139	46	187
Haspelmath-2009-1460-365	1847	SICK	365	sick/ill	4-84	http://wold.clld.org/meaning/4-84	4.84	-	-	Adjective	4	0.8116104869	0.1779026217	0.845505618	51	882
Haspelmath-2009-1460-366	1534	FEVER	366	the fever	4-841	http://wold.clld.org/meaning/4-841	4.841	-	-	Noun	4	0.7980411604	0.3068435408	0.8382097694	48	1072
Haspelmath-2009-1460-367	1957	GOITER	367	the goitre/goiter	4-842	http://wold.clld.org/meaning/4-842	4.842	‘a disease of the thyroid gland that makes one’s neck very swollen’	-	Noun	4	0.828125	0.140625	0.78125	32	637
Haspelmath-2009-1460-368	102	COMMON COLD (DISEASE)	368	the cold	4-843	http://wold.clld.org/meaning/4-843	4.843	‘the common cold’	He caught a cold after swimming in the lake at night.	Noun	4	0.7929961089	0.1945525292	0.8482490272	46	1136
Haspelmath-2009-1460-369	1109	WOUND	369	the wound or sore	4-85	http://wold.clld.org/meaning/4-85	4.85	-	-	Noun	4	0.8076124567	0.1522491349	0.875432526	52	942
Haspelmath-2009-1460-370	1148	BRUISE	370	the bruise	4-852	http://wold.clld.org/meaning/4-852	4.852	-	-	Noun	4	0.7680933852	0.0700389105	0.7723735409	44	1331
Haspelmath-2009-1460-371	1903	SWELLING	371	the swelling	4-853	http://wold.clld.org/meaning/4-853	4.853	-	-	Noun	4	0.837755102	0.1173469388	0.7704081633	50	484
Haspelmath-2009-1460-372	148	ITCH	372	the itch	4-854	http://wold.clld.org/meaning/4-854	4.854	-	The itch was caused by an insect bite.	Noun	4	0.8431818182	0.0284090909	0.7897727273	44	422
Haspelmath-2009-1460-373	1584	BLISTER	373	the blister	4-855	http://wold.clld.org/meaning/4-855	4.855	-	-	Noun	4	0.8024096386	0.0963855422	0.7891566265	42	1019
Haspelmath-2009-1460-374	793	BOIL (OF SKIN)	374	the boil	4-856	http://wold.clld.org/meaning/4-856	4.856	‘a painful infected swelling under someone’s skin’	The boy’s body is covered in boils.	Noun	4	0.8022222222	0.1305555556	0.8777777778	46	1024
Haspelmath-2009-1460-375	1808	PUS	375	the pus	4-857	http://wold.clld.org/meaning/4-857	4.857	-	-	Noun	4	0.8859315589	0.1197718631	0.9600760456	47	73
Haspelmath-2009-1460-376	497	SCAR	376	the scar	4-858	http://wold.clld.org/meaning/4-858	4.858	-	-	Noun	4	0.8053191489	0.2446808511	0.8484042553	49	972
Haspelmath-2009-1460-377	499	CURE	377	to cure	4-86	http://wold.clld.org/meaning/4-86	4.86	-	The treatment cured the patient's illness.	Verb	4	0.7616161616	0.1868686869	0.7222222222	50	1364
Haspelmath-2009-1460-378	597	PHYSICIAN	378	the physician	4-87	http://wold.clld.org/meaning/4-87	4.87	-	-	Noun	4	0.7904347826	0.5913043478	0.8717391304	59	1159
Haspelmath-2009-1460-379	1372	MEDICINE	379	the medicine	4-88	http://wold.clld.org/meaning/4-88	4.88	‘drug, medication’	-	Noun	4	0.8352941176	0.4215686275	0.9019607843	54	525
Haspelmath-2009-1460-380	655	POISON	380	the poison	4-89	http://wold.clld.org/meaning/4-89	4.89	-	-	Noun	4	0.8387900356	0.4430604982	0.9359430605	49	472
Haspelmath-2009-1460-381	1757	TIRED	381	tired	4-91	http://wold.clld.org/meaning/4-91	4.91	-	-	Adjective	4	0.8241007194	0.196942446	0.8651079137	48	693
Haspelmath-2009-1460-382	168	REST	382	to rest	4-912	http://wold.clld.org/meaning/4-912	4.912	-	-	Verb	4	0.8382899628	0.2118959108	0.7546468401	47	477
Haspelmath-2009-1460-383	1564	LAZY	383	lazy	4-92	http://wold.clld.org/meaning/4-92	4.92	-	-	Adjective	4	0.8100591716	0.2352071006	0.8934911243	59	909
Haspelmath-2009-1460-384	1125	BALD	384	bald	4-93	http://wold.clld.org/meaning/4-93	4.93	-	-	Adjective	4	0.8145695364	0.1937086093	0.821192053	51	833
Haspelmath-2009-1460-385	320	LAME	385	lame	4-94	http://wold.clld.org/meaning/4-94	4.94	-	-	Adjective	4	0.8298701299	0.1785714286	0.8766233766	43	618
Haspelmath-2009-1460-386	996	DEAF	386	deaf	4-95	http://wold.clld.org/meaning/4-95	4.95	-	-	Adjective	4	0.8586956522	0.1576086957	0.8043478261	47	249
Haspelmath-2009-1460-387	1666	MUTE	387	mute	4-96	http://wold.clld.org/meaning/4-96	4.96	-	-	Adjective	4	0.81625	0.11875	0.8375	42	801
Haspelmath-2009-1460-388	1653	BLIND	388	blind	4-97	http://wold.clld.org/meaning/4-97	4.97	-	-	Adjective	4	0.8340659341	0.1098901099	0.8571428571	46	553
Haspelmath-2009-1460-389	1463	DRUNK	389	drunk	4-98	http://wold.clld.org/meaning/4-98	4.98	‘intoxicated’	They became drunk after drinking too much beer.	Adjective	4	0.8087378641	0.067961165	0.7475728155	52	927
Haspelmath-2009-1460-390	590	NAKED	390	naked	4-99	http://wold.clld.org/meaning/4-99	4.99	-	The child does not like to wear clothes, and goes around naked.	Adjective	4	0.8264705882	0.0784313725	0.8382352941	52	657
Haspelmath-2009-1460-391	1336	EAT	391	to eat	5-11	http://wold.clld.org/meaning/5-11	5.11	(transitive)	The child has eaten the fruit.	Verb	5	0.8981132075	0.0801886792	0.9245283019	58	32
Haspelmath-2009-1460-392	256	FOOD	392	the food	5-12	http://wold.clld.org/meaning/5-12	5.12	-	-	Noun	5	0.8161579162	0.1746031746	0.7456247456	54	803
Haspelmath-2009-1460-393	269	COOKED	393	cooked	5-121	http://wold.clld.org/meaning/5-121	5.121	(contrasting with 'raw')	Cooked bananas taste even better than raw bananas.	Adjective	5	0.8372641509	0.0636792453	0.7452830189	46	492
Haspelmath-2009-1460-394	1959	RAW	394	raw	5-122	http://wold.clld.org/meaning/5-122	5.122	-	Cooked bananas taste even better than raw bananas.	Adjective	5	0.8272727273	0.0548128342	0.8743315508	43	649
Haspelmath-2009-1460-395	178	RIPE	395	ripe	5-123	http://wold.clld.org/meaning/5-123	5.123	-	Unripe bananas have a green colour, whereas ripe bananas are yellow.	Adjective	5	0.8536585366	0.0945121951	0.8536585366	49	295
Haspelmath-2009-1460-396	1958	UNRIPE	396	unripe	5-124	http://wold.clld.org/meaning/5-124	5.124	-	Unripe bananas have a green colour, whereas ripe bananas are yellow.	Adjective	5	0.793258427	0.1	0.7865168539	50	1135
Haspelmath-2009-1460-397	1728	ROTTEN	397	rotten	5-125	http://wold.clld.org/meaning/5-125	5.125	(about fruit)	a rotten apple or mango	Adjective	5	0.8316793893	0.1574427481	0.8454198473	47	587
Haspelmath-2009-1460-398	1401	DRINK	398	to drink	5-13	http://wold.clld.org/meaning/5-13	5.13	-	drink water	Verb	5	0.864940239	0.0956175299	0.9342629482	47	191
Haspelmath-2009-1460-399	1533	BE HUNGRY	399	to be hungry	5-14	http://wold.clld.org/meaning/5-14	5.14	-	-	Verb	5	0.8043956044	0.0302197802	0.7582417582	47	986
Haspelmath-2009-1460-400	199	FAMINE	400	the famine	5-141	http://wold.clld.org/meaning/5-141	5.141	-	-	Noun	5	0.8472972973	0.1722972973	0.7837837838	39	368
Haspelmath-2009-1460-401	847	THIRSTY	401	to be thirsty	5-15	http://wold.clld.org/meaning/5-15	5.15	-	-	Verb	5	0.8325581395	0.0697674419	0.6860465116	43	574
Haspelmath-2009-1460-402	1421	SUCK	402	to suck	5-16	http://wold.clld.org/meaning/5-16	5.16	(transitive)	The baby is sucking milk.	Verb	5	0.8405451448	0.0596252129	0.8875638842	53	452
Haspelmath-2009-1460-403	321	CHEW	403	to chew	5-18	http://wold.clld.org/meaning/5-18	5.18	-	This meat is so tough I can hardly chew it!	Verb	5	0.8511363636	0.0738636364	0.875	47	324
Haspelmath-2009-1460-404	897	SWALLOW	404	to swallow	5-181	http://wold.clld.org/meaning/5-181	5.181	-	You need to chew this meat well before you can swallow it.	Verb	5	0.8273809524	0.0773809524	0.869047619	43	647
Haspelmath-2009-1460-405	129	CHOKE	405	to choke	5-19	http://wold.clld.org/meaning/5-19	5.19	'prevent from breathing (not necessarily leading to death)’	The smoke was choking the firefighters./The assailant choked his victim.	Verb	5	0.7623762376	0.1732673267	0.7772277228	51	1360
Haspelmath-2009-1460-406	1100	COOK (SOMETHING)	406	to cook	5-21	http://wold.clld.org/meaning/5-21	5.21	(transitive)	She was cooking a soup for her mother.	Verb	5	0.8229681979	0.1828621908	0.8012367491	53	706
Haspelmath-2009-1460-407	792	BOIL (OF LIQUID)	407	to boil	5-22	http://wold.clld.org/meaning/5-22	5.22	(intransitive)	The water is boiling.	Verb	5	0.8123745819	0.1755852843	0.8269230769	53	866
Haspelmath-2009-1460-408	2146	ROAST OR FRY	408	to roast or fry	5-23	http://wold.clld.org/meaning/5-23	5.23	-	-	Verb	5	0.8603406326	0.2791970803	0.9416058394	77	239
Haspelmath-2009-1460-409	183	BAKE	409	to bake	5-24	http://wold.clld.org/meaning/5-24	5.24	'in an oven, using dry heat' (transitive)	We are baking some bread.	Verb	5	0.8397660819	0.1578947368	0.8771929825	39	460
Haspelmath-2009-1460-410	1143	OVEN	410	the oven	5-25	http://wold.clld.org/meaning/5-25	5.25	-	-	Noun	5	0.8192307692	0.5138888889	0.9027777778	46	762
Haspelmath-2009-1460-411	1462	POT	411	the pot	5-26	http://wold.clld.org/meaning/5-26	5.26	'a container used for cooking which is round, deep, and usually made of metal'	He is cooking soup for the whole family in a big pot.	Noun	5	0.8388214905	0.3275563258	0.9558058925	55	470
Haspelmath-2009-1460-412	854	KETTLE	412	the kettle	5-27	http://wold.clld.org/meaning/5-27	5.27	'a metal container with a lid, a handle, and a spout (= for pouring), used to boil water'	The water is boiling in the kettle.	Noun	5	0.8439232409	0.6780383795	0.9232409382	43	410
Haspelmath-2009-1460-413	31	PAN	413	the pan	5-28	http://wold.clld.org/meaning/5-28	5.28	'a round and relatively flat metal container used for cooking, with one long handle'	-	Noun	5	0.8326086957	0.5489130435	0.8559782609	48	573
Haspelmath-2009-1460-414	481	DISH	414	the dish	5-31	http://wold.clld.org/meaning/5-31	5.31	'a relatively flat, round vessel from which food is served on the table'	-	Noun	5	0.8015306122	0.549744898	0.9923469388	46	1034
Haspelmath-2009-1460-415	480	PLATE	415	the plate	5-32	http://wold.clld.org/meaning/5-32	5.32	'a flat and usually round vessel that you eat from'	-	Noun	5	0.7607476636	0.5385514019	0.9369158879	46	1367
Haspelmath-2009-1460-416	1530	BOWL	416	the bowl	5-33	http://wold.clld.org/meaning/5-33	5.33	‘a concave container that is open at the top, usually used to hold food’	-	Noun	5	0.8542857143	0.5589285714	0.9625	55	288
Haspelmath-2009-1460-417	270	JUG	417	the jug/pitcher	5-34	http://wold.clld.org/meaning/5-34	5.34	'a container for holding and pouring liquids with a handle and a spout'	-	Noun	5	0.8590106007	0.4028268551	0.925795053	50	247
Haspelmath-2009-1460-418	476	CUP	418	the cup	5-35	http://wold.clld.org/meaning/5-35	5.35	‘a drinking vessel not made of glass’	-	Noun	5	0.798974359	0.6153846154	0.9282051282	52	1065
Haspelmath-2009-1460-419	271	SAUCER	419	the saucer	5-36	http://wold.clld.org/meaning/5-36	5.36	'a small dish for placing a cup'	-	Noun	5	0.7825136612	0.5	0.7950819672	33	1243
Haspelmath-2009-1460-420	1378	SPOON	420	the spoon	5-37	http://wold.clld.org/meaning/5-37	5.37	-	He ate the soup with a spoon.	Noun	5	0.8188118812	0.400990099	0.9108910891	52	768
Haspelmath-2009-1460-421	3210	KNIFE (FOR EATING)	421	the knife(1)	5-38	http://wold.clld.org/meaning/5-38	5.38	'knife for eating' (as opposed to knife used for preparing food)	-	Noun	5	0.8563758389	0.2567114094	0.9093959732	40	281
Haspelmath-2009-1460-422	1302	FORK	422	the fork	5-39	http://wold.clld.org/meaning/5-39	5.39	'tool used for picking up and eating food, with a handle and three or four points'	-	Noun	5	0.74	0.543902439	0.8756097561	42	1430
Haspelmath-2009-1460-423	272	TONGS	423	the tongs	5-391	http://wold.clld.org/meaning/5-391	5.391	'a tool that consists of two movable bars joined at one end, used to pick up an object'	-	Noun	5	0.7525	0.403125	0.8625	42	1401
Haspelmath-2009-1460-424	1526	MEAL	424	the meal	5-41	http://wold.clld.org/meaning/5-41	5.41	'an occasion when one eats food, for example breakfast or lunch'	Dinner is the main meal of the day for most people.	Noun	5	0.8271848924	0.1383399209	0.7913921827	50	651
Haspelmath-2009-1460-425	1322	BREAKFAST	425	the breakfast	5-42	http://wold.clld.org/meaning/5-42	5.42	'the meal one has in the morning'	-	Noun	5	0.757985258	0.257985258	0.6621621622	42	1379
Haspelmath-2009-1460-426	768	LUNCH	426	the lunch	5-43	http://wold.clld.org/meaning/5-43	5.43	'a meal eaten in the middle of the day'	-	Noun	5	0.752688172	0.2553763441	0.7244623656	39	1399
Haspelmath-2009-1460-427	1833	DINNER (SUPPER)	427	the dinner	5-44	http://wold.clld.org/meaning/5-44	5.44	'the main meal of the day, eaten in the middle of the day or in the evening'	-	Noun	5	0.7558340536	0.1815038894	0.5894554883	27	1391
Haspelmath-2009-1460-428	1833	DINNER (SUPPER)	428	the supper	5-45	http://wold.clld.org/meaning/5-45	5.45	'the last meal of the evening'	-	Noun	5	0.8116438356	0.1883561644	0.6575342466	35	1391
Haspelmath-2009-1460-429	275	PEEL	429	to peel	5-46	http://wold.clld.org/meaning/5-46	5.46	'remove the skin from food or vegetables'	This knife is good for peeling potatoes.	Verb	5	0.7876404494	0.1460674157	0.8286516854	49	1193
Haspelmath-2009-1460-430	86	SIEVE	430	to sieve or to strain	5-47	http://wold.clld.org/meaning/5-47	5.47	'separate solid things from a liquid by pouring the mixture through a sieve (= a container with very small holes in it)'	She strained the coffee before serving it.	Verb	5	0.8503708481	0.1693002257	0.8693969687	55	334
Haspelmath-2009-1460-431	1767	SCRAPE	431	to scrape	5-48	http://wold.clld.org/meaning/5-48	5.48	'remove something from a surface, using the edge of a knife, stick, etc.'	Scrape the carrots and slice them thinly.	Verb	5	0.8581818182	0.0927272727	0.8854545455	53	254
Haspelmath-2009-1460-432	2017	MIX	432	to stir or to mix	5-49	http://wold.clld.org/meaning/5-49	5.49	-	-	Verb	5	0.8264204545	0.1264204545	0.8607954545	61	659
Haspelmath-2009-1460-433	1368	BREAD	433	the bread	5-51	http://wold.clld.org/meaning/5-51	5.51	'a common important food made from flour, water, and yeast'	-	Noun	5	0.870917226	0.4787472036	0.8881431767	46	146
Haspelmath-2009-1460-434	273	DOUGH	434	the dough	5-53	http://wold.clld.org/meaning/5-53	5.53	'a mixture of flour and water ready to be baked into bread, pastry etc.'	-	Noun	5	0.8012345679	0.3086419753	0.8580246914	41	1036
Haspelmath-2009-1460-435	274	KNEAD	435	to knead	5-54	http://wold.clld.org/meaning/5-54	5.54	'press a dough many times with one's hands'	Knead the dough for three minutes.	Verb	5	0.847275518	0.1515732924	0.8820030698	48	369
Haspelmath-2009-1460-436	1594	FLOUR	436	the flour	5-55	http://wold.clld.org/meaning/5-55	5.55	-	-	Noun	5	0.8648058252	0.3495145631	0.9393203884	45	194
Haspelmath-2009-1460-437	1033	GRIND	437	to crush or to grind	5-56	http://wold.clld.org/meaning/5-56	5.56	'press [grain] in order to break it into very small pieces or powder'	-	Verb	5	0.8629179331	0.0813069909	0.8860182371	61	217
Haspelmath-2009-1460-438	636	MILL	438	the mill	5-57	http://wold.clld.org/meaning/5-57	5.57	-	-	Noun	5	0.862371134	0.2963917526	0.7912371134	35	221
Haspelmath-2009-1460-439	224	MORTAR CRUSHER	439	the mortar(1)	5-58	http://wold.clld.org/meaning/5-58	5.58	'a hard bowl in which substances are crushed with a pestle'	-	Noun	5	0.8432098765	0.1820987654	0.9074074074	43	420
Haspelmath-2009-1460-440	225	PESTLE	440	the pestle	5-59	http://wold.clld.org/meaning/5-59	5.59	'a short stick with a heavy round end, used for crushing things in a mortar'	-	Noun	5	0.7756410256	0.1538461538	0.7243589744	40	1287
Haspelmath-2009-1460-441	634	MEAT	441	the meat	5-61	http://wold.clld.org/meaning/5-61	5.61	'the flesh of animals or birds eaten as food'	-	Noun	5	0.8795107034	0.126911315	0.9724770642	43	102
Haspelmath-2009-1460-442	1874	SAUSAGE	442	the sausage	5-63	http://wold.clld.org/meaning/5-63	5.63	-	-	Noun	5	0.7507246377	0.5289855072	0.9057971014	36	1405
Haspelmath-2009-1460-443	1547	SOUP	443	the soup	5-64	http://wold.clld.org/meaning/5-64	5.64	-	Clear chicken soup can relieve the symptoms of the common cold.	Noun	5	0.8341549296	0.5308098592	0.9771126761	49	552
Haspelmath-2009-1460-444	924	VEGETABLES	444	the vegetables	5-65	http://wold.clld.org/meaning/5-65	5.65	'an edible plant grown in gardens that is not sweet'	-	Noun	5	0.8289706567	0.2557056358	0.8602701444	39	629
Haspelmath-2009-1460-445	832	BEAN	445	the bean	5-66	http://wold.clld.org/meaning/5-66	5.66	-	-	Noun	5	0.8541176471	0.4058823529	0.9529411765	44	289
Haspelmath-2009-1460-446	593	POTATO	446	the potato	5-7	http://wold.clld.org/meaning/5-7	5.7	-	-	Noun	5	0.7806896552	0.4215517241	0.8344827586	50	1259
Haspelmath-2009-1460-447	1507	FRUIT	447	the fruit	5-71	http://wold.clld.org/meaning/5-71	5.71	generic name for tree fruit covering apples, pears, mangos, oranges, etc.	-	Noun	5	0.860543131	0.2545926518	0.874201278	46	236
Haspelmath-2009-1460-448	1966	BUNCH	448	the bunch	5-712	http://wold.clld.org/meaning/5-712	5.712	'a group of flowers/fruit that are held together'	-	Noun	5	0.7958158996	0.140167364	0.9058577406	42	1106
Haspelmath-2009-1460-449	322	FIG	449	the fig	5-75	http://wold.clld.org/meaning/5-75	5.75	-	-	Noun	5	0.7819672131	0.5573770492	0.9262295082	31	1249
Haspelmath-2009-1460-450	920	GRAPE	450	the grape	5-76	http://wold.clld.org/meaning/5-76	5.76	-	-	Noun	5	0.8115384615	0.4591346154	0.8954326923	37	884
Haspelmath-2009-1460-451	191	NUT	451	the nut	5-77	http://wold.clld.org/meaning/5-77	5.77	-	-	Noun	5	0.8038910506	0.2733463035	0.8832684825	46	993
Haspelmath-2009-1460-452	1154	OLIVE	452	the olive	5-78	http://wold.clld.org/meaning/5-78	5.78	-	-	Noun	5	0.8708333333	0.9270833333	0.9479166667	24	147
Haspelmath-2009-1460-453	1484	OIL (ORGANIC SUBSTANCE)	453	the oil	5-79	http://wold.clld.org/meaning/5-79	5.79	'a smooth, thick liquid made from plants or animals, used especially in cooking'	-	Noun	5	0.8103448276	0.5997536946	0.9187192118	43	903
Haspelmath-2009-1460-454	323	FAT (ORGANIC SUBSTANCE)	454	the grease or fat	5-791	http://wold.clld.org/meaning/5-791	5.791	-	-	Noun	5	0.8795652174	0.1804347826	0.9217391304	46	100
Haspelmath-2009-1460-455	1274	SALT	455	the salt	5-81	http://wold.clld.org/meaning/5-81	5.81	-	-	Noun	5	0.8392857143	0.1517857143	0.9761904762	44	466
Haspelmath-2009-1460-456	1385	PEPPER	456	the pepper	5-82	http://wold.clld.org/meaning/5-82	5.82	'black pepper, a table seasoning produced from the berries of the plant Piper nigrum'	-	Noun	5	0.831884058	0.6594202899	0.8913043478	36	582
Haspelmath-2009-1460-457	919	CHILI PEPPER	457	the chili pepper	5-821	http://wold.clld.org/meaning/5-821	5.821	'the fruit of the plant Capsicum'	-	Noun	5	0.8407894737	0.4078947368	0.8947368421	39	449
Haspelmath-2009-1460-458	942	HONEY	458	the honey	5-84	http://wold.clld.org/meaning/5-84	5.84	-	-	Noun	5	0.843902439	0.3079268293	0.9085365854	45	411
Haspelmath-2009-1460-459	862	SUGAR	459	the sugar	5-85	http://wold.clld.org/meaning/5-85	5.85	-	-	Noun	5	0.82	0.79375	0.9375	41	749
Haspelmath-2009-1460-460	635	MILK	460	the milk	5-86	http://wold.clld.org/meaning/5-86	5.86	-	-	Noun	5	0.8464419476	0.3117977528	0.8876404494	48	376
