# from http://comparalex.org/index.php?page=stdlist&id=16
1	0001	be, become	être, devenir
2	0002	itch (v)	égratigner, érafler
3	0003	singe	brûler légèrement, roussir
4	0004	count (v)	compter
5	0005	spot, speckle	tacher, tacheter
6	0006	raphia palm	raphia
7	0007	borassus palm	rônier
8	0008	oil palm	palmier à huile
9	0009	date palm	dattier
10	0011	tent pegs	piquets de tente
11	0012	peg	cheville
12	0013	plot of ground	terrain
13	0014	courtyard	cour
14	0015	you sing	tu (sing)
15	0016	in front of	devant
16	0017	breast (ya mke)	sein, mamelle
17	0018	udder	pis, mamelle
18	0019	milk (kwa kunywa)	lait
19	0019	milk (kwa kunywa)	lait
20	0020	curdled milk	lait caillé
21	0021	buttermilk	babeurre
22	0022	thigh (cha nyama)	cuisse
23	0023	thigh (cha mtu)	cuisse
24	0024	rat	rat
25	0025	(very large long-tailed rat)	rat (queue longue, très grande)
26	0026	kind of rat	rat sp.
27	0027	bad	(être) mauvais
28	0028	wicked	(être) méchant
29	0029	rotten	(être) pourri, gâté
30	0030	boil	(faire) bouillir (l'eau), bouillonner
31	0032	chase (away)	chasser
32	0033	hunt	chasser
33	0034	(professional) hunter	chasseur
34	0035	hunting	chasse
35	0036	soot	suie
36	0037	become bad, rotten	(être) gâté, abîmé, ruiné
37	0037	become bad, rotten	(être) pourri, gâté
38	0038	be high (of meta)	euphorie (de "meta")
39	0039	pot, mug (earthenware)	pot, tasse
40	0040	(earthen) cooking pot	marmite (en terre)
41	0041	pot, vessel	pot, recipient
42	0042	metal pot	pot (en métal)
43	0043	small cooking pan	casserole
44	0044	(earthenware vessel for serving up food)	recipient (pot) pour servir la nourriture
45	0045	excrement, dung	excrément
46	0046	give birth to a child	accoucher, donner naissance, engendrer, enfanter
47	0047	he who begets (parent)	parent (père ou mère)
48	0048	offspring	descendance
49	0049	dirt	terre (sol)
50	0050	filth	(être) sale
51	0050a	rubbish, garbage	ordures
52	0051	swell (v.)	se gonfler, enfler
53	0052	corpse	cadavre
54	0053	dance	danser
55	0053	dance	danse (n)
56	0054	they	ils (humains)
57	0055	arm, hand	bras
58	0055	arm, hand	main
59	0056	get wet	se mouiller
60	0057	pump	pomper
61	0058	brain	cerveau
62	0059	mosquito	moustique
63	0060	dog	chien
64	0061	stone	caillou
65	0062	spider	araignée
66	0063	goat	chèvre
67	0064	open space	clairière
68	0065	mould (pottery)	moule (poterie)
69	0066	oil (from plants)	huile (végétale)
70	0067	seed	grain, semence
71	0068	grain (ya mtama=millet)	mil (saison de pluies)
72	0068	grain (ya mtama=millet)	grain de semence
73	0069	fertile soil	sol fertile
74	0070.	earth, land	sol, terre
75	0070.	earth, land	terre (sol)
76	0071	buffalo (=mbogo)	buffle
77	0072	mix, put together	mélanger
78	0073	mix (ingredients, e.g. unga chakula `season food')	melanger (ingrédients)
79	0074	stir, mix by stirring	remuer, melanger
80	0075	white hair	cheveux blancs
81	0076	rain	pluie
82	0077	break, snap	casser
83	0078	stir up, stir up	tourner
84	0079	crumple	friper
85	0080	bunch (la nywele = hair)	touffe, mèche (de cheveux)
86	0081	wrap up	envelopper
87	0082	spark	étincelle
88	0083	choose	choisir
89	0084	search for	chercher, essayer de trouver
90	0085	search diligently	chercher attentivement
91	0086	thicket	bosquet
92	0087	bait	appât
93	0088	(brass) wire	fil
94	0089	assemble, collect	réunir
95	0090	meet	rencontrer
96	0091	be gathered, be assembled	se rassembler
97	0092	become cheerful	devenir de bonne humeur
98	0093	be pleased	être content
99	0094	laugh (v)	rire
100	0095	sand	sable
101	0096	lean, bend down, slope	se pencher
102	0096	lean, bend down, slope	se courber, se pencher
103	0096	lean, bend down, slope	pente
104	0097	carry astride on the hip	porter sur le hanche
105	0098	cut, lop	découper
106	0099	(dry) land	terre
107	0100	(our) country	notre patrie
108	0101	below, underneath	sous, en-dessous
109	0102	squirrel	écureuil
110	0103	lion	lion
111	0104	cat	chat
112	0105	half-wild tomcat (also shume la paka)	chat demi-sauvage
113	0106	cheetah	guépard
114	0107	leopard	léopard
115	0108	genet (kind of speckled civet cat)	genette
116	0109	civet cat (also paka wa zabadi)	civette
117	0110	rub	frotter
118	0111	polish	polir, cirer
119	0112	wipe	essuyer
120	0113	broth	sauce, soupe
121	0114	poke	piquer
122	0115	thrust into	enfoncer
123	0116	shame	honte
