ID	GLOSS	PRIORITY
2489	ABACUS///Ábaco	1
303	ABSTAIN FROM FOOD///ayunar	1
2603	ACCORDION///Acordeón	1
1814	ACCUSE///acusar, denunciar	1
349	ACHIOTE///achiote	1
349	ACHIOTE///achiote, bija	1
968	ACORN///bellota	1
988	ACQUIT///absolver, exculpar	1
802	ADAM'S APPLE///nuez de la garganta	1
1818	ADJUDICATE///juzgar	1
2022	ADMIT///admitir, confesar, reconocer	1
901	ADOBE///adobe	1
902	ADULTERY///adulterio	1
290	ADZE///azuela	1
1685	AFTER///después	1
1807	AFTERNOON///tarde	1
204	AGAIN///otra vez	1
1789	AGE///edad	1
313	AGOUTI///agouti	1
313	AGOUTI///agutí	1
27	AIR///aire	1
1597	AIRPLANE///avión	2
404	ALCOHOL (FERMENTED DRINK)///bebida fermentada	1
98	ALL///cada uno, todo	1
98	ALL///todos	2
3237	ALLOW OR PERMIT///permitir, dejar	1
853	ALTAR///altar	1
1676	ALWAYS///siempre	1
65	AMBUSH///acechar, emboscar	1
896	ANACONDA (WATER BOA)///anaconda	1
896	ANACONDA (WATER BOA)///anaconda, water boa	1
1669	ANCESTORS///antepasados	1
1870	ANCHOR///ancla	1
1577	AND///y	1
82	ANGER///enojo	1
619	ANIMAL///animal	1
803	ANKLE///Tobillo	1
803	ANKLE///tobillo	1
9	ANNOUNCE///anunciar, avisar	1
1275	ANSWER///contestar	1
587	ANT///Hormiga	1
587	ANT///ant	1
587	ANT///hormiga	4
181	ANTEATER///anteater	1
181	ANTEATER///oso hormiguero	1
1935	ANUS///Ano	1
1648	ANVIL///yunque	1
1000	ANXIETY///ansiedad, angustia	1
1320	APPLE///manzana	2
1778	APPROACH///acercarse	1
876	ARCH///arco	1
1673	ARM///Brazo	1
1673	ARM///brazo	2
1885	ARMADILLO///armadillo	1
1885	ARMADILLO///armadillo, quinquincho, chupa	1
1061	ARMOUR///armadura	1
1886	ARMPIT///Axila	1
1886	ARMPIT///sobaco, axila	1
1561	ARMY///ejército, tropas	1
1387	ARRIVE///llegar, alcanzar	1
977	ARROW///arrow	1
977	ARROW///flecha	2
1889	ARSON///incendio premeditado	1
1925	ARTERY///arteria	1
646	ASH///ceniza	3
646	ASH///cenizas	1
1309	ASK (INQUIRE)///preguntar	1
1828	ASK (REQUEST)///pedir	1
1461	AT///en, lugar definido	1
722	ATTACK///atacar	1
1908	ATTENTIVE///Atento	1
1272	AUNT///tía	1
1276	AUTUMN///otoño	1
278	AWL///punzón	1
677	AXE///axe	1
677	AXE///hacha	4
1769	AXLE///eje	1
1289	BABY///criatura	1
1289	BABY///niño, bebé, nene	1
1291	BACK///Espalda	1
1291	BACK///espalda	4
56	BAD LUCK///mala suerte	1
1292	BAD///malo	2
2468	BAG///Bolsa	1
2013	BAIT///cebo, carnada	1
183	BAKE///hornear	1
1125	BALD///calvo	1
1845	BALL///pelota	3
1845	BALL///pelota, esfera, globo	1
3083	BALLOON///globo	2
1927	BAMBOO///bambú	1
1795	BANANA TREE///plátano, banano	1
868	BANANA///plátano	2
276	BANISTERIUM///ajahuasca, jajé	1
276	BANISTERIUM///banisterium	1
346	BANYAN///baniano	1
1204	BARK///corteza	3
1206	BARKING///ladrar	2
932	BARLEY///cebada	1
2548	BARREL///barril	2
1539	BASKET///cesta	2
1539	BASKET///cesto, canasto, canasta	1
1793	BAT///murciélago	2
138	BATHE///bañar(se)	1
138	BATHE///bañarse	2
662	BATTERY///pila	2
386	BATTLE-AXE///hacha de combate	1
579	BATTLE///guerra, batalla	1
663	BAY///golfo, bahía	1
3184	BE ALIVE OR LIFE///vivir, vivo, vida	1
1422	BE ALIVE///vivir	1
1422	BE ALIVE///vivo	1
1090	BE BORN///nacer	1
2101	BE DEAD OR DIE///morir, muerto	1
425	BE LATE///demorar, retrasar	1
48	BE SILENT///callarse	1
1860	BEAD///chaquira, abalorio	1
73	BEAK///pico	1
1132	BEAM///viga	1
832	BEAN///frijol, poroto	1
1820	BEAR///Oso	1
1820	BEAR///oso	3
678	BEARD///Barba	1
678	BEARD///barba	2
1427	BEAUTIFUL///hermoso, bonito	1
1157	BECAUSE///porque	1
1663	BED///Cama	1
1663	BED///cama	4
1663	BED///catre, cama de barbacoa	1
665	BEE///Abeja	1
665	BEE///abeja	2
665	BEE///bee	1
1950	BEECH///haya	1
88	BEEHIVE///colmena	1
1639	BEER///cerveza	1
1931	BEESWAX///cera de abeja	1
1882	BEFORE///delante, antes de	1
3534	BEG///suplicar	2
1152	BEGET///engendrar	1
1934	BEGGAR///mendigo	1
3447	BEGIN OR START///empezar, comienzo, inicio	1
1686	BEHIND///atrás, detrás	1
1890	BELIEVE///creer	1
2246	BELL///campana	2
1251	BELLY///Abdomen	1
1251	BELLY///Estomago	1
1251	BELLY///Tripa	1
1251	BELLY///barriga	3
1251	BELLY///vientre, abdomen	1
3715	BELLYBUTTON///Ombligo	1
1485	BELOW OR UNDER///debajo	1
772	BELT///Cinturón	1
772	BELT///Correa	1
772	BELT///cinturón	2
772	BELT///cinturón, faja	1
2584	BENCH///Banco	1
2004	BEND///encorvar, doblar	1
1816	BESIDE///al lado de	1
1902	BETRAY///traicionar	1
731	BEVERAGE///bebida	2
747	BICYCLE///bicicleta	2
1202	BIG///grande	4
1081	BILL///calcul, cuenta	1
1855	BIRCH///abedul	1
937	BIRD///Ave	1
937	BIRD///Pájaro	1
937	BIRD///pájaro	6
937	BIRD///pájaro, ave	1
2407	BIRTHDAY///cumpleaños	1
1403	BITE///morder	6
887	BITTER///amargo	1
163	BLACK///Negro	1
163	BLACK///negro	4
3084	BLACKBOARD///pizarra	2
1001	BLACKSMITH///herrero	1
1746	BLADDER///Vejiga	1
381	BLAME///culpa, censura	1
806	BLANKET///frazada, cobija	1
391	BLESS///bendecir	1
1653	BLIND///ciego	1
1655	BLINK///parpadear	1
1584	BLISTER///ampolla	1
525	BLOOD VESSEL///vena, arteria	1
946	BLOOD///blood	1
946	BLOOD///sangre	4
175	BLOW (OF WIND)///blow	1
175	BLOW (OF WIND)///soplar	2
176	BLOW (WITH MOUTH)///soplar	2
432	BLOWGUN///blowgun	1
432	BLOWGUN///cerbatana	1
837	BLUE///azul	1
379	BLUNT///embotado	1
379	BLUNT///romo, embotado	1
1348	BOAR///jabalí	1
